,서울,경기
2023년 08월,0.9282227445308262,0.8606464187104109
2023년 09월,0.9324715241366841,0.8668182556439824
2023년 10월,0.9355451093834749,0.8718531752476856
2023년 11월,0.9365395046103778,0.872990092577554
2023년 12월,0.9357259085156391,0.8718531752476856
2024년 01월,0.939884288555415,0.8807860971252234
2024년 02월,0.9389802928945941,0.8785122624654864
2024년 03월,0.9392514915928404,0.8765632613285691
2024년 04월,0.9408786837823179,0.8760760110443397
2024년 05월,0.9430482733682878,0.87591359428293
