city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
경상북도,2011,05,2689130,229535,332919,330304,384915,438603,410777,266525,213937,72067,9052,496
경상남도,2011,05,3296893,322347,453474,405363,522194,573851,477465,271636,196811,66637,6687,428
제주특별자치도,2011,05,573459,60741,84768,67835,87836,100213,75360,48417,34273,11663,2176,177
전국,2011,06,50627347,4704605,6771321,6779407,8307321,8805003,7360542,4200911,2697921,875018,114004,11294
서울특별시,2011,06,10288284,845836,1227893,1556608,1851984,1740525,1540516,895411,460983,142971,22040,3517
부산광역시,2011,06,3563295,267645,440041,489511,540638,599757,614144,355234,192817,56114,6327,1067
대구광역시,2011,06,2510243,218840,357643,335838,390775,455311,378876,207431,125015,36106,4043,365
인천광역시,2011,06,2779133,263523,387078,388277,465502,516640,404624,195424,113903,38617,5103,442
광주광역시,2011,06,1459862,152444,232355,202767,242820,249737,185669,108336,61981,20779,2717,257
대전광역시,2011,06,1509963,152608,220384,213184,253842,265063,211906,106838,62532,20761,2653,192
울산광역시,2011,06,1130832,112872,172442,151725,186230,218094,167956,72197,36245,11588,1392,91
경기도,2011,06,11862889,1259873,1675615,1558566,2099113,2204960,1582360,798328,499991,160469,21589,2025
강원도,2011,06,1532178,133340,199974,184018,214913,254569,243545,146613,112116,37451,5215,424
충청북도,2011,06,1555952,147440,211901,198994,233966,260904,228354,132068,104170,33620,4260,275
충청남도,2011,06,2088281,203651,268879,258440,320382,332752,290736,192762,159920,53547,6700,512
전라북도,2011,06,1870863,169533,256381,227434,264175,296691,267179,189625,143251,49822,6312,460
전라남도,2011,06,1914142,164810,250290,212120,248850,299466,274996,213828,178769,62730,7722,561
경상북도,2011,06,2689904,229431,332565,329684,384769,437490,413362,266555,214454,72045,9051,498
경상남도,2011,06,3297769,322051,453218,404478,521857,572635,480490,271906,197273,66733,6696,432
제주특별자치도,2011,06,573757,60708,84662,67763,87505,100409,75829,48355,34501,11665,2184,176
전국,2011,07,50641565,4698240,6758530,6768239,8295729,8804286,7399095,4205125,2708926,877651,114530,11214
서울특별시,2011,07,10282472,844314,1224089,1551550,1848575,1740573,1545556,895712,463285,143308,22036,3474
부산광역시,2011,07,3560813,267278,438432,487886,539754,598286,616118,355661,193744,56264,6352,1038
대구광역시,2011,07,2509833,218197,356751,335283,390127,454719,380751,207787,125564,36231,4060,363
인천광역시,2011,07,2782458,263413,386214,388168,465563,516668,407683,195887,114482,38794,5147,439
광주광역시,2011,07,1461368,152283,232204,202743,242743,250000,186705,108564,62296,20832,2744,254
대전광역시,2011,07,1510468,152424,219957,212787,253594,265208,212948,107097,62811,20785,2663,194
울산광역시,2011,07,1131325,112732,171995,151649,185961,217856,169128,72490,36408,11630,1389,87
경기도,2011,07,11874213,1258566,1674813,1557317,2096151,2206868,1593700,799493,502499,161092,21685,2029
강원도,2011,07,1532825,133054,199521,183963,214547,254413,245073,146479,112573,37536,5241,425
충청북도,2011,07,1556984,147324,211609,198744,233801,260983,229508,132238,104530,33675,4296,276
충청남도,2011,07,2090270,203683,268539,257937,320528,332783,292507,192950,160366,53732,6735,510
전라북도,2011,07,1871388,169280,255978,227118,263796,296770,268209,189810,143664,49970,6331,462
전라남도,2011,07,1913185,164411,249571,211789,248065,299221,275876,213757,179343,62863,7731,558
경상북도,2011,07,2691181,229246,331879,329725,384422,436940,415361,266929,214830,72241,9109,499
경상남도,2011,07,3298607,321463,452368,403853,520903,572369,483660,271903,197843,67018,6792,435
제주특별자치도,2011,07,574175,60572,84610,67727,87199,100629,76312,48368,34688,11680,2219,171
전국,2011,08,50662739,4696414,6746587,6757005,8282208,8811160,7432525,4208110,2720456,881553,115419,11302
서울특별시,2011,08,10277507,842644,1221244,1547473,1844529,1740918,1550239,895346,465783,143665,22172,3494
부산광역시,2011,08,3558372,266961,436769,486148,538700,597488,617455,356250,194593,56549,6407,1052
대구광역시,2011,08,2510079,217889,355932,334772,389397,454651,382190,208257,126077,36426,4123,365
인천광역시,2011,08,2786717,263949,385346,388082,465864,517100,410440,196270,115015,39010,5199,442
광주광역시,2011,08,1462915,152255,231887,202493,242596,250553,187770,108703,62679,20933,2790,256
대전광역시,2011,08,1511531,152589,219502,212433,253376,265540,213888,107304,63143,20883,2676,197
울산광역시,2011,08,1131979,112805,171517,151394,185725,217905,170079,72826,36559,11685,1397,87
경기도,2011,08,11887932,1258726,1673934,1556347,2092847,2210460,1604329,800106,505357,161903,21878,2045
강원도,2011,08,1533172,132855,198877,183891,214067,254570,246311,146296,112958,37672,5253,422
충청북도,2011,08,1558289,147421,211271,198441,233538,261433,230581,132220,104937,33830,4340,277
충청남도,2011,08,2092262,203842,268311,257422,320325,333419,293775,192913,160919,54062,6761,513
전라북도,2011,08,1872346,169205,255630,226873,263274,297083,269249,189868,144134,50225,6337,468
전라남도,2011,08,1911983,164078,248875,211295,247169,299082,276665,213499,179893,63051,7806,570
경상북도,2011,08,2692036,229166,331304,329046,383934,437024,416686,267556,215117,72545,9154,504
경상남도,2011,08,3300895,321494,451646,403327,519819,573056,486062,272307,198484,67407,6855,438
제주특별자치도,2011,08,574724,60535,84542,67568,87048,100878,76806,48389,34808,11707,2271,172
전국,2011,09,50681829,4689945,6733883,6749327,8271132,8822814,7458989,4209325,2732886,885843,116292,11393
서울특별시,2011,09,10271880,841078,1217096,1543091,1841279,1742404,1553389,895112,468308,144291,22303,3529
부산광역시,2011,09,3556565,266403,435333,484664,537814,597279,618270,356860,195605,56832,6450,1055
대구광역시,2011,09,2509609,217434,354962,334326,388501,454715,383168,208696,126633,36619,4190,365
인천광역시,2011,09,2790226,264151,384381,388106,466405,517444,412914,196309,115588,39244,5240,444
광주광역시,2011,09,1463432,151827,231671,202297,242301,250907,188495,108785,63094,20990,2806,259
대전광역시,2011,09,1512557,152382,219147,212315,253035,266087,214728,107502,63455,20999,2705,202
울산광역시,2011,09,1132910,112708,171188,151318,185665,218208,170710,73163,36739,11714,1412,85
경기도,2011,09,11898590,1257101,1671718,1556243,2090038,2215331,1613063,799948,508165,162879,22044,2060
강원도,2011,09,1533638,132554,198491,183745,213655,254742,247653,145822,113480,37795,5277,424
충청북도,2011,09,1559572,147280,211043,198267,233424,262053,231502,131900,105481,33959,4381,282
충청남도,2011,09,2094358,203756,268383,257011,320217,334248,294813,192947,161291,54342,6825,525
전라북도,2011,09,1873956,169020,255558,227109,262801,297574,270106,189885,144636,50440,6359,468
전라남도,2011,09,1912151,163895,248422,211168,246687,299196,277409,213205,180511,63227,7860,571
경상북도,2011,09,2693707,228944,330747,328838,383559,437429,417888,267852,215766,72930,9245,509
경상남도,2011,09,3303549,321002,451249,403236,518915,574118,487732,272968,199146,67828,6913,442
제주특별자치도,2011,09,575129,60410,84494,67593,86836,101079,77149,48371,34988,11754,2282,173
전국,2011,10,50699478,4683416,6716993,6743657,8258168,8833753,7485998,4213606,2744763,890347,117285,11492
서울특별시,2011,10,10266174,839502,1212579,1539164,1837377,1744193,1556648,895077,470757,144905,22418,3554
부산광역시,2011,10,3554635,265877,433357,483435,536889,596884,619153,357704,196631,57127,6518,1060
대구광역시,2011,10,2509297,217003,353670,334058,387474,455008,384190,209218,127211,36849,4246,370
인천광역시,2011,10,2794493,264347,383395,388448,466733,518083,415341,196614,116342,39435,5301,454
광주광역시,2011,10,1464073,151402,231418,202098,241974,251275,189249,108993,63493,21072,2840,259
대전광역시,2011,10,1513877,152303,218677,212212,252825,266584,215590,107844,63757,21144,2735,206
울산광역시,2011,10,1134125,112650,170687,151437,185636,218530,171532,73449,36905,11773,1439,87
경기도,2011,10,11908014,1255321,1668381,1556474,2086783,2219403,1622133,800607,510807,163813,22213,2079
강원도,2011,10,1534555,132413,198176,183740,213247,254819,248907,145532,113961,37999,5340,421
충청북도,2011,10,1560895,147199,210676,198243,233151,262443,232556,132013,105821,34089,4423,281
충청남도,2011,10,2096445,203851,267934,257064,320028,335036,295591,193203,161679,54641,6882,536
전라북도,2011,10,1874058,168628,255117,227045,262078,297901,270700,189991,144931,50759,6435,473
전라남도,2011,10,1912509,163572,248047,211055,246158,299324,278156,213255,181049,63417,7899,577
경상북도,2011,10,2695145,228528,330148,328512,383250,437746,419170,268284,216372,73324,9302,509
경상남도,2011,10,3305621,320507,450405,403090,517849,575378,489470,273445,199874,68171,6981,451
제주특별자치도,2011,10,575562,60313,84326,67582,86716,101146,77612,48377,35173,11829,2313,175
전국,2011,11,50717719,4679698,6700184,6735347,8254009,8842516,7510285,4214729,2756630,894919,117816,11586
서울특별시,2011,11,10257741,837849,1208263,1534520,1834537,1744443,1558964,894425,473135,145523,22505,3577
부산광역시,2011,11,3553997,265696,431625,482278,536820,596397,620146,358342,197528,57538,6552,1075
대구광역시,2011,11,2508935,216738,352679,333214,387098,455101,385195,209434,127759,37084,4260,373
인천광역시,2011,11,2798762,264692,382618,388513,467635,518749,417335,196777,116942,39724,5322,455
광주광역시,2011,11,1464516,151246,230836,201866,241964,251563,189804,109103,63881,21136,2855,262
대전광역시,2011,11,1514979,152270,218382,212130,252647,266999,216351,107915,64103,21213,2760,209
울산광역시,2011,11,1134904,112578,170201,151503,185615,218715,172094,73704,37122,11853,1433,86
경기도,2011,11,11920340,1255184,1663785,1556381,2086298,2224270,1630556,801062,513576,164781,22349,2098
강원도,2011,11,1535771,132220,197871,183818,213272,254930,249938,145277,114493,38171,5352,429
충청북도,2011,11,1562374,147142,210480,198050,233234,262661,233538,132133,106136,34296,4420,284
충청남도,2011,11,2098469,203891,267662,256969,319982,335802,296525,193207,162044,54905,6941,541
전라북도,2011,11,1874181,168357,254745,226748,261695,298008,271332,189712,145576,51089,6439,480
전라남도,2011,11,1913002,163360,247743,211137,245810,299380,278856,213231,181407,63601,7895,582
경상북도,2011,11,2696596,228160,329492,328225,383372,437928,420449,268522,216973,73588,9375,512
경상남도,2011,11,3307201,320111,449495,402423,517504,576319,491215,273481,200640,68545,7021,447
제주특별자치도,2011,11,575951,60204,84307,67572,86526,101251,77987,48404,35315,11872,2337,176
전국,2011,12,50734284,4675849,6681125,6727416,8254786,8846683,7528146,4216872,2771176,901906,118691,11634
서울특별시,2011,12,10249679,836648,1203517,1529819,1831942,1744590,1560094,894338,476034,146509,22602,3586
부산광역시,2011,12,3550963,265322,429500,480582,536575,595353,620296,358954,198688,58010,6605,1078
대구광역시,2011,12,2507271,216314,351152,332377,386634,454496,385865,209852,128487,37419,4301,374
인천광역시,2011,12,2801274,264688,381516,388487,468166,518975,419005,196964,117689,39924,5401,459
광주광역시,2011,12,1463464,150813,230162,201043,241669,251849,190127,109185,64247,21257,2850,262
대전광역시,2011,12,1515603,152202,217848,211866,252784,266938,217028,108035,64554,21360,2774,214
울산광역시,2011,12,1135494,112420,169565,151519,185666,218681,172750,74061,37336,11959,1450,87
경기도,2011,12,11937415,1255168,1660148,1558886,2088455,2227890,1637339,802130,516586,166184,22514,2115
강원도,2011,12,1536448,132030,197384,183798,213295,255010,250600,145091,115060,38376,5375,429
충청북도,2011,12,1562903,147046,209997,197522,233527,262692,234051,132254,106523,34550,4453,288
충청남도,2011,12,2101284,203983,267457,256970,320742,336357,297088,192886,162811,55455,6992,543
전라북도,2011,12,1874031,168041,254189,226278,261406,298134,271911,188964,146619,51527,6481,481
전라남도,2011,12,1914339,163188,247484,211125,245852,299581,279550,213039,182009,63986,7946,579
경상북도,2011,12,2699195,228029,328739,328074,383977,438250,421404,268870,217695,74158,9481,518
경상남도,2011,12,3308765,319852,448239,401522,517772,576519,492810,273854,201414,69231,7103,449
제주특별자치도,2011,12,576156,60105,84228,67548,86324,101368,78228,48395,35424,12001,2363,172
전국,2012,01,50750837,4666589,6658165,6708141,8254430,8845727,7559910,4224286,2791017,910473,120341,11758
서울특별시,2012,01,10250134,834868,1197871,1524393,1832580,1744734,1564473,896166,480989,147601,22834,3625
부산광역시,2012,01,3549501,264879,427413,478535,536269,594036,621731,359990,200303,58575,6692,1078
대구광역시,2012,01,2508370,215690,350074,331750,386357,454417,387234,210768,129428,37920,4351,381
인천광역시,2012,01,2804287,264460,380284,388081,468399,518603,421837,197751,118584,40335,5493,460
광주광역시,2012,01,1465313,150572,229692,200720,242182,252378,190871,109532,64715,21491,2897,263
대전광역시,2012,01,1517299,152128,217381,211281,253306,266855,218291,108378,65126,21531,2806,216
울산광역시,2012,01,1136464,112298,168980,151408,185804,218544,173801,74386,37634,12051,1470,88
경기도,2012,01,11948596,1252932,1655747,1556139,2087539,2230097,1648532,804342,520590,167584,22957,2137
강원도,2012,01,1535335,131477,196455,183116,212875,254504,251494,145108,115800,38634,5433,439
충청북도,2012,01,1563023,146680,209397,196652,233703,262294,234998,132777,106822,34898,4510,292
충청남도,2012,01,2103129,203954,266875,256057,321453,336270,298379,192621,163804,56088,7085,543
전라북도,2012,01,1873491,167436,253277,225401,261258,298201,272616,187831,148426,51993,6557,495
전라남도,2012,01,1912725,162489,246370,210494,245559,299492,279801,212790,182525,64577,8048,580
경상북도,2012,01,2697104,227332,327339,326488,383278,437615,422418,268957,218548,75011,9585,533
경상남도,2012,01,3309559,319390,446913,400274,517590,576139,494927,274415,202138,70088,7229,456
제주특별자치도,2012,01,576507,60004,84097,67352,86278,101548,78507,48474,35585,12096,2394,172
전국,2012,02,50767313,4664480,6630196,6687286,8257861,8842054,7590874,4236226,2808930,915985,121582,11839
서울특별시,2012,02,10251297,833240,1192541,1520742,1833733,1744483,1567985,898561,484995,148338,23027,3652
부산광역시,2012,02,3548640,264836,425476,476443,536479,592646,622998,361293,201631,58988,6758,1092
대구광역시,2012,02,2508563,215767,348631,330717,386006,454035,388310,211773,130228,38310,4409,377
인천광역시,2012,02,2808286,264807,378811,387885,469047,518276,424668,198672,119445,40620,5588,467
광주광역시,2012,02,1466516,150548,228820,200252,242665,252885,191504,109809,65267,21577,2930,259
대전광역시,2012,02,1518651,152422,216500,210857,253785,266681,219332,108755,65675,21599,2827,218
울산광역시,2012,02,1136948,112283,168134,150970,186003,218349,174754,74855,37882,12147,1481,90
경기도,2012,02,11961481,1253120,1650374,1553537,2087454,2230972,1660084,807743,524278,168565,23196,2158
강원도,2012,02,1534310,131127,195462,182265,212535,253823,252454,145428,116497,38791,5485,443
충청북도,2012,02,1563091,146539,208288,195857,233998,261773,236022,133203,107451,35089,4577,294
충청남도,2012,02,2106223,204447,266047,254887,322796,336257,300075,192732,164726,56541,7172,543
전라북도,2012,02,1872933,167210,251965,224115,261709,298213,273477,187385,149560,52200,6599,500
전라남도,2012,02,1910664,162075,244833,209289,245482,299469,280220,212429,183249,64909,8125,584
경상북도,2012,02,2694794,226853,325624,324270,382818,437113,423390,269589,219478,75426,9704,529
경상남도,2012,02,3307822,319124,444796,398063,517105,575260,496792,275387,202843,70696,7295,461
제주특별자치도,2012,02,577094,60082,83894,67137,86246,101819,78809,48612,35725,12189,2409,172
전국,2012,03,50783029,4659228,6619479,6676564,8243764,8847724,7600984,4247423,2830438,922640,122930,11855
서울특별시,2012,03,10245782,831535,1188773,1518650,1829030,1744440,1566654,900797,489658,149300,23276,3669
부산광역시,2012,03,3547141,264651,423870,475222,535435,591989,622687,362605,203256,59484,6847,1095
대구광역시,2012,03,2507586,215320,347488,329819,385148,453701,388908,212353,131364,38664,4442,379
인천광역시,2012,03,2811410,264845,377737,387908,469031,518531,426015,199841,120450,40921,5661,470
광주광역시,2012,03,1466810,150269,228433,199734,242409,253344,191895,109898,65897,21742,2928,261
대전광역시,2012,03,1519490,152249,216191,210657,253435,266846,219835,109169,66267,21756,2866,219
울산광역시,2012,03,1137918,112295,167514,150964,185849,218539,175353,75365,38243,12205,1499,92
경기도,2012,03,11972408,1251867,1649159,1552998,2083685,2234080,1665407,811392,528432,169717,23518,2153
강원도,2012,03,1536525,130808,196827,182219,211952,253964,252466,146047,117237,39038,5516,451
충청북도,2012,03,1564283,146526,208029,195530,233787,261961,236297,133496,108406,35303,4655,293
충청남도,2012,03,2108537,204593,266002,254144,323001,336695,300909,192738,165601,57067,7243,544
전라북도,2012,03,1873678,166885,251874,223340,261299,299055,273841,187108,150607,52504,6667,498
전라남도,2012,03,1910746,161891,244888,208351,245218,299766,280296,211805,184302,65451,8205,573
경상북도,2012,03,2694822,226559,324912,323297,382038,437025,423915,269773,221059,75925,9791,528
경상남도,2012,03,3308081,318822,443893,396789,516163,575647,497429,276402,203803,71275,7401,457
제주특별자치도,2012,03,577812,60113,83889,66942,86284,102141,79077,48634,35856,12288,2415,173
전국,2012,04,50801531,4657093,6604739,6669850,8239701,8856728,7608384,4254064,2846810,928289,123948,11925
서울특별시,2012,04,10241387,830490,1184630,1515734,1827547,1745247,1565570,901724,493363,149994,23415,3673
부산광역시,2012,04,3545806,264466,422268,474250,534835,591960,622258,363182,204661,59912,6909,1105
대구광역시,2012,04,2507310,215200,346252,329405,384635,453875,389177,212690,132275,38955,4463,383
인천광역시,2012,04,2815158,265276,376592,388227,469606,519153,427146,200680,121179,41130,5693,476
광주광역시,2012,04,1466676,150062,227771,199426,242421,253471,192245,109782,66373,21919,2945,261
대전광역시,2012,04,1520628,152269,215826,210586,253259,267233,220214,109450,66764,21904,2903,220
울산광역시,2012,04,1139628,112432,167041,151199,186190,218735,175889,75761,38474,12307,1510,90
경기도,2012,04,11984985,1251438,1647387,1553470,2082610,2238312,1669185,814291,531726,170724,23673,2169
강원도,2012,04,1537096,130545,196659,182064,211607,254001,252411,146564,117988,39224,5582,451
충청북도,2012,04,1565389,146467,207671,195387,233814,262292,236614,133661,108914,35579,4694,296
충청남도,2012,04,2110896,204661,265717,254058,323390,337240,301379,192866,166183,57546,7306,550
전라북도,2012,04,1873333,166635,251403,222664,261023,299312,274080,186959,151229,52737,6790,501
전라남도,2012,04,1910533,161745,244575,207665,245043,299904,280653,211141,185170,65737,8320,580
경상북도,2012,04,2694944,226393,324261,322644,381526,437208,424338,269531,222127,76545,9839,532
경상남도,2012,04,3309325,318820,442912,396279,515797,576467,497862,277106,204438,71715,7465,464
제주특별자치도,2012,04,578437,60194,83774,66792,86398,102318,79363,48676,35946,12361,2441,174
전국,2012,05,50819380,4656213,6589798,6663577,8227615,8858481,7608899,4282671,2861858,932532,125712,12024
서울특별시,2012,05,10237054,829607,1180296,1512876,1824532,1745308,1562194,907521,496790,150569,23659,3702
부산광역시,2012,05,3543688,264380,420506,473198,533786,590878,621481,365364,205713,60264,7002,1116
대구광역시,2012,05,2507022,215108,345122,329107,383651,453442,389609,214068,132870,39113,4545,387
인천광역시,2012,05,2818348,265542,375639,388415,469314,519381,427839,202632,122017,41325,5766,478
광주광역시,2012,05,1466464,149812,227321,199043,242026,253583,192166,110416,66826,22035,2975,261
대전광역시,2012,05,1521659,152288,215451,210487,253054,267249,220640,110192,67154,21985,2935,224
울산광역시,2012,05,1140673,112588,166591,151358,186057,218523,176341,76493,38750,12340,1543,89
경기도,2012,05,11998173,1251606,1646256,1553568,2079904,2241499,1670942,821821,534805,171613,23969,2190
강원도,2012,05,1537673,130339,196197,181886,211176,254085,251611,148264,118679,39322,5654,460
충청북도,2012,05,1566183,146457,207268,195155,233643,262074,236777,134500,109575,35699,4741,294
충청남도,2012,05,2112849,204678,265282,253916,323278,337465,301887,193622,166768,57962,7437,554
전라북도,2012,05,1873141,166555,250827,222356,260374,299246,273860,187727,151818,52954,6924,500
전라남도,2012,05,1910689,161683,244076,207342,244466,300019,280525,211436,186101,65945,8511,585
경상북도,2012,05,2694930,226299,323275,322028,380838,436871,424495,270816,222921,76881,9979,527
경상남도,2012,05,3311574,319050,442009,396014,515158,576323,498929,278923,205012,72119,7556,481
제주특별자치도,2012,05,579260,60221,83682,66828,86358,102535,79603,48876,36059,12406,2516,176
전국,2012,06,50832898,4657015,6572483,6655551,8225986,8856184,7623743,4294251,2875215,933988,126401,12081
서울특별시,2012,06,10232281,829519,1175693,1509119,1823618,1744744,1562002,909833,499484,150779,23773,3717
부산광역시,2012,06,3542239,264364,418833,472227,533435,589657,622256,366161,206793,60357,7029,1127
대구광역시,2012,06,2506977,215127,344036,328607,383455,452773,390554,214690,133527,39238,4579,391
인천광역시,2012,06,2820994,265913,374665,388203,469885,519231,429277,203470,122673,41397,5800,480
광주광역시,2012,06,1466388,149678,226593,198950,241769,253641,192580,110588,67284,22046,2998,261
대전광역시,2012,06,1522595,152442,214947,210354,253291,267192,221105,110567,67489,22041,2946,221
울산광역시,2012,06,1140954,112635,165955,151500,186075,218171,176874,76788,38978,12350,1536,92
경기도,2012,06,12009150,1251679,1644397,1552870,2079328,2243635,1675664,825548,537658,172014,24152,2205
강원도,2012,06,1537750,130190,195606,181638,210985,253904,251751,148896,119281,39381,5661,457
충청북도,2012,06,1566992,146479,206721,195012,233851,261951,237356,134781,110042,35756,4750,293
충청남도,2012,06,2114599,204906,264674,253854,323623,337583,302788,193831,167199,58091,7493,557
전라북도,2012,06,1873093,166567,250113,222184,260035,299127,274392,187866,152254,53070,6983,502
전라남도,2012,06,1910707,161759,243332,207104,244370,299809,281020,211280,186968,65934,8545,586
경상북도,2012,06,2695113,226356,322338,321491,380478,436406,425455,271407,223750,76893,10006,533
경상남도,2012,06,3313207,319158,440994,395730,515369,575698,500718,279587,205654,72208,7609,482
제주특별자치도,2012,06,579859,60243,83586,66708,86419,102662,79951,48958,36181,12433,2541,177
전국,2012,07,50851082,4656348,6556226,6649223,8218465,8857561,7642341,4306185,2888605,936777,127171,12180
서울특별시,2012,07,10227761,828606,1171765,1505445,1821073,1744750,1562553,912197,502554,151162,23903,3753
부산광역시,2012,07,3542218,264516,417202,471453,533116,589050,623038,367097,208016,60532,7060,1138
대구광역시,2012,07,2506969,214772,343207,328342,382878,452441,391490,215310,134150,39396,4583,400
인천광역시,2012,07,2824150,266230,373538,388334,470117,519203,430923,204495,123382,41594,5844,490
광주광역시,2012,07,1467030,149612,226051,199004,241426,253850,193181,110761,67760,22074,3049,262
대전광역시,2012,07,1522581,152240,214282,210204,252886,267252,221710,110807,67887,22135,2957,221
울산광역시,2012,07,1141483,112662,165451,151510,186017,218009,177489,77157,39185,12372,1540,91
세종특별자치시,2012,07,103127,9893,11512,12005,15919,15943,15635,10040,8609,3137,398,36
경기도,2012,07,12021422,1252094,1642445,1552794,2077400,2245891,1681872,829386,540271,172734,24319,2216
강원도,2012,07,1538198,130134,195048,181372,210778,253834,252314,149339,119769,39466,5686,458
충청북도,2012,07,1561493,146003,205555,194134,232954,260890,236970,134463,109860,35627,4742,295
충청남도,2012,07,2021776,196132,253517,242563,309476,323279,289209,184889,159658,55383,7148,522
전라북도,2012,07,1872830,166407,249477,221917,259442,299201,274953,187903,152663,53329,7028,510
전라남도,2012,07,1910298,161515,242526,207009,243875,299617,281669,211141,187758,65969,8630,589
경상북도,2012,07,2695263,226332,321371,321136,380027,436129,426327,271975,224375,76984,10071,536
경상남도,2012,07,3313689,318894,439834,395156,514821,575322,502596,280153,206337,72446,7647,483
제주특별자치도,2012,07,580794,60306,83445,66845,86260,102900,80412,49072,36371,12437,2566,180
전국,2012,08,50871606,4659185,6538281,6643816,8206910,8853189,7669054,4313427,2905567,941731,128160,12286
서울특별시,2012,08,10223243,828217,1167610,1502990,1816932,1743075,1564828,913679,506271,151813,24043,3785
부산광역시,2012,08,3541431,264661,415301,470682,532317,587830,624059,368038,209386,60886,7127,1144
대구광역시,2012,08,2507715,214912,342078,327968,382207,452205,392719,215845,135047,39705,4628,401
인천광역시,2012,08,2828342,267082,372344,388534,470302,519271,433191,205118,124266,41876,5866,492
광주광역시,2012,08,1467979,149645,225447,199004,241051,253905,194204,110840,68341,22187,3087,268
대전광역시,2012,08,1522189,151939,213624,210000,252350,266924,222485,111084,68291,22288,2981,223
울산광역시,2012,08,1142528,112994,164852,151421,186079,217821,178273,77538,39470,12432,1556,92
세종특별자치시,2012,08,106625,10730,12064,12146,16764,16615,15871,10104,8710,3180,405,36
경기도,2012,08,12035714,1253142,1640628,1553511,2075014,2246578,1690835,831764,543883,173574,24565,2220
강원도,2012,08,1538136,130054,194292,181118,210318,253628,252980,149591,120399,39565,5730,461
충청북도,2012,08,1562289,146107,205038,193909,232734,260812,237877,134660,110300,35784,4775,293
충청남도,2012,08,2022434,196241,252795,242175,309352,323083,290245,184760,160255,55806,7189,533
전라북도,2012,08,1872957,166429,248627,221641,258956,298905,276062,187760,153381,53599,7076,521
전라남도,2012,08,1909493,161380,241597,206664,243229,299277,282621,210555,188621,66232,8714,603
경상북도,2012,08,2695008,226462,320259,320453,379279,435481,427585,272122,225286,77410,10124,547
경상남도,2012,08,3314183,318932,438451,394778,513913,574696,504458,280783,207062,72919,7708,483
제주특별자치도,2012,08,581340,60258,83274,66822,86113,103083,80761,49186,36598,12475,2586,184
전국,2012,09,50891223,4658611,6517725,6640850,8196987,8849950,7695382,4320907,2921142,947842,129409,12418
서울특별시,2012,09,10219334,827393,1162696,1500082,1814215,1742224,1567077,915146,509718,152715,24249,3819
부산광역시,2012,09,3540802,264631,413338,470005,531751,586806,624848,369194,210562,61321,7187,1159
대구광역시,2012,09,2507791,214829,340732,327820,381385,451925,393787,216474,135717,40034,4685,403
인천광역시,2012,09,2831729,267504,371043,388807,470441,518943,435494,205922,124949,42204,5919,503
광주광역시,2012,09,1468777,149546,225075,198818,240735,254124,195056,110881,68846,22299,3127,270
대전광역시,2012,09,1522880,151925,212916,210056,252072,266896,223323,111315,68725,22431,2999,222
울산광역시,2012,09,1143464,113065,164262,151534,186083,217522,179121,77924,39777,12502,1580,94
세종특별자치시,2012,09,108027,11034,12182,12251,17125,16854,16029,10139,8765,3192,419,37
경기도,2012,09,12047601,1253457,1636535,1554818,2072567,2247407,1699856,834024,546987,174877,24832,2241
강원도,2012,09,1538934,129974,193696,181240,210014,253525,253805,149735,120961,39751,5765,468
충청북도,2012,09,1563323,145979,204562,194030,232618,260559,238935,134639,110850,36046,4810,295
충청남도,2012,09,2023534,196315,252111,241935,309293,323004,291305,184817,160658,56286,7272,538
전라북도,2012,09,1873134,166315,248005,221411,258353,298718,277129,187548,154093,53892,7149,521
전라남도,2012,09,1909212,161256,240878,206488,242628,298906,283490,210007,189654,66494,8794,617
경상북도,2012,09,2695316,226293,319187,320206,378651,435002,428713,272359,226253,77862,10228,562
경상남도,2012,09,3315343,318813,437344,394460,513005,574394,506265,281553,207856,73385,7784,484
제주특별자치도,2012,09,582022,60282,83163,66889,86051,103141,81149,49230,36771,12551,2610,185
전국,2012,10,50912264,4663616,6494232,6636937,8185573,8839722,7732940,4318295,2946170,952082,130157,12540
서울특별시,2012,10,10212445,827310,1157252,1496651,1810136,1739224,1571240,914528,514615,153234,24404,3851
부산광역시,2012,10,3540098,265020,411125,469047,530826,585321,626679,369526,212618,61526,7237,1173
대구광역시,2012,10,2507571,214904,339212,327475,380388,451184,395583,216582,136874,40245,4718,406
인천광역시,2012,10,2836080,268291,369651,389394,470659,518228,438635,206076,126258,42425,5952,511
광주광역시,2012,10,1469614,149742,224300,198795,240239,254225,196155,110755,69646,22361,3126,270
대전광역시,2012,10,1523647,152040,212223,209978,251738,266508,224657,111316,69384,22550,3026,227
울산광역시,2012,10,1145096,113388,163682,151735,186116,217402,180213,78031,40303,12546,1582,98
세종특별자치시,2012,10,109823,11445,12419,12341,17592,17121,16195,10163,8883,3205,422,37
경기도,2012,10,12060335,1254993,1631264,1556077,2070574,2246836,1711098,834693,551709,175841,24988,2262
강원도,2012,10,1538869,129846,193104,181088,209407,252800,255041,149772,121632,39920,5785,474
충청북도,2012,10,1564665,146178,204126,193828,232584,260201,240288,134394,111686,36262,4819,299
충청남도,2012,10,2025274,196612,251506,241965,309132,322810,292805,184122,161778,56692,7312,540
전라북도,2012,10,1873353,166274,247342,221213,257850,298046,278587,186551,155475,54293,7190,532
