city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
대전광역시,2020,12,1463882,114529,146436,212488,194088,237216,241921,179153,91320,40519,5841,371
울산광역시,2020,12,1136017,98506,112420,144569,151705,187808,209521,145347,60168,22712,3086,175
세종특별자치시,2020,12,355831,47283,42677,37453,61492,68831,45205,30139,14392,7109,1200,50
경기도,2020,12,13427014,1145984,1328214,1807848,1907459,2299423,2234920,1532434,765815,348213,52389,4315
강원도,2020,12,1542840,105598,137508,180015,166349,224378,267815,241578,135459,72012,11264,864
충청북도,2020,12,1600837,123371,149379,199209,194677,241194,273800,223341,120519,65569,9209,569
충청남도,2020,12,2121029,172628,202548,243200,268598,327791,340183,279372,171439,99965,14384,921
전라북도,2020,12,1804104,128692,174963,211464,189012,268277,299522,255829,170340,91504,13645,856
전라남도,2020,12,1851549,132202,167308,200709,186064,259749,313679,272377,192906,109618,16067,870
경상북도,2020,12,2639422,189561,225924,284163,291117,383508,459662,409250,241411,135047,18786,993
경상남도,2020,12,3340216,268766,324214,378436,399558,536223,582448,462731,245191,124648,17174,827
제주특별자치도,2020,12,674635,60297,70661,82746,82555,112376,112401,79761,45591,23892,4059,296
전국,2021,01,51825932,3944244,4784388,6792483,6856414,8285935,8642700,6794549,3707683,1740386,255030,22120
서울특별시,2021,01,9657969,618497,778910,1455044,1471606,1524671,1522983,1250098,706115,280163,43029,6853
부산광역시,2021,01,3389388,230816,271560,429313,417816,510191,567681,534388,293881,116604,15237,1901
대구광역시,2021,01,2415813,176889,225070,320703,293117,382725,424889,328155,175695,78265,9561,744
인천광역시,2021,01,2942452,227148,273616,400479,405098,483494,511934,371191,178045,78046,12423,978
광주광역시,2021,01,1449115,118800,156572,209152,185375,240490,234038,164625,93816,39892,5930,425
대전광역시,2021,01,1463291,113762,145937,212178,193830,236679,241468,180804,91576,40750,5932,375
울산광역시,2021,01,1135370,97748,112239,144200,151063,187557,209208,146754,60475,22857,3093,176
세종특별자치시,2021,01,357871,47226,43097,37735,61528,69371,45466,30553,14468,7164,1213,50
경기도,2021,01,13449499,1140854,1327712,1809285,1906582,2300938,2239200,1548037,768814,350794,52908,4375
강원도,2021,01,1541696,105030,136888,179392,165709,223835,267211,243284,135573,72528,11378,868
충청북도,2021,01,1599658,122503,148922,198562,194224,240713,273075,225183,120768,65860,9278,570
충청남도,2021,01,2119837,171364,202234,242407,267444,327795,339367,281740,171750,100324,14487,925
전라북도,2021,01,1802748,127540,174489,211009,188304,267631,299370,257255,170693,91787,13804,866
전라남도,2021,01,1850575,131214,166967,200139,185184,259461,313564,273902,192845,110137,16279,883
경상북도,2021,01,2637639,188090,225638,283151,289674,382585,458984,411909,241832,135776,19000,1000
경상남도,2021,01,3338396,266782,323933,377156,397603,535531,581701,466435,245650,125370,17402,833
제주특별자치도,2021,01,674615,59981,70604,82578,82257,112268,112561,80236,45687,24069,4076,298
전국,2021,02,51824142,3927428,4772917,6771959,6834586,8287143,8644918,6840597,3710261,1754576,257462,22295
서울특별시,2021,02,9648606,614701,776296,1449950,1466661,1523103,1522829,1255862,706474,282532,43325,6873
부산광역시,2021,02,3387761,229989,270716,428013,416025,510485,566594,536607,294327,117738,15359,1908
대구광역시,2021,02,2413191,175992,224223,319256,291854,381902,424457,330162,175891,79011,9696,747
인천광역시,2021,02,2941705,226037,273059,398734,403643,483581,511793,374458,178233,78618,12558,991
광주광역시,2021,02,1447953,118272,155985,208358,184837,240549,234091,165368,93874,40228,5961,430
대전광역시,2021,02,1462064,113038,145510,211623,193082,236454,241208,182044,91636,41101,5988,380
울산광역시,2021,02,1132953,97069,111590,143223,150171,187255,208784,147840,60692,23025,3124,180
세종특별자치시,2021,02,359569,47289,43332,37759,61557,69982,45760,30908,14469,7227,1236,50
경기도,2021,02,13471758,1137876,1326417,1809124,1904371,2304741,2244792,1562484,770026,354104,53410,4413
강원도,2021,02,1540875,104721,136420,178462,165142,223343,266717,245138,135408,73189,11461,874
충청북도,2021,02,1599122,122051,148452,197701,193667,240548,272604,227167,120708,66297,9343,584
충청남도,2021,02,2119542,170553,201869,241076,266151,328338,339335,284032,171696,100919,14637,936
전라북도,2021,02,1801319,126814,173854,210027,187430,267394,299270,258628,170754,92346,13930,872
전라남도,2021,02,1849795,130649,166405,199258,184466,259441,313666,275053,192615,110903,16443,896
경상북도,2021,02,2636747,187099,225182,281975,288266,382383,458501,414634,241712,136736,19246,1013
경상남도,2021,02,3336045,265256,323073,375212,395154,535181,581689,469593,246054,126348,17641,844
제주특별자치도,2021,02,675137,60022,70534,82208,82109,112463,112828,80619,45692,24254,4104,304
전국,2021,03,51705905,3908794,4761113,6767952,6812701,8250451,8613059,6876287,3694544,1756509,252860,11635
서울특별시,2021,03,9598484,611000,773744,1450425,1460545,1511822,1513916,1255009,698222,280381,40690,2730
부산광역시,2021,03,3372399,228788,269772,427087,413824,507745,562268,536731,293083,117687,14652,762
대구광역시,2021,03,2408875,175023,223056,318439,290921,380397,422961,332302,176041,79451,9757,527
인천광역시,2021,03,2936461,224970,272731,397817,402590,481697,510040,377343,177632,78689,12430,522
광주광역시,2021,03,1445473,117808,155277,208324,184137,239690,233891,165964,93656,40468,5966,292
대전광역시,2021,03,1458463,112297,145010,211498,192338,235062,240184,183343,91414,41193,5920,204
울산광역시,2021,03,1129254,96422,111038,142413,149430,186357,207808,148776,60792,23060,3070,88
세종특별자치시,2021,03,360462,47300,43522,37866,61515,70075,45953,31270,14451,7245,1228,37
경기도,2021,03,13465837,1134030,1325112,1811928,1902623,2298082,2241613,1574976,767454,355003,52598,2418
강원도,2021,03,1536399,104267,136144,177773,164474,222044,265217,246701,134639,73365,11279,496
충청북도,2021,03,1595714,121435,147917,197273,192814,239437,270956,229572,120213,66515,9260,322
충청남도,2021,03,2115823,169781,201595,240801,265022,327135,337907,286395,171028,101096,14544,519
전라북도,2021,03,1797450,126003,173148,209743,186504,266068,298408,260057,170491,92542,13931,555
전라남도,2021,03,1844811,129808,165694,198940,183333,258097,312636,275866,191873,111394,16503,667
경상북도,2021,03,2635563,186212,224849,281752,287291,381224,457121,417995,241666,137445,19293,715
경상남도,2021,03,3330463,263754,322143,373828,393463,533259,579448,473178,246385,126739,17680,586
제주특별자치도,2021,03,673974,59896,70361,82045,81877,112260,112732,80809,45504,24236,4059,195
전국,2021,04,51702100,3891405,4753626,6761949,6802386,8244087,8604370,6918145,3693918,1766149,254459,11606
서울특별시,2021,04,9588711,607863,770905,1448195,1458508,1508768,1511117,1259839,697684,282213,40883,2736
부산광역시,2021,04,3369704,227645,269088,426109,413070,507314,560443,538609,293433,118489,14737,767
대구광역시,2021,04,2406296,174060,222409,317686,290180,379728,422181,333756,175962,79992,9815,527
인천광역시,2021,04,2936214,223789,272335,397230,402023,481422,509335,380258,177642,79183,12477,520
광주광역시,2021,04,1444787,117272,154930,208208,183705,239431,233781,166786,93666,40716,6001,291
대전광역시,2021,04,1457619,111757,144580,211361,192055,234618,239844,184422,91427,41422,5932,201
울산광역시,2021,04,1128163,95855,110894,142012,148949,186142,207341,149602,61003,23183,3096,86
세종특별자치시,2021,04,361396,47239,43710,38010,61490,70245,46140,31569,14422,7284,1251,36
경기도,2021,04,13479798,1130520,1325369,1812656,1901856,2298715,2242984,1587742,767606,357086,52864,2400
강원도,2021,04,1536175,103764,135834,177456,164049,221735,264796,248600,134410,73713,11331,487
충청북도,2021,04,1596303,120958,147753,197283,192675,239112,270275,231704,119962,66910,9348,323
충청남도,2021,04,2116452,169094,201400,240595,264398,327136,337664,288630,170950,101393,14668,524
전라북도,2021,04,1796331,125253,172628,209487,185964,265638,298144,261328,170497,92815,14018,559
전라남도,2021,04,1844148,129089,165294,198752,182942,257603,312389,277277,191492,112032,16622,656
경상북도,2021,04,2635896,185360,224452,281555,286646,381057,456550,420500,241463,138128,19467,718
경상남도,2021,04,3329623,262156,321732,373293,392090,533055,578495,476254,246804,127294,17871,579
제주특별자치도,2021,04,674484,59731,70313,82061,81786,112368,112891,81269,45495,24296,4078,196
전국,2021,05,51683025,3874174,4746103,6754283,6788072,8220344,8606589,6957802,3694633,1774716,255247,11062
서울특별시,2021,05,9575355,605053,768326,1445718,1455366,1503313,1509933,1264139,696670,283490,40827,2520
부산광역시,2021,05,3367334,226629,268529,425129,412056,506123,559326,540745,294051,119162,14830,754
대구광역시,2021,05,2402940,173269,221672,316866,289317,378018,421792,335269,176065,80339,9830,503
인천광역시,2021,05,2936382,222752,272047,396381,401434,480455,509592,383139,177840,79701,12508,533
광주광역시,2021,05,1443154,116808,154488,208001,183175,238125,234190,167438,93732,40969,5985,243
대전광역시,2021,05,1457161,111167,144225,211313,191713,233876,239909,185594,91503,41696,5963,202
울산광역시,2021,05,1127175,95327,110728,141607,148396,185524,207212,150619,61261,23300,3116,85
세종특별자치시,2021,05,362036,47074,43846,38094,61318,70319,46469,31833,14457,7321,1268,37
경기도,2021,05,13488910,1126119,1325034,1812032,1900224,2295083,2247171,1600436,768097,359388,53011,2315
강원도,2021,05,1535491,103387,135474,177230,163622,220994,264724,250142,134102,74025,11329,462
충청북도,2021,05,1596955,120558,147489,197119,192514,238517,270172,233727,119892,67252,9385,330
충청남도,2021,05,2117260,168278,201399,240593,263718,326325,338051,290722,171113,101792,14746,523
전라북도,2021,05,1794682,124523,172288,209564,185440,264055,298283,262317,170496,93082,14093,541
전라남도,2021,05,1842423,128551,165018,198363,182218,256081,312594,278221,191406,112602,16760,609
경상북도,2021,05,2633592,184571,224023,281517,285527,379683,455782,422381,241308,138556,19559,685
경상남도,2021,05,3327298,260666,321295,372640,390421,531777,577936,479373,247090,127635,17947,518
제주특별자치도,2021,05,674877,59442,70222,82116,81613,112076,113453,81707,45550,24406,4090,202
전국,2021,06,51672400,3859229,4741570,6745313,6775108,8216263,8590314,7001815,3694311,1782343,255357,10777
서울특별시,2021,06,9565990,602526,766572,1443208,1452328,1501071,1506232,1269804,696049,284923,40808,2469
부산광역시,2021,06,3364358,225716,268079,424072,411026,505849,557505,542673,294173,119680,14827,758
대구광역시,2021,06,2397646,172618,221070,316026,288200,377140,420147,336363,175664,80372,9677,369
인천광역시,2021,06,2936367,221908,271701,395569,400817,480627,508561,386075,177988,80076,12507,538
광주광역시,2021,06,1442647,116423,154106,207952,182779,237840,233886,168355,93901,41202,5968,235
대전광역시,2021,06,1456107,110671,143914,210976,191188,233637,239229,186847,91567,41935,5941,202
울산광역시,2021,06,1126369,94865,110623,141167,147880,185339,206852,151599,61411,23433,3118,82
세종특별자치시,2021,06,362995,46977,44072,38205,61194,70646,46583,32165,14506,7331,1278,38
경기도,2021,06,13500688,1122836,1325609,1810989,1899205,2296204,2246038,1614361,768438,361517,53180,2311
강원도,2021,06,1535530,103005,135269,177090,163395,220674,263924,252215,133698,74448,11350,462
충청북도,2021,06,1597503,120162,147347,197067,192382,238483,269456,235661,119763,67491,9376,315
충청남도,2021,06,2117400,167531,201249,240486,262958,326497,337494,292701,171223,101957,14785,519
전라북도,2021,06,1794345,123823,172059,209721,185117,263566,297676,263759,170487,93460,14150,527
전라남도,2021,06,1840921,127868,164787,197783,181555,255665,311925,279676,191213,113054,16800,595
경상북도,2021,06,2632401,183713,223840,281131,284647,379324,454391,424980,241299,138893,19532,651
경상남도,2021,06,3325840,259234,321067,371865,388900,531783,576740,482382,247401,128001,17961,506
제주특별자치도,2021,06,675293,59353,70206,82006,81537,111918,113675,82199,45530,24570,4099,200
전국,2021,07,51671569,3843759,4737829,6733054,6764334,8205797,8591085,7039371,3699044,1790233,256245,10818
서울특별시,2021,07,9558153,599600,764952,1440484,1449434,1497354,1505745,1274190,696452,286511,40954,2477
부산광역시,2021,07,3361781,224799,267659,422488,409975,505116,556481,544644,294713,120274,14876,756
대구광역시,2021,07,2395749,171893,220577,315051,287590,376422,419517,337985,175933,80677,9732,372
인천광역시,2021,07,2937440,221097,271547,394550,400637,480528,508488,388725,178261,80508,12554,545
광주광역시,2021,07,1442482,116003,153869,207814,182548,237460,233995,169107,94071,41385,5997,233
대전광역시,2021,07,1455300,110138,143598,210655,190813,233122,239271,187703,91741,42113,5937,209
울산광역시,2021,07,1125727,94428,110546,140710,147449,184951,206594,152653,61642,23542,3129,83
세종특별자치시,2021,07,364364,46995,44340,38265,61176,71019,46878,32468,14554,7365,1268,36
경기도,2021,07,13512867,1119413,1326320,1809310,1898501,2295435,2249247,1625682,769763,363493,53391,2312
강원도,2021,07,1536140,102580,135021,176875,163235,220452,263759,253985,133653,74741,11374,465
충청북도,2021,07,1597501,119553,147224,196710,192127,238200,269459,236905,119913,67734,9360,316
충청남도,2021,07,2118205,166848,201286,240255,262268,326371,337638,294422,171492,102261,14845,519
전라북도,2021,07,1793902,123179,171743,209534,184768,262826,297818,264807,170737,93733,14225,532
전라남도,2021,07,1839698,127179,164477,197212,181118,254908,311829,280838,191252,113467,16821,597
경상북도,2021,07,2631649,182918,223455,280421,283759,378861,453913,427094,241786,139206,19584,652
경상남도,2021,07,3324735,257940,320906,370748,387531,531015,576482,485482,247494,128534,18093,510
제주특별자치도,2021,07,675876,59196,70309,81972,81405,111757,113971,82681,45587,24689,4105,204
전국,2021,08,51669716,3827185,4733729,6721376,6753189,8192793,8598568,7072000,3703046,1799074,257821,10935
서울특별시,2021,08,9550227,596448,763356,1439293,1446242,1493290,1505336,1277991,696313,288376,41066,2516
부산광역시,2021,08,3359527,223790,267212,421122,408986,504235,556023,546088,295340,120959,15020,752
대구광역시,2021,08,2393626,171117,220036,314020,286886,375350,419481,339189,176352,81008,9813,374
인천광역시,2021,08,2938429,220236,271571,393256,400549,480219,508757,391192,178487,80986,12627,549
광주광역시,2021,08,1441970,115509,153624,207467,182218,236974,234286,169907,94129,41623,5995,238
대전광역시,2021,08,1454679,109542,143384,210407,190417,232653,239536,188339,91868,42321,6000,212
울산광역시,2021,08,1124459,93908,110407,139883,146836,184554,206621,153461,61923,23627,3154,85
세종특별자치시,2021,08,365309,46951,44563,38185,61164,71243,47168,32723,14593,7423,1259,37
경기도,2021,08,13530519,1115729,1327046,1809234,1898766,2295088,2254613,1637036,771128,365787,53757,2335
강원도,2021,08,1536270,102340,134698,176503,162968,220045,263947,255310,133479,75073,11437,470
충청북도,2021,08,1597179,119045,147072,196158,191827,237631,269862,237954,119892,68024,9396,318
충청남도,2021,08,2118183,166048,201255,239796,261608,325856,338059,295834,171587,102674,14953,513
전라북도,2021,08,1792476,122405,171386,209061,184140,261996,298043,265736,170813,93996,14369,531
전라남도,2021,08,1838353,126566,164135,196634,180509,254139,311930,281851,191117,113947,16911,614
경상북도,2021,08,2630254,182105,223048,279578,282760,378164,453874,428519,242423,139389,19735,659
경상남도,2021,08,3322373,256482,320646,369145,386080,529780,576850,487653,247965,129064,18187,521
제주특별자치도,2021,08,675883,58964,70290,81634,81233,111576,114182,83217,45637,24797,4142,211
전국,2021,09,51667688,3809849,4727626,6708734,6745531,8182067,8610979,7097818,3705737,1808689,259635,11023
서울특별시,2021,09,9542256,593167,761868,1436423,1444106,1490032,1506315,1280475,696015,290067,41236,2552
부산광역시,2021,09,3358763,222742,267044,420631,408295,503507,555964,546976,296080,121655,15114,755
대구광역시,2021,09,2392787,170270,219795,313516,286608,374414,419587,340112,176747,81471,9884,383
인천광역시,2021,09,2941795,219612,271502,392901,401098,480375,509323,393500,178622,81545,12758,559
광주광역시,2021,09,1442827,115090,153327,207931,182107,236716,234723,170513,94232,41926,6024,238
대전광역시,2021,09,1455058,108994,143141,211021,190288,232111,239841,188867,91998,42541,6044,212
울산광역시,2021,09,1123236,93408,110255,139144,146202,184256,206803,153994,62185,23734,3169,86
세종특별자치시,2021,09,366560,46960,44826,38131,61187,71533,47566,32942,14652,7442,1283,38
경기도,2021,09,13542284,1111291,1325381,1808560,1899120,2294174,2260916,1646357,771593,368251,54291,2350
강원도,2021,09,1536765,102024,134545,175972,162827,219798,264279,256747,133190,75428,11488,467
충청북도,2021,09,1596765,118430,146872,195670,191514,237294,270258,238847,119718,68404,9438,320
충청남도,2021,09,2118098,165314,201008,239126,260929,325499,338834,296974,171751,103055,15088,520
전라북도,2021,09,1791110,121707,171106,208407,183643,261232,298271,266473,170869,94400,14476,526
전라남도,2021,09,1835690,125935,163747,194942,179879,253304,312093,282701,191055,114399,17021,614
경상북도,2021,09,2628344,181187,222671,277982,281964,377596,454112,429611,242890,139808,19854,669
경상남도,2021,09,3319271,254979,320218,366966,384588,528767,577705,489069,248498,129637,18324,520
제주특별자치도,2021,09,676079,58739,70320,81411,81176,111459,114389,83660,45642,24926,4143,214
전국,2021,10,51662290,3792548,4721726,6691903,6739933,8169827,8622455,7124259,3710920,1817189,261241,10289
서울특별시,2021,10,9532428,590061,760182,1430877,1442893,1486100,1507444,1283216,696346,291651,41430,2228
부산광역시,2021,10,3356311,221729,266634,419064,407480,502715,555902,547730,296893,122286,15197,681
대구광역시,2021,10,2390721,169417,219348,312144,286283,373251,419894,340970,177181,81934,9939,360
인천광역시,2021,10,2945009,219048,271373,392367,401716,480366,510057,395798,178951,81974,12848,511
광주광역시,2021,10,1442454,114681,152923,207723,181847,236350,235025,171161,94302,42169,6028,245
대전광역시,2021,10,1454228,108388,142897,210578,190062,231511,240082,189446,92247,42726,6093,198
울산광역시,2021,10,1122566,92945,110168,138484,145773,183982,206954,154649,62473,23845,3205,88
세종특별자치시,2021,10,368276,46988,45193,38180,61258,71910,48087,33152,14694,7488,1287,39
경기도,2021,10,13549577,1106832,1324001,1805465,1899458,2292775,2265783,1655342,772601,370378,54708,2234
강원도,2021,10,1537717,101658,134400,175880,162862,219415,264460,258240,132968,75824,11553,457
충청북도,2021,10,1596948,117903,146758,195227,191363,236996,270478,239916,119853,68636,9500,318
충청남도,2021,10,2118977,164417,200923,238870,260636,325285,339646,297973,172113,103372,15230,512
전라북도,2021,10,1789770,120964,170807,207837,183205,260450,298603,267130,171004,94656,14619,495
전라남도,2021,10,1834653,125113,163576,194535,179444,252631,312220,283553,191173,114784,17048,576
경상북도,2021,10,2627925,180301,222349,277409,281227,377048,454444,430951,243375,140156,20017,648
경상남도,2021,10,3318161,253545,319894,365973,383275,527641,578807,490895,249027,130242,18362,500
제주특별자치도,2021,10,676569,58558,70300,81290,81151,111401,114569,84137,45719,25068,4177,199
전국,2021,11,51652704,3775503,4716775,6674970,6731509,8165990,8631102,7147578,3712470,1825295,262341,9171
서울특별시,2021,11,9520880,586559,758445,1426394,1440774,1483164,1507704,1285127,695892,293290,41521,2010
부산광역시,2021,11,3353627,220636,266474,417317,406584,502425,555462,548572,297407,122945,15294,511
대구광역시,2021,11,2388230,168602,218976,310800,285532,372803,419916,341719,177394,82243,9968,277
인천광역시,2021,11,2946319,218194,271348,391498,401742,480658,510589,397525,179068,82331,12928,438
광주광역시,2021,11,1442138,114343,152805,207080,181567,236306,235316,171663,94422,42416,6012,208
대전광역시,2021,11,1453675,107912,142601,210148,189983,231153,240267,190076,92291,42957,6098,189
울산광역시,2021,11,1122495,92477,110182,138053,145385,183960,207162,155227,62736,23987,3241,85
세종특별자치시,2021,11,369465,46913,45439,38251,61298,72186,48474,33344,14704,7533,1285,38
경기도,2021,11,13557973,1103092,1322710,1802051,1899719,2293799,2270910,1663383,772918,372378,54952,2061
강원도,2021,11,1538273,101330,134178,175632,162898,219290,264619,259431,132719,76160,11598,418
충청북도,2021,11,1597019,117375,146547,194924,190993,236989,270634,240966,119947,68819,9532,293
충청남도,2021,11,2119529,163587,200859,238690,260233,325143,340365,299047,172222,103601,15323,459
전라북도,2021,11,1788616,120244,170547,207328,182723,260016,298709,267848,170880,95174,14708,439
전라남도,2021,11,1833864,124403,163429,194193,178946,252438,312312,284327,191177,115039,17082,518
경상북도,2021,11,2627468,179383,222205,276881,280402,377057,454422,432158,243700,140516,20133,611
경상남도,2021,11,3316365,252126,319712,364578,381635,527310,579473,492612,249261,130753,18480,425
제주특별자치도,2021,11,676768,58327,70318,81152,81095,111293,114768,84553,45732,25153,4186,191
전국,2021,12,51638809,3760350,4709316,6655923,6723435,8166792,8635211,7164712,3715084,1835481,264544,7961
서울특별시,2021,12,9509458,583683,756136,1422277,1439279,1480780,1507194,1285922,695800,295009,41735,1643
부산광역시,2021,12,3350380,219611,266105,415549,405300,502391,554768,548878,298128,123791,15457,402
대구광역시,2021,12,2385412,167823,218537,308921,284865,372555,419444,342291,177828,82781,10122,245
인천광역시,2021,12,2948375,217384,271131,391051,402091,481066,510969,399128,179244,82853,13041,417
광주광역시,2021,12,1441611,114065,152404,206472,181189,236167,235764,172124,94547,42636,6066,177
대전광역시,2021,12,1452251,107548,142175,209397,189669,231018,240017,190514,92390,43199,6155,169
울산광역시,2021,12,1121592,92018,109990,137422,144891,183954,207056,155775,63024,24119,3276,67
세종특별자치시,2021,12,371895,47063,45794,38510,61719,72764,48876,33522,14775,7557,1288,27
경기도,2021,12,13565450,1099927,1321005,1798269,1900447,2296173,2274844,1669601,773573,374488,55363,1760
강원도,2021,12,1538492,100971,133885,175424,162817,219422,264586,260158,132627,76586,11658,358
충청북도,2021,12,1597427,116975,146411,194415,190607,237327,270874,241697,120068,69193,9592,268
충청남도,2021,12,2119257,162726,200673,238297,259565,325419,340591,299801,172067,104173,15528,417
전라북도,2021,12,1786855,119673,170128,206579,182181,259675,298654,268393,170337,95991,14839,405
전라남도,2021,12,1832803,123712,163148,193735,178428,252254,312463,284871,191022,115490,17216,464
경상북도,2021,12,2626609,178515,221964,276021,279475,377180,454427,433047,244151,140963,20313,553
경상남도,2021,12,3314183,250669,319461,362661,379886,527396,579779,494113,249720,131422,18682,394
제주특별자치도,2021,12,676759,57987,70369,80923,81026,111251,114905,84877,45783,25230,4213,195
전국,2022,01,51632473,3736642,4706002,6632711,6704271,8166823,8635055,7196303,3724894,1853024,268595,8153
서울특별시,2022,01,9505926,579752,755023,1417381,1437257,1479859,1506967,1289751,697619,298447,42187,1683
부산광역시,2022,01,3348874,218508,266044,413562,404079,502239,553860,550275,299101,125129,15679,398
대구광역시,2022,01,2383858,166878,218203,307600,283895,372019,419200,343237,178675,83566,10329,256
인천광역시,2022,01,2949150,216101,270999,389666,401271,481412,510714,401653,180022,83710,13175,427
광주광역시,2022,01,1441636,113235,152100,206209,180707,236343,236162,172597,94918,43059,6127,179
대전광역시,2022,01,1451272,107005,141840,208606,189122,230741,239766,191487,92668,43623,6238,176
울산광역시,2022,01,1121100,91302,109883,137071,144220,183909,206897,156695,63321,24402,3332,68
세종특별자치시,2022,01,374377,47184,46215,38756,61774,73505,49355,33752,14865,7620,1321,30
경기도,2022,01,13571450,1094137,1320900,1792402,1896339,2297643,2277250,1680561,776181,378177,56052,1808
강원도,2022,01,1538660,100505,133499,174890,162481,219292,264230,261472,132946,77213,11771,361
충청북도,2022,01,1597097,116095,146271,193766,189901,237485,270465,242741,120708,69628,9758,279
충청남도,2022,01,2118638,161404,200681,237598,258236,325701,340368,301137,172190,105036,15859,428
전라북도,2022,01,1785392,118607,169870,205645,181328,259345,298811,269124,169603,97569,15071,419
전라남도,2022,01,1832604,122760,163086,193307,177670,252307,312537,285642,191066,116244,17515,470
경상북도,2022,01,2624310,177029,221748,274525,277797,376817,453992,434455,244696,141907,20778,566
경상남도,2022,01,3311438,248434,319361,361045,377533,526978,579300,496540,250416,132324,19100,407
제주특별자치도,2022,01,676691,57706,70279,80682,80661,111228,115181,85184,45899,25370,4303,198
전국,2022,02,51625561,3718850,4702667,6606751,6681507,8172801,8630063,7228356,3736880,1868333,271030,8323
서울특별시,2022,02,9508451,576580,756556,1416885,1433500,1480506,1505853,1293226,699661,301494,42482,1708
부산광역시,2022,02,3347396,217588,265987,412039,402632,502454,552477,551598,300226,126147,15834,414
대구광역시,2022,02,2381095,166093,217654,305721,282950,371368,418757,344093,179535,84188,10467,269
인천광역시,2022,02,2950978,215555,270735,387975,400916,482160,510326,404347,180875,84405,13255,429
광주광역시,2022,02,1440032,112587,151866,205016,179959,236519,236405,172881,95060,43390,6162,187
대전광역시,2022,02,1450862,106653,141530,208066,188583,230847,239393,192322,92944,44038,6309,177
울산광역시,2022,02,1119446,90634,109510,136235,143415,183832,206545,157472,63765,24606,3366,66
세종특별자치시,2022,02,376399,47287,46592,38800,61681,74241,49680,34089,14951,7714,1334,30
경기도,2022,02,13574369,1089606,1319941,1785292,1890662,2299553,2278124,1691915,779329,381558,56552,1837
강원도,2022,02,1539051,100237,133200,174159,162135,219402,263717,262803,133342,77827,11853,376
충청북도,2022,02,1597022,115585,146116,192915,189227,237906,269770,243932,121252,70169,9865,285
충청남도,2022,02,2118912,160513,200729,236521,256994,326695,339766,302880,172445,105866,16064,439
전라북도,2022,02,1783923,117799,169413,204490,180229,259683,298755,270070,169328,98573,15168,415
전라남도,2022,02,1831451,122178,162480,192073,176911,252476,312764,286471,190991,116943,17678,486
경상북도,2022,02,2622026,175763,221419,272507,276184,376758,453588,435909,245485,142828,21009,576
경상남도,2022,02,3307005,246552,318672,357854,374980,526981,578657,498831,251630,133142,19288,418
제주특별자치도,2022,02,677143,57640,70267,80203,80549,111420,115486,85517,46061,25445,4344,211
전국,2022,03,51610695,3697734,4699914,6594325,6673424,8157546,8638696,7237134,3749844,1881691,272005,8382
서울특별시,2022,03,9506778,573171,756603,1417972,1432792,1476373,1506625,1292489,702235,304225,42582,1711
부산광역시,2022,03,3343504,216248,265788,410214,402162,501350,552022,551056,301389,126986,15870,419
대구광역시,2022,03,2380494,165124,218018,305982,282579,370240,418644,344215,180067,84858,10498,269
인천광역시,2022,03,2952699,214628,270827,387276,401411,481705,510727,405444,181932,85018,13292,439
광주광역시,2022,03,1438463,111985,151441,204317,179557,236118,236826,172992,95107,43765,6168,187
대전광역시,2022,03,1450057,106190,141226,207580,188531,230213,239512,192657,93219,44399,6353,177
울산광역시,2022,03,1118010,89972,109368,135457,142946,183363,206646,157852,64171,24822,3343,70
세종특별자치시,2022,03,377296,47145,46794,38927,61594,74457,49979,34224,15029,7770,1347,30
경기도,2022,03,13575936,1084104,1319644,1781745,1889107,2296445,2282245,1696312,783195,384494,56776,1869
강원도,2022,03,1539036,99746,133018,173888,161808,218923,264002,262953,134201,78247,11888,362
충청북도,2022,03,1597484,114913,146200,192955,189005,237475,270001,244286,121784,70730,9837,298
충청남도,2022,03,2119099,159515,200820,236030,256461,326517,340167,303702,172766,106438,16246,437
전라북도,2022,03,1782205,117031,168806,204092,179705,258952,299346,270226,169224,99211,15197,415
전라남도,2022,03,1829501,121369,162063,191317,176138,252102,313031,286786,190699,117663,17829,504
경상북도,2022,03,2619641,174556,221010,270884,275447,375941,453721,436635,245885,143897,21086,579
경상남도,2022,03,3303274,244702,318029,355788,373764,525917,579284,499570,252796,133679,19332,413
제주특별자치도,2022,03,677218,57335,70259,79901,80417,111455,115918,85735,46145,25489,4361,203
전국,2022,04,51592660,3679892,4697255,6579507,6666711,8153849,8647758,7243664,3755435,1888961,271335,8293
서울특별시,2022,04,9500480,570459,755004,1415503,1432168,1474827,1507408,1291867,703130,305966,42439,1709
부산광역시,2022,04,3340214,215153,265497,408673,401742,500825,552008,550633,301763,127647,15849,424
대구광역시,2022,04,2378573,164310,217935,305021,282403,369656,418743,344346,180239,85195,10463,262
인천광역시,2022,04,2953260,213853,270869,386184,401509,481836,511252,406279,182505,85361,13183,429
광주광역시,2022,04,1436916,111370,151272,203653,179137,236055,236971,173183,94924,44017,6154,180
대전광역시,2022,04,1449360,105714,140935,207253,188455,229928,239743,192839,93333,44658,6323,179
울산광역시,2022,04,1117204,89425,109457,134971,142549,183381,206563,158060,64484,24914,3336,64
세종특별자치시,2022,04,378196,47021,46963,39015,61611,74700,50270,34347,15128,7778,1331,32
