"행정구역","2009년09월_계_총인구수","2009년09월_계_연령구간인구수","2009년09월_계_0~9세","2009년09월_계_10~19세","2009년09월_계_20~29세","2009년09월_계_30~39세","2009년09월_계_40~49세","2009년09월_계_50~59세","2009년09월_계_60~69세","2009년09월_계_70~79세","2009년09월_계_80~89세","2009년09월_계_90~99세","2009년09월_계_100세 이상"
"전국  (0000000000)","49,711,355","49,711,355","4,963,410","6,819,022","7,080,944","8,373,616","8,746,179","6,390,748","4,034,709","2,442,285","768,993","88,867","2,582"
"서울특별시  (1100000000)","10,228,160","10,228,160","906,844","1,265,704","1,664,554","1,880,961","1,731,426","1,382,481","851,228","403,653","125,364","15,483","462"
"부산광역시  (2600000000)","3,549,442","3,549,442","286,324","458,204","529,580","542,603","618,955","554,475","336,193","169,669","48,841","4,466","132"
"대구광역시  (2700000000)","2,492,401","2,492,401","236,182","365,195","355,167","401,054","457,528","332,759","197,761","111,867","31,555","3,237","96"
"인천광역시  (2800000000)","2,703,325","2,703,325","274,598","392,985","396,422","462,822","514,349","338,191","183,613","102,702","33,667","3,864","112"
"광주광역시  (2900000000)","1,431,675","1,431,675","161,543","230,850","211,633","243,500","243,665","162,296","101,873","55,852","18,126","2,264","73"
"대전광역시  (3000000000)","1,484,719","1,484,719","160,672","222,648","221,651","255,636","264,312","182,502","100,133","56,711","18,204","2,183","67"
"울산광역시  (3100000000)","1,114,357","1,114,357","120,093","175,994","157,664","189,121","219,463","142,898","65,575","32,076","10,306","1,149","18"
"경기도  (4100000000)","11,402,705","11,402,705","1,300,463","1,648,001","1,569,446","2,092,404","2,131,955","1,305,715","754,529","444,425","139,021","16,284","462"
"강원도  (4200000000)","1,510,674","1,510,674","143,822","198,979","191,461","220,882","259,364","208,017","150,171","100,194","33,310","4,343","131"
"충청북도  (4300000000)","1,525,474","1,525,474","154,581","212,278","206,485","234,661","261,615","195,044","130,895","96,117","30,058","3,638","102"
"충청남도  (4400000000)","2,029,233","2,029,233","209,345","264,205","267,112","314,031","330,648","252,442","187,391","150,879","47,510","5,519","151"
"전라북도  (4500000000)","1,854,037","1,854,037","181,269","257,472","238,983","269,301","298,698","239,744","183,172","135,392","44,584","5,235","187"
"전라남도  (4600000000)","1,913,290","1,913,290","178,852","251,877","226,292","257,197","302,700","248,754","217,761","168,767","54,513","6,365","212"
"경상북도  (4700000000)","2,668,223","2,668,223","245,647","337,011","347,522","392,426","443,683","364,587","264,489","199,704","65,303","7,676","175"
"경상남도  (4800000000)","3,241,222","3,241,222","338,557","454,781","425,772","526,698","571,490","414,612","262,739","182,751","58,489","5,200","133"
"제주특별자치도  (5000000000)","562,418","562,418","64,618","82,838","71,200","90,319","96,328","66,231","47,186","31,526","10,142","1,961","69"
