"행정구역","2012년12월_계_총인구수","2012년12월_계_연령구간인구수","2012년12월_계_0~9세","2012년12월_계_10~19세","2012년12월_계_20~29세","2012년12월_계_30~39세","2012년12월_계_40~49세","2012년12월_계_50~59세","2012년12월_계_60~69세","2012년12월_계_70~79세","2012년12월_계_80~89세","2012년12월_계_90~99세","2012년12월_계_100세 이상"
"전국  (0000000000)","50,948,272","50,948,272","4,668,711","6,447,279","6,626,948","8,168,943","8,836,158","7,791,570","4,328,536","2,970,343","965,091","132,036","12,657"
"서울특별시  (1100000000)","10,195,318","10,195,318","825,987","1,146,509","1,488,944","1,802,242","1,735,779","1,576,336","915,732","520,039","155,136","24,688","3,926"
"부산광역시  (2600000000)","3,538,484","3,538,484","265,434","407,322","466,774","529,358","583,569","628,921","371,350","214,817","62,382","7,374","1,183"
"대구광역시  (2700000000)","2,505,644","2,505,644","214,843","336,368","325,973","378,294","450,176","398,120","217,543","138,231","40,931","4,748","417"
"인천광역시  (2800000000)","2,843,981","2,843,981","269,487","367,246","390,178","471,091","518,286","443,456","207,033","127,611","43,026","6,055","512"
"광주광역시  (2900000000)","1,469,216","1,469,216","149,644","222,879","197,582","239,308","254,480","197,712","111,276","70,341","22,560","3,167","267"
"대전광역시  (3000000000)","1,524,583","1,524,583","152,264","210,828","209,445","250,711","266,856","226,538","111,811","69,928","22,907","3,070","225"
"울산광역시  (3100000000)","1,147,256","1,147,256","113,647","162,510","151,782","186,229","217,101","182,143","78,640","40,772","12,726","1,604","102"
"세종특별자치시  (3600000000)","113,117","113,117","12,032","12,727","12,827","18,312","17,793","16,520","10,248","8,914","3,270","435","39"
"경기도  (4100000000)","12,093,299","12,093,299","1,258,575","1,619,150","1,562,100","2,071,071","2,249,470","1,731,415","838,679","556,599","178,605","25,336","2,299"
"강원도  (4200000000)","1,538,630","1,538,630","129,660","191,577","180,716","208,796","252,053","256,968","149,499","122,786","40,264","5,833","478"
"충청북도  (4300000000)","1,565,628","1,565,628","145,970","203,052","193,387","232,019","260,120","242,364","134,405","112,392","36,694","4,914","311"
"충청남도  (4400000000)","2,028,777","2,028,777","196,796","250,543","242,134","309,190","323,325","295,283","183,545","162,452","57,534","7,433","542"
"전라북도  (4500000000)","1,873,341","1,873,341","166,173","245,976","220,440","256,667","297,989","280,597","186,025","156,650","54,994","7,308","522"
"전라남도  (4600000000)","1,909,618","1,909,618","161,500","238,709","205,972","241,312","298,248","286,528","208,270","192,238","67,226","8,998","617"
"경상북도  (4700000000)","2,698,353","2,698,353","226,899","316,082","319,091","377,505","434,041","433,173","272,124","229,163","79,328","10,368","579"
"경상남도  (4800000000)","3,319,314","3,319,314","319,389","433,187","392,545","511,254","573,563","512,964","282,914","210,388","74,637","8,021","452"
"제주특별자치도  (5000000000)","583,713","583,713","60,411","82,614","67,058","85,584","103,309","82,532","49,442","37,022","12,871","2,684","186"
