"행정구역","2010년02월_계_총인구수","2010년02월_계_연령구간인구수","2010년02월_계_0~9세","2010년02월_계_10~19세","2010년02월_계_20~29세","2010년02월_계_30~39세","2010년02월_계_40~49세","2010년02월_계_50~59세","2010년02월_계_60~69세","2010년02월_계_70~79세","2010년02월_계_80~89세","2010년02월_계_90~99세","2010년02월_계_100세 이상"
"전국  (0000000000)","49,835,331","49,835,331","4,879,097","6,787,755","6,990,416","8,390,471","8,739,620","6,586,303","4,063,764","2,504,710","797,416","93,081","2,698"
"서울특별시  (1100000000)","10,214,085","10,214,085","888,795","1,252,660","1,629,041","1,882,681","1,727,451","1,411,359","859,747","416,201","129,355","16,295","500"
"부산광역시  (2600000000)","3,541,701","3,541,701","279,559","451,933","518,601","542,759","612,768","565,526","339,906","175,090","50,759","4,665","135"
"대구광역시  (2700000000)","2,492,118","2,492,118","231,041","362,170","349,885","399,190","456,191","342,682","199,565","115,287","32,616","3,396","95"
"인천광역시  (2800000000)","2,716,783","2,716,783","270,797","390,974","393,648","465,338","513,464","352,021","186,110","105,436","34,812","4,065","118"
"광주광역시  (2900000000)","1,436,506","1,436,506","158,802","230,721","208,969","244,409","244,841","166,868","103,362","56,972","19,128","2,358","76"
"대전광역시  (3000000000)","1,485,820","1,485,820","157,802","220,948","218,700","255,371","263,564","188,475","101,615","58,232","18,797","2,249","67"
"울산광역시  (3100000000)","1,115,138","1,115,138","117,353","174,846","155,474","188,573","219,013","148,170","66,773","33,104","10,622","1,189","21"
"경기도  (4100000000)","11,506,199","11,506,199","1,287,637","1,652,080","1,564,349","2,106,384","2,146,671","1,364,259","764,170","458,332","144,612","17,228","477"
"강원도  (4200000000)","1,511,079","1,511,079","140,535","197,778","189,389","220,164","256,506","215,925","148,505","103,236","34,375","4,525","141"
"충청북도  (4300000000)","1,528,642","1,528,642","151,969","211,356","204,079","234,930","261,219","201,283","130,624","98,305","31,015","3,755","107"
"충청남도  (4400000000)","2,040,595","2,040,595","207,389","264,673","264,544","317,782","330,025","259,696","187,724","153,659","49,090","5,847","166"
"전라북도  (4500000000)","1,854,436","1,854,436","177,401","255,995","236,656","268,773","297,190","244,982","184,085","137,711","46,021","5,437","185"
"전라남도  (4600000000)","1,910,346","1,910,346","174,108","250,615","223,281","256,067","301,408","253,886","216,140","170,529","57,507","6,590","215"
"경상북도  (4700000000)","2,666,253","2,666,253","239,382","334,556","342,586","390,546","440,260","375,324","264,363","203,979","67,064","8,008","185"
"경상남도  (4800000000)","3,252,551","3,252,551","333,249","453,269","421,105","527,902","572,281","427,792","263,928","186,512","60,907","5,474","132"
"제주특별자치도  (5000000000)","563,079","563,079","63,278","83,181","70,109","89,602","96,768","68,055","47,147","32,125","10,736","2,000","78"
