"행정구역","2021년06월_계_총인구수","2021년06월_계_연령구간인구수","2021년06월_계_0~9세","2021년06월_계_10~19세","2021년06월_계_20~29세","2021년06월_계_30~39세","2021년06월_계_40~49세","2021년06월_계_50~59세","2021년06월_계_60~69세","2021년06월_계_70~79세","2021년06월_계_80~89세","2021년06월_계_90~99세","2021년06월_계_100세 이상"
"전국  (0000000000)","51,672,400","51,672,400","3,859,229","4,741,570","6,745,313","6,775,108","8,216,263","8,590,314","7,001,815","3,694,311","1,782,343","255,357","10,777"
"서울특별시  (1100000000)","9,565,990","9,565,990","602,526","766,572","1,443,208","1,452,328","1,501,071","1,506,232","1,269,804","696,049","284,923","40,808","2,469"
"부산광역시  (2600000000)","3,364,358","3,364,358","225,716","268,079","424,072","411,026","505,849","557,505","542,673","294,173","119,680","14,827","758"
"대구광역시  (2700000000)","2,397,646","2,397,646","172,618","221,070","316,026","288,200","377,140","420,147","336,363","175,664","80,372","9,677","369"
"인천광역시  (2800000000)","2,936,367","2,936,367","221,908","271,701","395,569","400,817","480,627","508,561","386,075","177,988","80,076","12,507","538"
"광주광역시  (2900000000)","1,442,647","1,442,647","116,423","154,106","207,952","182,779","237,840","233,886","168,355","93,901","41,202","5,968","235"
"대전광역시  (3000000000)","1,456,107","1,456,107","110,671","143,914","210,976","191,188","233,637","239,229","186,847","91,567","41,935","5,941","202"
"울산광역시  (3100000000)","1,126,369","1,126,369","94,865","110,623","141,167","147,880","185,339","206,852","151,599","61,411","23,433","3,118","82"
"세종특별자치시  (3600000000)","362,995","362,995","46,977","44,072","38,205","61,194","70,646","46,583","32,165","14,506","7,331","1,278","38"
"경기도  (4100000000)","13,500,688","13,500,688","1,122,836","1,325,609","1,810,989","1,899,205","2,296,204","2,246,038","1,614,361","768,438","361,517","53,180","2,311"
"강원도  (4200000000)","1,535,530","1,535,530","103,005","135,269","177,090","163,395","220,674","263,924","252,215","133,698","74,448","11,350","462"
"충청북도  (4300000000)","1,597,503","1,597,503","120,162","147,347","197,067","192,382","238,483","269,456","235,661","119,763","67,491","9,376","315"
"충청남도  (4400000000)","2,117,400","2,117,400","167,531","201,249","240,486","262,958","326,497","337,494","292,701","171,223","101,957","14,785","519"
"전라북도  (4500000000)","1,794,345","1,794,345","123,823","172,059","209,721","185,117","263,566","297,676","263,759","170,487","93,460","14,150","527"
"전라남도  (4600000000)","1,840,921","1,840,921","127,868","164,787","197,783","181,555","255,665","311,925","279,676","191,213","113,054","16,800","595"
"경상북도  (4700000000)","2,632,401","2,632,401","183,713","223,840","281,131","284,647","379,324","454,391","424,980","241,299","138,893","19,532","651"
"경상남도  (4800000000)","3,325,840","3,325,840","259,234","321,067","371,865","388,900","531,783","576,740","482,382","247,401","128,001","17,961","506"
"제주특별자치도  (5000000000)","675,293","675,293","59,353","70,206","82,006","81,537","111,918","113,675","82,199","45,530","24,570","4,099","200"
