"행정구역","2010년03월_계_총인구수","2010년03월_계_연령구간인구수","2010년03월_계_0~9세","2010년03월_계_10~19세","2010년03월_계_20~29세","2010년03월_계_30~39세","2010년03월_계_40~49세","2010년03월_계_50~59세","2010년03월_계_60~69세","2010년03월_계_70~79세","2010년03월_계_80~89세","2010년03월_계_90~99세","2010년03월_계_100세 이상"
"전국  (0000000000)","49,862,894","49,862,894","4,860,065","6,803,040","6,969,044","8,372,686","8,735,657","6,631,173","4,072,275","2,518,892","803,147","94,198","2,717"
"서울특별시  (1100000000)","10,208,670","10,208,670","883,915","1,253,579","1,624,705","1,876,081","1,724,843","1,417,529","861,785","419,126","130,072","16,535","500"
"부산광역시  (2600000000)","3,539,345","3,539,345","278,208","451,982","515,516","541,585","611,039","567,774","340,923","176,338","51,095","4,749","136"
"대구광역시  (2700000000)","2,490,791","2,490,791","229,810","362,257","348,272","397,613","455,856","344,473","200,112","116,027","32,873","3,405","93"
"인천광역시  (2800000000)","2,718,704","2,718,704","269,785","391,418","392,864","464,312","513,142","355,228","186,656","105,981","35,055","4,144","119"
"광주광역시  (2900000000)","1,436,323","1,436,323","158,208","231,028","207,853","244,093","244,782","167,972","103,361","57,316","19,268","2,366","76"
"대전광역시  (3000000000)","1,486,922","1,486,922","157,179","221,912","218,001","254,932","263,191","189,848","102,058","58,528","18,930","2,276","67"
"울산광역시  (3100000000)","1,114,829","1,114,829","116,737","174,876","154,558","187,993","218,931","149,285","67,091","33,446","10,692","1,198","22"
"경기도  (4100000000)","11,530,894","11,530,894","1,284,606","1,658,333","1,564,250","2,104,225","2,149,388","1,378,486","766,651","461,326","145,709","17,432","488"
"강원도  (4200000000)","1,512,483","1,512,483","139,864","199,202","188,409","219,618","256,045","217,890","148,287","103,822","34,634","4,574","138"
"충청북도  (4300000000)","1,529,212","1,529,212","151,512","211,517","203,335","234,600","260,940","202,827","130,680","98,643","31,249","3,805","104"
"충청남도  (4400000000)","2,044,291","2,044,291","206,896","266,307","263,848","317,807","329,918","261,466","188,234","154,269","49,464","5,914","168"
"전라북도  (4500000000)","1,854,446","1,854,446","176,632","256,594","235,221","268,317","296,817","246,119","184,564","138,213","46,312","5,475","182"
"전라남도  (4600000000)","1,911,010","1,911,010","173,242","251,574","222,077","255,504","301,332","255,239","215,549","171,339","58,213","6,716","225"
"경상북도  (4700000000)","2,667,145","2,667,145","238,276","335,091","341,174","389,594","440,112","377,623","264,684","204,874","67,475","8,064","178"
"경상남도  (4800000000)","3,254,554","3,254,554","332,189","453,978","419,166","526,968","572,379","430,953","264,540","187,360","61,339","5,545","137"
"제주특별자치도  (5000000000)","563,275","563,275","63,006","83,392","69,795","89,444","96,942","68,461","47,100","32,284","10,767","2,000","84"
