"행정구역","2010년06월_계_총인구수","2010년06월_계_연령구간인구수","2010년06월_계_0~9세","2010년06월_계_10~19세","2010년06월_계_20~29세","2010년06월_계_30~39세","2010년06월_계_40~49세","2010년06월_계_50~59세","2010년06월_계_60~69세","2010년06월_계_70~79세","2010년06월_계_80~89세","2010년06월_계_90~99세","2010년06월_계_100세 이상"
"전국  (0000000000)","49,934,126","49,934,126","4,821,009","6,808,235","6,936,470","8,343,676","8,731,105","6,733,793","4,105,673","2,542,567","812,954","95,887","2,757"
"서울특별시  (1100000000)","10,194,327","10,194,327","874,546","1,249,574","1,612,505","1,865,458","1,720,741","1,431,171","868,053","423,480","131,418","16,868","513"
"부산광역시  (2600000000)","3,534,822","3,534,822","275,164","449,946","510,707","539,388","606,839","573,297","344,358","178,519","51,609","4,864","131"
"대구광역시  (2700000000)","2,490,724","2,490,724","227,245","361,842","346,282","395,389","454,811","349,083","201,984","117,342","33,194","3,459","93"
"인천광역시  (2800000000)","2,724,315","2,724,315","267,513","391,080","392,149","462,805","512,548","362,185","189,215","106,851","35,633","4,215","121"
"광주광역시  (2900000000)","1,439,031","1,439,031","156,832","231,778","206,784","243,391","244,851","171,118","104,268","58,010","19,508","2,415","76"
"대전광역시  (3000000000)","1,488,152","1,488,152","155,618","222,045","217,031","253,716","263,073","192,716","103,421","58,937","19,201","2,322","72"
"울산광역시  (3100000000)","1,116,189","1,116,189","115,435","175,270","153,818","186,921","218,668","152,116","68,143","33,806","10,795","1,195","22"
"경기도  (4100000000)","11,589,717","11,589,717","1,278,928","1,665,122","1,566,308","2,102,737","2,157,997","1,410,062","775,825","466,563","147,882","17,795","498"
"강원도  (4200000000)","1,513,116","1,513,116","138,357","199,425","186,623","218,354","255,605","222,003","147,975","104,845","35,137","4,646","146"
"충청북도  (4300000000)","1,532,441","1,532,441","150,394","211,965","202,428","233,831","261,596","206,208","131,090","99,298","31,700","3,824","107"
"충청남도  (4400000000)","2,051,236","2,051,236","206,359","267,187","262,993","317,985","330,144","265,337","190,038","155,027","50,003","5,996","167"
"전라북도  (4500000000)","1,855,533","1,855,533","175,105","256,903","233,532","267,243","295,941","249,106","186,233","138,873","46,857","5,553","187"
"전라남도  (4600000000)","1,909,765","1,909,765","171,337","251,973","219,783","253,992","299,723","258,793","215,247","172,769","59,081","6,842","225"
"경상북도  (4700000000)","2,668,846","2,668,846","235,936","335,167","339,163","387,766","439,545","382,654","265,575","206,558","68,078","8,222","182"
"경상남도  (4800000000)","3,261,260","3,261,260","329,727","455,152","416,875","525,661","571,858","438,177","266,893","189,204","61,917","5,660","136"
"제주특별자치도  (5000000000)","564,652","564,652","62,513","83,806","69,489","89,039","97,165","69,767","47,355","32,485","10,941","2,011","81"
