"행정구역","2010년01월_계_총인구수","2010년01월_계_연령구간인구수","2010년01월_계_0~9세","2010년01월_계_10~19세","2010년01월_계_20~29세","2010년01월_계_30~39세","2010년01월_계_40~49세","2010년01월_계_50~59세","2010년01월_계_60~69세","2010년01월_계_70~79세","2010년01월_계_80~89세","2010년01월_계_90~99세","2010년01월_계_100세 이상"
"전국  (0000000000)","49,810,609","49,810,609","4,897,479","6,809,124","7,005,304","8,382,928","8,735,879","6,545,760","4,058,236","2,490,919","790,516","91,842","2,622"
"서울특별시  (1100000000)","10,213,153","10,213,153","893,176","1,257,636","1,633,903","1,880,708","1,726,469","1,405,078","857,810","413,366","128,450","16,073","484"
"부산광역시  (2600000000)","3,542,631","3,542,631","280,835","453,955","520,742","541,905","613,833","563,221","339,196","173,892","50,310","4,608","134"
"대구광역시  (2700000000)","2,491,683","2,491,683","231,835","363,384","350,691","399,450","455,875","341,032","199,024","114,626","32,325","3,347","94"
"인천광역시  (2800000000)","2,714,309","2,714,309","271,735","392,191","394,092","464,993","513,304","348,865","185,606","104,872","34,542","3,996","113"
"광주광역시  (2900000000)","1,435,300","1,435,300","159,374","231,117","209,315","243,758","244,535","165,986","103,244","56,709","18,855","2,331","76"
"대전광역시  (3000000000)","1,484,849","1,484,849","158,070","222,009","219,044","254,718","263,676","187,189","101,320","57,896","18,638","2,223","66"
"울산광역시  (3100000000)","1,115,625","1,115,625","117,959","175,566","156,012","188,760","219,070","147,105","66,511","32,902","10,551","1,168","21"
"경기도  (4100000000)","11,484,241","11,484,241","1,289,901","1,654,586","1,564,589","2,102,739","2,142,173","1,351,726","762,387","455,352","143,363","16,965","460"
"강원도  (4200000000)","1,512,088","1,512,088","141,412","198,632","189,949","220,546","257,028","214,332","148,842","102,641","34,097","4,475","134"
"충청북도  (4300000000)","1,527,943","1,527,943","152,492","212,100","204,492","234,791","261,217","199,850","130,634","97,826","30,724","3,712","105"
"충청남도  (4400000000)","2,039,247","2,039,247","207,980","265,654","265,227","316,852","330,238","257,989","187,653","152,997","48,718","5,779","160"
"전라북도  (4500000000)","1,854,293","1,854,293","178,307","256,980","236,893","268,426","297,512","243,898","183,935","137,117","45,661","5,378","186"
"전라남도  (4600000000)","1,911,991","1,911,991","175,304","251,716","223,895","256,289","301,606","252,988","216,933","169,732","56,806","6,514","208"
"경상북도  (4700000000)","2,668,403","2,668,403","241,141","335,920","343,755","391,173","440,536","373,739","264,162","203,313","66,583","7,902","179"
"경상남도  (4800000000)","3,252,083","3,252,083","334,491","454,484","422,443","528,174","572,206","424,989","263,855","185,684","60,244","5,385","128"
"제주특별자치도  (5000000000)","562,770","562,770","63,467","83,194","70,262","89,646","96,601","67,773","47,124","31,994","10,649","1,986","74"
