"행정구역","2017년07월_계_총인구수","2017년07월_계_연령구간인구수","2017년07월_계_0~9세","2017년07월_계_10~19세","2017년07월_계_20~29세","2017년07월_계_30~39세","2017년07월_계_40~49세","2017년07월_계_50~59세","2017년07월_계_60~69세","2017년07월_계_70~79세","2017년07월_계_80~89세","2017년07월_계_90~99세","2017년07월_계_100세 이상"
"전국  (0000000000)","51,744,948","51,744,948","4,502,740","5,365,457","6,785,259","7,453,115","8,725,523","8,486,281","5,513,960","3,325,127","1,384,380","185,638","17,468"
"서울특별시  (1100000000)","9,908,612","9,908,612","745,957","910,175","1,451,541","1,603,840","1,660,376","1,566,252","1,091,789","623,710","217,073","32,494","5,405"
"부산광역시  (2600000000)","3,484,836","3,484,836","263,460","315,648","453,757","475,949","549,479","605,871","463,921","254,288","89,911","10,981","1,571"
"대구광역시  (2700000000)","2,481,489","2,481,489","204,699","266,088","331,955","329,146","424,791","425,092","276,584","154,897","60,822","6,822","593"
"인천광역시  (2800000000)","2,947,803","2,947,803","264,770","304,808","408,315","445,630","508,054","506,852","284,375","153,628","61,598","9,003","770"
"광주광역시  (2900000000)","1,466,415","1,466,415","138,140","182,444","203,034","209,322","254,567","225,160","135,352","81,866","31,820","4,363","347"
"대전광역시  (3000000000)","1,507,597","1,507,597","138,251","170,656","214,132","219,212","260,546","239,618","147,704","80,134","32,685","4,344","315"
"울산광역시  (3100000000)","1,166,942","1,166,942","114,052","128,487","157,613","173,941","203,016","207,063","113,249","49,020","18,023","2,331","147"
"세종특별자치시  (3600000000)","266,075","266,075","38,417","30,280","28,699","49,967","49,079","32,121","19,799","11,388","5,551","727","47"
"경기도  (4100000000)","12,795,378","12,795,378","1,238,118","1,421,686","1,703,514","1,942,143","2,306,540","2,061,663","1,150,335","662,849","268,002","37,262","3,266"
"강원도  (4200000000)","1,547,387","1,547,387","118,802","159,159","183,687","182,352","243,070","272,092","188,482","134,487","56,128","8,460","668"
"충청북도  (4300000000)","1,592,817","1,592,817","139,441","167,487","198,648","210,571","256,456","266,939","176,447","115,535","54,011","6,805","477"
"충청남도  (4400000000)","2,109,230","2,109,230","196,188","219,522","246,898","294,250","335,903","328,540","231,421","160,789","84,427","10,564","728"
"전라북도  (4500000000)","1,856,921","1,856,921","153,703","202,540","219,124","220,468","292,261","300,858","220,152","159,242","78,031","9,849","693"
"전라남도  (4600000000)","1,897,681","1,897,681","154,178","194,267","205,297","215,672","283,426","316,003","233,099","191,458","91,581","11,960","740"
"경상북도  (4700000000)","2,690,974","2,690,974","218,515","257,557","304,678","333,491","415,778","461,733","344,097","228,413","111,671","14,237","804"
"경상남도  (4800000000)","3,374,601","3,374,601","311,828","359,749","396,100","460,037","568,204","567,165","373,278","221,737","103,557","12,299","647"
"제주특별자치도  (5000000000)","650,190","650,190","64,221","74,904","78,267","87,124","113,977","103,259","63,876","41,686","19,489","3,137","250"
