"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상"
"전국  (0000000000)","51,400,521","51,400,521","3,445,285","4,679,181","6,318,641","6,588,734","8,007,347","8,622,447","7,537,569","3,883,027","2,019,178","290,354","8,758"
"서울특별시  (1100000000)","9,418,885","9,418,885","530,837","744,507","1,379,056","1,425,785","1,435,754","1,490,647","1,311,328","723,982","331,600","43,937","1,452"
"부산광역시  (2600000000)","3,309,261","3,309,261","201,568","264,913","387,931","394,009","490,518","540,260","560,283","313,589","138,904","16,836","450"
"대구광역시  (2700000000)","2,357,032","2,357,032","154,081","215,304","288,001","278,594","359,594","414,037","355,706","187,721","92,212","11,533","249"
"인천광역시  (2800000000)","2,978,089","2,978,089","205,872","272,133","370,392","407,544","480,660","510,458","431,846","192,121","92,218","14,336","509"
"광주광역시  (2900000000)","1,425,739","1,425,739","103,787","149,104","195,124","175,307","230,950","238,796","181,382","96,843","47,643","6,605","198"
"대전광역시  (3000000000)","1,445,221","1,445,221","99,954","139,211","202,250","187,765","223,932","240,128","200,303","96,769","47,890","6,821","198"
"울산광역시  (3100000000)","1,106,446","1,106,446","82,436","109,425","125,555","138,405","179,782","204,041","166,748","68,963","27,412","3,606","73"
"세종특별자치시  (3600000000)","386,050","386,050","45,260","49,725","38,054","60,497","77,229","52,838","36,706","16,046","8,212","1,438","45"
"경기도  (4100000000)","13,612,597","13,612,597","1,019,287","1,324,654","1,712,711","1,878,273","2,273,387","2,305,957","1,795,821","825,179","414,744","60,641","1,943"
"강원도  (4200000000)","1,533,081","1,533,081","93,793","130,753","167,064","159,145","212,993","260,886","272,835","139,599","83,210","12,420","383"
"충청북도  (4300000000)","1,594,007","1,594,007","106,526","145,049","185,499","186,643","233,710","268,941","255,842","125,536","75,265","10,704","292"
"충청남도  (4400000000)","2,125,833","2,125,833","148,468","201,994","228,703","251,297","325,638","344,003","320,436","175,952","110,864","17,970","508"
"전라북도  (4500000000)","1,763,004","1,763,004","106,808","165,797","194,570","174,448","250,072","298,890","281,885","169,241","104,422","16,365","506"
"전라남도  (4600000000)","1,812,475","1,812,475","111,701","160,099","181,781","170,921","245,050","310,708","300,217","187,950","124,507","18,933","608"
"경상북도  (4700000000)","2,590,726","2,590,726","159,670","219,422","254,905","264,631","365,008","447,500","451,123","252,702","152,578","22,590","597"
"경상남도  (4800000000)","3,265,018","3,265,018","221,888","316,640","331,048","356,688","512,758","576,500","523,725","263,543","140,919","20,857","452"
"제주특별자치도  (5000000000)","677,057","677,057","53,349","70,451","75,997","78,782","110,312","117,857","91,383","47,291","26,578","4,762","295"
