"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상"
"전국  (0000000000)","51,578,178","51,578,178","3,644,574","4,696,377","6,547,881","6,653,299","8,141,674","8,649,731","7,260,782","3,795,157","1,907,906","272,358","8,439"
"서울특별시  (1100000000)","9,494,807","9,494,807","564,739","752,985","1,412,722","1,430,728","1,470,923","1,507,380","1,290,741","710,430","309,902","42,531","1,726"
"부산광역시  (2600000000)","3,336,737","3,336,737","213,182","265,383","406,111","400,701","499,882","550,290","551,115","304,589","129,096","15,953","435"
"대구광역시  (2700000000)","2,375,306","2,375,306","162,690","217,669","302,746","281,728","368,477","417,765","345,400","182,009","85,999","10,557","266"
"인천광역시  (2800000000)","2,957,066","2,957,066","212,441","270,763","384,680","402,182","481,832","511,803","408,132","185,178","86,347","13,275","433"
"광주광역시  (2900000000)","1,435,378","1,435,378","110,321","150,921","202,400","178,639","235,644","237,347","173,402","95,616","44,754","6,149","185"
"대전광역시  (3000000000)","1,448,401","1,448,401","104,742","140,506","206,542","188,196","229,351","239,725","193,404","94,291","45,113","6,353","178"
"울산광역시  (3100000000)","1,115,609","1,115,609","88,443","109,440","133,662","141,992","182,961","206,111","158,984","65,394","25,225","3,333","64"
"세종특별자치시  (3600000000)","380,215","380,215","46,802","47,515","38,987","61,529","75,391","50,723","34,672","15,343","7,873","1,348","32"
"경기도  (4100000000)","13,585,967","13,585,967","1,069,995","1,323,022","1,770,718","1,885,526","2,294,907","2,291,650","1,704,259","796,970","390,075","56,976","1,869"
"강원도  (4200000000)","1,539,064","1,539,064","98,662","132,642","172,659","161,156","218,465","264,150","262,643","137,138","79,413","11,782","354"
"충청북도  (4300000000)","1,597,118","1,597,118","113,188","145,807","191,506","188,594","237,369","269,978","245,490","123,211","71,815","9,862","298"
"충청남도  (4400000000)","2,120,201","2,120,201","157,143","200,995","234,400","255,229","327,138","341,307","305,708","174,136","107,268","16,419","458"
"전라북도  (4500000000)","1,778,279","1,778,279","114,828","168,231","202,443","178,672","257,584","299,668","271,048","170,051","100,164","15,160","430"
"전라남도  (4600000000)","1,826,440","1,826,440","119,318","161,592","189,934","174,621","251,257","313,264","288,079","190,907","119,035","17,898","535"
"경상북도  (4700000000)","2,613,963","2,613,963","171,575","220,477","267,883","273,343","374,316","453,101","438,571","247,591","145,503","21,039","564"
"경상남도  (4800000000)","3,295,615","3,295,615","239,981","317,923","351,273","370,462","524,401","578,837","502,502","255,848","134,656","19,330","402"
"제주특별자치도  (5000000000)","678,012","678,012","56,524","70,506","79,215","80,001","111,776","116,632","86,632","46,455","25,668","4,393","210"
