"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"전국  (0000000000)","51,829,023","51,829,023","3,970,070","4,793,336","6,806,153","6,873,117","8,294,787","8,645,014","6,744,506","3,698,246","1,729,422","252,460","21,912"
"서울특별시  (1100000000)","9,668,465","9,668,465","623,745","781,866","1,460,411","1,475,106","1,528,182","1,523,556","1,243,954","704,076","278,094","42,683","6,792"
"부산광역시  (2600000000)","3,391,946","3,391,946","232,356","272,014","430,987","419,014","511,148","568,913","531,620","293,299","115,680","15,028","1,887"
"대구광역시  (2700000000)","2,418,346","2,418,346","178,226","225,898","321,534","294,310","383,839","425,479","325,957","175,276","77,665","9,429","733"
"인천광역시  (2800000000)","2,942,828","2,942,828","228,634","274,162","401,546","406,146","483,977","512,167","367,879","177,503","77,504","12,341","969"
"광주광역시  (2900000000)","1,450,062","1,450,062","119,692","157,144","209,375","185,867","240,867","233,822","163,784","93,541","39,671","5,875","424"
"대전광역시  (3000000000)","1,463,882","1,463,882","114,529","146,436","212,488","194,088","237,216","241,921","179,153","91,320","40,519","5,841","371"
"울산광역시  (3100000000)","1,136,017","1,136,017","98,506","112,420","144,569","151,705","187,808","209,521","145,347","60,168","22,712","3,086","175"
"세종특별자치시  (3600000000)","355,831","355,831","47,283","42,677","37,453","61,492","68,831","45,205","30,139","14,392","7,109","1,200","50"
"경기도  (4100000000)","13,427,014","13,427,014","1,145,984","1,328,214","1,807,848","1,907,459","2,299,423","2,234,920","1,532,434","765,815","348,213","52,389","4,315"
"강원도  (4200000000)","1,542,840","1,542,840","105,598","137,508","180,015","166,349","224,378","267,815","241,578","135,459","72,012","11,264","864"
"충청북도  (4300000000)","1,600,837","1,600,837","123,371","149,379","199,209","194,677","241,194","273,800","223,341","120,519","65,569","9,209","569"
"충청남도  (4400000000)","2,121,029","2,121,029","172,628","202,548","243,200","268,598","327,791","340,183","279,372","171,439","99,965","14,384","921"
"전라북도  (4500000000)","1,804,104","1,804,104","128,692","174,963","211,464","189,012","268,277","299,522","255,829","170,340","91,504","13,645","856"
"전라남도  (4600000000)","1,851,549","1,851,549","132,202","167,308","200,709","186,064","259,749","313,679","272,377","192,906","109,618","16,067","870"
"경상북도  (4700000000)","2,639,422","2,639,422","189,561","225,924","284,163","291,117","383,508","459,662","409,250","241,411","135,047","18,786","993"
"경상남도  (4800000000)","3,340,216","3,340,216","268,766","324,214","378,436","399,558","536,223","582,448","462,731","245,191","124,648","17,174","827"
"제주특별자치도  (5000000000)","674,635","674,635","60,297","70,661","82,746","82,555","112,376","112,401","79,761","45,591","23,892","4,059","296"
