"행정구역","2020년09월_계_총인구수","2020년09월_계_연령구간인구수","2020년09월_계_0~9세","2020년09월_계_10~19세","2020년09월_계_20~29세","2020년09월_계_30~39세","2020년09월_계_40~49세","2020년09월_계_50~59세","2020년09월_계_60~69세","2020년09월_계_70~79세","2020년09월_계_80~89세","2020년09월_계_90~99세","2020년09월_계_100세 이상"
"전국  (0000000000)","51,841,786","51,841,786","4,027,765","4,828,702","6,801,056","6,922,566","8,321,409","8,652,305","6,630,461","3,680,759","1,706,024","249,168","21,571"
"서울특별시  (1100000000)","9,699,232","9,699,232","635,833","791,463","1,464,445","1,486,072","1,538,386","1,528,701","1,230,721","701,306","273,467","42,160","6,678"
"부산광역시  (2600000000)","3,399,749","3,399,749","235,871","274,287","432,803","424,118","512,964","572,468","525,091","291,859","113,509","14,908","1,871"
"대구광역시  (2700000000)","2,426,849","2,426,849","181,188","228,270","323,230","298,224","386,278","427,217","321,394","174,520","76,577","9,240","711"
"인천광역시  (2800000000)","2,942,553","2,942,553","232,208","275,316","401,966","408,436","485,291","512,938","360,499","176,377","76,383","12,195","944"
"광주광역시  (2900000000)","1,453,952","1,453,952","121,596","158,690","209,652","187,856","242,699","233,799","161,513","92,665","39,287","5,773","422"
"대전광역시  (3000000000)","1,469,099","1,469,099","116,775","148,077","212,956","196,294","239,098","242,735","176,174","90,737","40,070","5,819","364"
"울산광역시  (3100000000)","1,139,368","1,139,368","100,233","112,963","145,758","154,000","188,666","210,198","142,582","59,335","22,399","3,064","170"
"세종특별자치시  (3600000000)","348,014","348,014","46,796","41,550","36,347","60,703","67,138","44,105","29,074","14,087","6,987","1,172","55"
"경기도  (4100000000)","13,388,485","13,388,485","1,158,060","1,337,103","1,798,600","1,911,099","2,298,109","2,227,858","1,498,842","760,582","342,460","51,519","4,253"
"강원도  (4200000000)","1,541,104","1,541,104","106,680","138,747","179,232","167,217","225,066","268,664","237,025","135,771","70,720","11,142","840"
"충청북도  (4300000000)","1,598,536","1,598,536","125,126","150,238","198,166","195,695","241,797","274,157","218,639","120,181","64,820","9,151","566"
"충청남도  (4400000000)","2,120,559","2,120,559","175,426","203,571","242,345","270,837","328,482","340,277","274,204","170,923","99,426","14,158","910"
"전라북도  (4500000000)","1,806,441","1,806,441","130,827","176,197","211,350","190,981","270,243","300,340","252,099","169,305","90,766","13,471","862"
"전라남도  (4600000000)","1,851,124","1,851,124","134,046","168,465","199,529","187,746","261,304","313,776","268,263","192,361","108,835","15,946","853"
"경상북도  (4700000000)","2,640,003","2,640,003","192,403","227,302","283,832","294,235","385,161","460,594","402,118","241,178","133,644","18,552","984"
"경상남도  (4800000000)","3,343,770","3,343,770","273,672","325,743","378,908","405,864","538,219","582,532","453,754","244,267","123,107","16,902","802"
"제주특별자치도  (5000000000)","672,948","672,948","61,025","70,720","81,937","83,189","112,508","111,946","78,469","45,305","23,567","3,996","286"
