"행정구역","2018년12월_계_총인구수","2018년12월_계_연령구간인구수","2018년12월_계_0~9세","2018년12월_계_10~19세","2018년12월_계_20~29세","2018년12월_계_30~39세","2018년12월_계_40~49세","2018년12월_계_50~59세","2018년12월_계_60~69세","2018년12월_계_70~79세","2018년12월_계_80~89세","2018년12월_계_90~99세","2018년12월_계_100세 이상"
"전국  (0000000000)","51,826,059","51,826,059","4,303,062","5,131,153","6,823,973","7,270,143","8,488,587","8,615,884","5,949,639","3,497,936","1,516,992","209,907","18,783"
"서울특별시  (1100000000)","9,765,623","9,765,623","690,368","855,121","1,449,790","1,548,770","1,590,374","1,546,954","1,142,415","660,825","238,869","36,294","5,843"
"부산광역시  (2600000000)","3,441,453","3,441,453","251,442","296,145","444,737","454,711","527,047","593,189","488,127","272,992","98,675","12,723","1,665"
"대구광역시  (2700000000)","2,461,769","2,461,769","194,953","249,672","330,845","317,978","404,270","431,143","292,750","164,586","67,069","7,875","628"
"인천광역시  (2800000000)","2,954,642","2,954,642","251,301","292,324","409,794","433,669","494,723","514,229","315,032","164,392","68,151","10,201","826"
"광주광역시  (2900000000)","1,459,336","1,459,336","131,277","171,887","205,743","200,420","246,391","231,284","145,281","87,000","34,920","4,762","371"
"대전광역시  (3000000000)","1,489,936","1,489,936","128,497","160,537","213,955","209,040","249,652","242,983","159,155","84,756","36,054","4,988","319"
"울산광역시  (3100000000)","1,155,623","1,155,623","108,363","121,540","153,359","166,208","194,425","210,492","124,918","53,882","19,654","2,624","158"
"세종특별자치시  (3600000000)","314,126","314,126","44,452","36,695","34,031","58,381","58,247","38,373","24,261","12,533","6,208","891","54"
"경기도  (4100000000)","13,077,153","13,077,153","1,209,856","1,384,896","1,749,054","1,949,571","2,291,231","2,145,977","1,289,902","710,464","299,824","42,776","3,602"
"강원도  (4200000000)","1,543,052","1,543,052","112,664","150,060","182,891","175,578","233,996","271,635","207,147","136,550","62,323","9,497","711"
"충청북도  (4300000000)","1,599,252","1,599,252","133,659","159,713","200,941","205,568","248,623","271,428","194,090","118,431","58,700","7,578","521"
"충청남도  (4400000000)","2,126,282","2,126,282","189,024","213,551","248,443","288,943","331,657","338,050","248,096","164,280","91,497","11,962","779"
"전라북도  (4500000000)","1,836,832","1,836,832","143,990","190,798","217,554","207,874","281,151","304,598","232,335","162,865","83,485","11,434","748"
"전라남도  (4600000000)","1,882,970","1,882,970","145,246","183,499","206,817","204,928","271,461","319,904","246,135","192,446","98,837","12,922","775"
"경상북도  (4700000000)","2,676,831","2,676,831","207,609","245,099","300,125","319,542","399,573","467,650","365,286","235,036","120,081","15,972","858"
"경상남도  (4800000000)","3,373,988","3,373,988","296,642","345,897","394,180","441,235","552,404","579,597","405,089","233,023","111,177","14,066","678"
"제주특별자치도  (5000000000)","667,191","667,191","63,719","73,719","81,714","87,727","113,362","108,398","69,620","43,875","21,468","3,342","247"
