"행정구역","2008년03월_계_총인구수","2008년03월_계_연령구간인구수","2008년03월_계_0~9세","2008년03월_계_10~19세","2008년03월_계_20~29세","2008년03월_계_30~39세","2008년03월_계_40~49세","2008년03월_계_50~59세","2008년03월_계_60~69세","2008년03월_계_70~79세","2008년03월_계_80~89세","2008년03월_계_90~99세","2008년03월_계_100세 이상"
"전국  (0000000000)","49,324,670","49,324,670","5,215,379","6,804,422","7,287,173","8,622,630","8,575,778","5,913,465","3,883,152","2,246,598","693,091","80,741","2,241"
"서울특별시  (1100000000)","10,206,136","10,206,136","953,594","1,282,297","1,722,968","1,920,562","1,718,348","1,308,141","807,582","364,924","113,276","14,042","402"
"부산광역시  (2600000000)","3,580,784","3,580,784","306,283","471,326","559,326","563,073","631,250","529,004","317,972","154,959","43,391","4,096","104"
"대구광역시  (2700000000)","2,492,589","2,492,589","251,190","368,595","368,430","419,405","451,544","312,653","187,303","102,149","28,286","2,957","77"
"인천광역시  (2800000000)","2,674,242","2,674,242","288,383","395,995","401,641","476,935","507,241","303,387","173,195","94,032","29,943","3,397","93"
"광주광역시  (2900000000)","1,415,682","1,415,682","170,368","226,385","218,287","248,043","237,217","149,691","96,243","50,936","16,398","2,058","56"
"대전광역시  (3000000000)","1,476,338","1,476,338","169,162","222,093","229,436","265,137","257,094","168,207","94,730","51,816","16,627","1,984","52"
"울산광역시  (3100000000)","1,103,247","1,103,247","126,565","176,397","160,005","196,831","214,961","128,659","60,128","29,332","9,324","1,029","16"
"경기도  (4100000000)","11,144,564","11,144,564","1,349,738","1,612,994","1,582,672","2,144,488","2,041,098","1,157,197","715,817","402,899","122,935","14,349","377"
"강원도  (4200000000)","1,503,459","1,503,459","152,825","197,633","198,831","230,136","257,235","189,408","150,925","91,780","30,636","3,936","114"
"충청북도  (4300000000)","1,509,357","1,509,357","161,706","210,510","212,070","242,842","254,308","177,654","130,277","89,251","27,320","3,340","79"
"충청남도  (4400000000)","2,002,524","2,002,524","216,116","259,825","275,438","319,829","319,987","236,640","185,325","141,461","42,599","5,157","147"
"전라북도  (4500000000)","1,856,114","1,856,114","192,887","256,918","249,263","279,704","294,308","227,624","182,226","127,367","40,835","4,800","182"
"전라남도  (4600000000)","1,925,124","1,925,124","192,449","251,409","238,256","268,413","302,104","237,317","220,657","158,764","49,637","5,906","212"
"경상북도  (4700000000)","2,677,453","2,677,453","262,598","340,421","362,872","412,028","439,391","344,813","261,433","186,453","60,312","6,982","150"
"경상남도  (4800000000)","3,197,906","3,197,906","353,086","450,479","433,354","540,638","556,423","381,789","253,251","171,763","52,153","4,850","120"
"제주특별자치도  (5000000000)","559,151","559,151","68,429","81,145","74,324","94,566","93,269","61,281","46,088","28,712","9,419","1,858","60"
