"행정구역","2022년04월_계_총인구수","2022년04월_계_연령구간인구수","2022년04월_계_0~9세","2022년04월_계_10~19세","2022년04월_계_20~29세","2022년04월_계_30~39세","2022년04월_계_40~49세","2022년04월_계_50~59세","2022년04월_계_60~69세","2022년04월_계_70~79세","2022년04월_계_80~89세","2022년04월_계_90~99세","2022년04월_계_100세 이상"
"전국  (0000000000)","51,592,660","51,592,660","3,679,892","4,697,255","6,579,507","6,666,711","8,153,849","8,647,758","7,243,664","3,755,435","1,888,961","271,335","8,293"
"서울특별시  (1100000000)","9,500,480","9,500,480","570,459","755,004","1,415,503","1,432,168","1,474,827","1,507,408","1,291,867","703,130","305,966","42,439","1,709"
"부산광역시  (2600000000)","3,340,214","3,340,214","215,153","265,497","408,673","401,742","500,825","552,008","550,633","301,763","127,647","15,849","424"
"대구광역시  (2700000000)","2,378,573","2,378,573","164,310","217,935","305,021","282,403","369,656","418,743","344,346","180,239","85,195","10,463","262"
"인천광역시  (2800000000)","2,953,260","2,953,260","213,853","270,869","386,184","401,509","481,836","511,252","406,279","182,505","85,361","13,183","429"
"광주광역시  (2900000000)","1,436,916","1,436,916","111,370","151,272","203,653","179,137","236,055","236,971","173,183","94,924","44,017","6,154","180"
"대전광역시  (3000000000)","1,449,360","1,449,360","105,714","140,935","207,253","188,455","229,928","239,743","192,839","93,333","44,658","6,323","179"
"울산광역시  (3100000000)","1,117,204","1,117,204","89,425","109,457","134,971","142,549","183,381","206,563","158,060","64,484","24,914","3,336","64"
"세종특별자치시  (3600000000)","378,196","378,196","47,021","46,963","39,015","61,611","74,700","50,270","34,347","15,128","7,778","1,331","32"
"경기도  (4100000000)","13,577,808","13,577,808","1,079,575","1,319,939","1,778,450","1,888,181","2,296,320","2,286,203","1,699,088","785,597","385,907","56,711","1,837"
"강원도  (4200000000)","1,539,038","1,539,038","99,379","132,947","173,587","161,505","218,809","264,247","263,043","134,783","78,574","11,815","349"
"충청북도  (4300000000)","1,597,284","1,597,284","114,305","146,096","192,565","188,858","237,457","270,224","244,664","121,942","71,063","9,815","295"
"충청남도  (4400000000)","2,119,296","2,119,296","158,702","200,812","235,636","256,051","326,734","340,833","304,193","173,001","106,626","16,270","438"
"전라북도  (4500000000)","1,780,824","1,780,824","116,289","168,535","203,799","179,335","258,657","299,658","270,532","169,022","99,490","15,086","421"
"전라남도  (4600000000)","1,828,550","1,828,550","120,707","161,811","191,015","175,518","252,076","313,371","287,371","190,321","118,014","17,838","508"
"경상북도  (4700000000)","2,617,552","2,617,552","173,524","220,753","270,023","274,694","375,535","453,992","437,198","245,698","144,501","21,069","565"
"경상남도  (4800000000)","3,300,692","3,300,692","243,024","318,106","354,522","372,678","525,436","580,031","500,003","253,429","133,771","19,297","395"
"제주특별자치도  (5000000000)","677,413","677,413","57,082","70,324","79,637","80,317","111,617","116,241","86,018","46,136","25,479","4,356","206"
