"행정구역","2016년09월_계_총인구수","2016년09월_계_연령구간인구수","2016년09월_계_0~9세","2016년09월_계_10~19세","2016년09월_계_20~29세","2016년09월_계_30~39세","2016년09월_계_40~49세","2016년09월_계_50~59세","2016년09월_계_60~69세","2016년09월_계_70~79세","2016년09월_계_80~89세","2016년09월_계_90~99세","2016년09월_계_100세 이상"
"전국  (0000000000)","51,664,244","51,664,244","4,580,953","5,541,832","6,740,104","7,579,392","8,803,308","8,402,797","5,305,289","3,221,102","1,298,530","173,623","17,314"
"서울특별시  (1100000000)","9,964,291","9,964,291","768,322","947,475","1,447,597","1,636,492","1,682,678","1,575,291","1,069,049","597,742","203,421","30,860","5,364"
"부산광역시  (2600000000)","3,505,821","3,505,821","267,983","330,282","456,018","488,149","560,034","613,615","449,407","244,812","83,849","10,107","1,565"
"대구광역시  (2700000000)","2,485,692","2,485,692","207,382","277,951","329,712","336,436","432,411","422,004","266,221","149,874","56,832","6,285","584"
"인천광역시  (2800000000)","2,940,436","2,940,436","270,701","314,471","405,483","452,643","512,809","501,030","270,131","146,097","57,978","8,343","750"
"광주광역시  (2900000000)","1,472,379","1,472,379","141,766","189,999","201,589","216,190","256,645","221,934","131,496","78,471","29,861","4,073","355"
"대전광역시  (3000000000)","1,516,241","1,516,241","142,806","178,101","212,885","224,664","264,785","238,878","141,492","77,408","30,865","4,038","319"
"울산광역시  (3100000000)","1,172,965","1,172,965","116,233","134,478","158,702","178,566","207,567","204,467","106,820","46,910","16,916","2,169","137"
"세종특별자치시  (3600000000)","236,134","236,134","33,936","26,311","25,611","44,875","42,795","28,444","17,626","10,727","5,098","663","48"
"경기도  (4100000000)","12,666,278","12,666,278","1,252,026","1,452,867","1,673,253","1,959,321","2,307,997","2,009,504","1,090,555","633,657","249,066","34,776","3,256"
"강원도  (4200000000)","1,549,483","1,549,483","121,952","165,171","183,822","186,600","247,192","271,231","179,716","132,707","52,442","8,007","643"
"충청북도  (4300000000)","1,588,548","1,588,548","141,791","173,635","197,392","213,686","259,909","263,362","167,062","114,215","50,751","6,272","473"
"충청남도  (4400000000)","2,089,831","2,089,831","197,239","223,982","244,278","295,342","334,717","322,296","222,905","158,896","79,627","9,824","725"
"전라북도  (4500000000)","1,864,729","1,864,729","158,010","209,773","218,483","227,506","296,522","298,286","216,711","155,466","74,181","9,097","694"
"전라남도  (4600000000)","1,902,077","1,902,077","157,172","202,014","204,841","220,526","287,108","313,229","229,061","189,794","86,312","11,264","756"
"경상북도  (4700000000)","2,701,445","2,701,445","223,223","267,521","308,368","342,098","423,125","459,922","331,101","226,380","105,708","13,200","799"
"경상남도  (4800000000)","3,369,695","3,369,695","316,198","371,637","396,136","469,560","574,892","559,326","354,901","217,528","97,340","11,551","626"
"제주특별자치도  (5000000000)","638,199","638,199","64,213","76,164","75,934","86,738","112,122","99,978","61,035","40,418","18,283","3,094","220"
