"행정구역","2019년03월_계_총인구수","2019년03월_계_연령구간인구수","2019년03월_계_0~9세","2019년03월_계_10~19세","2019년03월_계_20~29세","2019년03월_계_30~39세","2019년03월_계_40~49세","2019년03월_계_50~59세","2019년03월_계_60~69세","2019년03월_계_70~79세","2019년03월_계_80~89세","2019년03월_계_90~99세","2019년03월_계_100세 이상"
"전국  (0000000000)","51,833,175","51,833,175","4,262,944","5,083,414","6,809,210","7,210,304","8,458,766","8,651,833","6,040,123","3,521,508","1,557,580","218,170","19,323"
"서울특별시  (1100000000)","9,770,216","9,770,216","682,224","847,932","1,455,648","1,538,200","1,584,407","1,549,460","1,155,834","666,929","246,084","37,537","5,961"
"부산광역시  (2600000000)","3,434,091","3,434,091","249,066","292,914","442,152","449,005","524,014","591,523","492,681","276,010","101,820","13,197","1,709"
"대구광역시  (2700000000)","2,455,829","2,455,829","193,121","246,087","328,487","314,658","401,061","431,734","296,136","166,474","69,263","8,162","646"
"인천광역시  (2800000000)","2,956,513","2,956,513","248,870","289,774","409,020","429,912","493,404","516,399","321,599","166,162","69,859","10,666","848"
"광주광역시  (2900000000)","1,458,930","1,458,930","129,582","169,654","206,206","198,496","246,338","232,585","147,111","87,693","35,888","5,000","377"
"대전광역시  (3000000000)","1,486,647","1,486,647","126,585","158,636","213,675","206,401","247,627","244,185","161,383","85,624","37,034","5,170","327"
"울산광역시  (3100000000)","1,152,800","1,152,800","107,180","119,804","151,668","164,472","193,193","211,345","127,305","54,754","20,176","2,744","159"
"세종특별자치시  (3600000000)","322,693","322,693","45,521","37,796","34,624","59,479","60,293","39,694","25,115","12,773","6,378","965","55"
"경기도  (4100000000)","13,116,579","13,116,579","1,202,606","1,375,843","1,750,991","1,940,912","2,289,363","2,165,497","1,318,317","717,144","307,709","44,462","3,735"
"강원도  (4200000000)","1,540,488","1,540,488","111,522","148,059","181,229","173,951","232,183","271,278","211,307","136,385","64,029","9,795","750"
"충청북도  (4300000000)","1,598,775","1,598,775","132,362","158,063","199,980","203,987","246,930","272,747","197,615","118,509","60,096","7,947","539"
"충청남도  (4400000000)","2,125,778","2,125,778","186,971","211,975","247,099","286,011","330,866","340,063","251,272","164,630","93,589","12,492","810"
"전라북도  (4500000000)","1,830,499","1,830,499","141,677","188,177","215,610","204,863","279,330","305,591","235,022","162,547","85,074","11,827","781"
"전라남도  (4600000000)","1,874,232","1,874,232","143,333","180,661","203,831","201,447","269,632","320,031","248,332","191,604","101,127","13,447","787"
"경상북도  (4700000000)","2,671,036","2,671,036","205,359","242,480","296,489","315,654","396,831","468,238","369,268","235,723","123,615","16,493","886"
"경상남도  (4800000000)","3,369,949","3,369,949","293,596","342,421","390,766","435,976","549,719","582,192","411,246","234,477","114,056","14,803","697"
"제주특별자치도  (5000000000)","668,120","668,120","63,369","73,138","81,735","86,880","113,575","109,271","70,580","44,070","21,783","3,463","256"
