"행정구역","2022년11월_계_총인구수","2022년11월_계_연령구간인구수","2022년11월_계_0~9세","2022년11월_계_10~19세","2022년11월_계_20~29세","2022년11월_계_30~39세","2022년11월_계_40~49세","2022년11월_계_50~59세","2022년11월_계_60~69세","2022년11월_계_70~79세","2022년11월_계_80~89세","2022년11월_계_90~99세","2022년11월_계_100세 이상"
"전국  (0000000000)","51,450,829","51,450,829","3,548,291","4,704,693","6,441,542","6,620,713","8,083,707","8,607,789","7,379,420","3,818,887","1,962,667","275,377","7,743"
"서울특별시  (1100000000)","9,436,836","9,436,836","548,408","750,116","1,394,900","1,426,247","1,452,970","1,493,294","1,295,878","712,324","319,313","42,080","1,306"
"부산광역시  (2600000000)","3,320,276","3,320,276","207,280","266,040","397,234","397,319","495,502","544,136","555,194","307,753","133,470","15,948","400"
"대구광역시  (2700000000)","2,365,619","2,365,619","158,330","217,737","295,962","279,979","364,662","415,172","350,624","183,667","88,508","10,740","238"
"인천광역시  (2800000000)","2,964,820","2,964,820","209,299","272,498","378,008","404,815","481,748","509,413","418,264","187,587","89,209","13,563","416"
"광주광역시  (2900000000)","1,432,049","1,432,049","107,448","150,882","199,559","177,707","233,135","237,710","176,870","95,824","46,483","6,260","171"
"대전광역시  (3000000000)","1,446,749","1,446,749","102,684","140,443","204,577","187,988","227,361","238,972","196,591","94,989","46,466","6,500","178"
"울산광역시  (3100000000)","1,111,371","1,111,371","85,577","110,069","129,925","140,202","181,800","204,701","162,714","66,604","26,322","3,397","60"
"세종특별자치시  (3600000000)","382,770","382,770","46,018","48,733","38,404","61,117","76,332","51,393","35,642","15,636","8,080","1,380","35"
"경기도  (4100000000)","13,583,238","13,583,238","1,044,575","1,327,966","1,742,700","1,881,431","2,285,194","2,290,780","1,742,412","806,759","402,071","57,628","1,722"
"강원도  (4200000000)","1,536,863","1,536,863","96,419","132,391","170,442","160,385","216,458","262,074","267,146","138,065","81,214","11,926","343"
"충청북도  (4300000000)","1,595,284","1,595,284","109,934","145,926","189,028","187,554","236,655","268,055","250,482","123,731","73,565","10,068","286"
"충청남도  (4400000000)","2,122,357","2,122,357","153,162","202,220","231,639","253,735","327,285","340,907","312,420","174,038","109,555","16,957","439"
"전라북도  (4500000000)","1,770,839","1,770,839","110,955","167,799","199,060","176,875","254,269","297,810","276,197","168,846","103,126","15,445","457"
"전라남도  (4600000000)","1,818,484","1,818,484","115,551","161,612","186,484","172,665","247,871","311,339","292,961","188,946","122,480","18,028","547"
"경상북도  (4700000000)","2,602,052","2,602,052","166,009","220,531","262,586","269,139","370,607","449,598","444,768","248,437","148,625","21,219","533"
"경상남도  (4800000000)","3,282,849","3,282,849","231,456","318,967","342,933","363,885","520,808","575,315","512,534","258,854","137,918","19,791","388"
"제주특별자치도  (5000000000)","678,373","678,373","55,186","70,763","78,101","79,670","111,050","117,120","88,723","46,827","26,262","4,447","224"
