"행정구역","2013년08월_계_총인구수","2013년08월_계_연령구간인구수","2013년08월_계_0~9세","2013년08월_계_10~19세","2013년08월_계_20~29세","2013년08월_계_30~39세","2013년08월_계_40~49세","2013년08월_계_50~59세","2013년08월_계_60~69세","2013년08월_계_70~79세","2013년08월_계_80~89세","2013년08월_계_90~99세","2013년08월_계_100세 이상"
"전국  (0000000000)","51,081,507","51,081,507","4,641,773","6,296,959","6,599,680","8,070,587","8,854,985","7,981,529","4,422,070","3,049,636","1,004,483","146,392","13,413"
"서울특별시  (1100000000)","10,168,997","10,168,997","815,236","1,110,670","1,474,792","1,778,001","1,732,263","1,594,051","932,974","539,398","160,494","26,970","4,148"
"부산광역시  (2600000000)","3,531,796","3,531,796","264,575","393,666","461,791","522,304","578,465","634,047","379,088","223,445","64,996","8,159","1,260"
"대구광역시  (2700000000)","2,503,400","2,503,400","212,610","327,023","323,818","371,656","448,274","405,125","223,184","143,169","42,952","5,142","447"
"인천광역시  (2800000000)","2,867,429","2,867,429","269,915","357,934","392,519","469,753","519,000","459,981","214,231","132,108","44,678","6,753","557"
"광주광역시  (2900000000)","1,472,807","1,472,807","148,034","218,160","196,950","237,173","255,708","204,205","113,262","72,186","23,260","3,603","266"
"대전광역시  (3000000000)","1,530,908","1,530,908","152,045","206,178","209,444","248,071","269,050","231,709","114,935","71,965","23,851","3,429","231"
"울산광역시  (3100000000)","1,154,208","1,154,208","113,959","157,586","152,828","185,654","216,693","187,767","82,086","42,542","13,229","1,761","103"
"세종특별자치시  (3600000000)","117,939","117,939","12,767","13,249","13,096","18,771","19,095","17,380","10,540","9,066","3,450","483","42"
"경기도  (4100000000)","12,193,532","12,193,532","1,254,927","1,596,377","1,570,145","2,050,035","2,267,044","1,797,920","865,542","574,349","186,616","28,147","2,430"
"강원도  (4200000000)","1,540,264","1,540,264","127,726","187,622","179,634","204,340","251,393","263,189","151,804","125,906","41,747","6,386","517"
"충청북도  (4300000000)","1,569,731","1,569,731","145,293","197,768","192,204","229,006","261,879","247,936","137,232","114,225","38,558","5,287","343"
"충청남도  (4400000000)","2,041,263","2,041,263","197,139","246,103","240,443","308,104","326,803","303,181","186,353","163,638","60,643","8,286","570"
"전라북도  (4500000000)","1,871,498","1,871,498","164,134","240,380","217,508","251,575","299,160","287,194","187,749","157,779","57,212","8,237","570"
"전라남도  (4600000000)","1,905,442","1,905,442","159,757","232,545","202,714","237,059","296,994","294,669","207,429","193,932","69,384","10,304","655"
"경상북도  (4700000000)","2,696,492","2,696,492","225,142","307,585","314,642","370,680","432,969","440,266","276,843","233,947","82,542","11,268","608"
"경상남도  (4800000000)","3,325,351","3,325,351","317,861","422,537","389,431","503,201","575,680","526,649","288,619","214,488","77,487","8,917","481"
"제주특별자치도  (5000000000)","590,450","590,450","60,653","81,576","67,721","85,204","104,515","86,260","50,199","37,493","13,384","3,260","185"
