"행정구역","2014년08월_계_총인구수","2014년08월_계_연령구간인구수","2014년08월_계_0~9세","2014년08월_계_10~19세","2014년08월_계_20~29세","2014년08월_계_30~39세","2014년08월_계_40~49세","2014년08월_계_50~59세","2014년08월_계_60~69세","2014년08월_계_70~79세","2014년08월_계_80~89세","2014년08월_계_90~99세","2014년08월_계_100세 이상"
"전국  (0000000000)","51,266,779","51,266,779","4,596,493","6,068,724","6,619,869","7,871,399","8,948,660","8,153,757","4,616,559","3,131,333","1,092,054","153,259","14,672"
"서울특별시  (1100000000)","10,124,243","10,124,243","797,763","1,061,402","1,462,484","1,730,485","1,737,103","1,601,522","965,140","563,547","172,158","28,104","4,535"
"부산광역시  (2600000000)","3,520,287","3,520,287","263,452","373,587","456,982","507,822","578,330","631,481","395,288","232,839","70,510","8,614","1,382"
"대구광역시  (2700000000)","2,496,596","2,496,596","209,134","312,315","324,018","357,789","448,029","412,911","231,338","148,102","47,022","5,445","493"
"인천광역시  (2800000000)","2,895,292","2,895,292","269,507","344,283","397,027","463,464","522,876","477,026","227,375","137,458","48,413","7,264","599"
"광주광역시  (2900000000)","1,476,459","1,476,459","145,551","210,405","197,445","230,579","260,154","210,903","117,588","74,357","25,510","3,672","295"
"대전광역시  (3000000000)","1,536,286","1,536,286","150,113","199,195","210,369","241,537","273,353","235,935","121,309","74,611","25,962","3,641","261"
"울산광역시  (3100000000)","1,162,316","1,162,316","114,399","150,279","155,051","183,149","216,812","193,851","88,174","44,194","14,416","1,865","126"
"세종특별자치시  (3600000000)","134,631","134,631","15,470","15,006","14,963","22,025","22,966","18,954","11,422","9,402","3,855","523","45"
"경기도  (4100000000)","12,324,470","12,324,470","1,246,029","1,553,415","1,597,350","2,004,838","2,305,441","1,870,740","915,345","594,544","204,251","29,856","2,661"
"강원도  (4200000000)","1,541,010","1,541,010","124,972","181,266","178,818","196,380","253,386","267,169","157,497","129,335","44,772","6,872","543"
"충청북도  (4300000000)","1,577,549","1,577,549","143,752","191,079","192,983","223,190","266,518","252,380","143,950","115,635","42,217","5,457","388"
"충청남도  (4400000000)","2,058,652","2,058,652","196,440","239,753","241,180","303,153","334,442","310,366","192,934","164,491","66,595","8,676","622"
"전라북도  (4500000000)","1,872,056","1,872,056","161,965","231,095","216,968","242,610","303,933","291,407","194,683","157,767","62,616","8,422","590"
"전라남도  (4600000000)","1,903,177","1,903,177","157,161","223,620","202,293","229,470","297,486","301,986","211,810","192,973","75,101","10,577","700"
"경상북도  (4700000000)","2,697,927","2,697,927","222,982","294,966","311,785","359,132","435,201","448,239","287,309","236,339","89,702","11,586","686"
"경상남도  (4800000000)","3,343,307","3,343,307","316,421","407,305","390,307","491,300","585,068","538,124","303,411","217,437","83,869","9,525","540"
"제주특별자치도  (5000000000)","602,521","602,521","61,382","79,753","69,846","84,476","107,562","90,763","51,986","38,302","15,085","3,160","206"
