"행정구역","2015년07월_계_총인구수","2015년07월_계_연령구간인구수","2015년07월_계_0~9세","2015년07월_계_10~19세","2015년07월_계_20~29세","2015년07월_계_30~39세","2015년07월_계_40~49세","2015년07월_계_50~59세","2015년07월_계_60~69세","2015년07월_계_70~79세","2015년07월_계_80~89세","2015년07월_계_90~99세","2015년07월_계_100세 이상"
"전국  (0000000000)","51,448,183","51,448,183","4,598,597","5,834,450","6,670,062","7,715,209","8,908,905","8,256,304","4,914,198","3,192,709","1,181,435","160,624","15,690"
"서울특별시  (1100000000)","10,071,654","10,071,654","789,134","1,010,992","1,455,891","1,687,656","1,719,525","1,591,167","1,014,922","582,461","185,867","29,122","4,917"
"부산광역시  (2600000000)","3,518,955","3,518,955","266,196","355,099","456,455","498,306","573,623","622,605","418,915","240,762","76,392","9,153","1,449"
"대구광역시  (2700000000)","2,490,799","2,490,799","208,457","297,024","325,496","346,928","442,307","416,706","246,018","150,251","51,301","5,789","522"
"인천광역시  (2800000000)","2,916,719","2,916,719","271,407","330,527","400,633","457,359","519,021","488,338","246,552","141,969","52,523","7,725","665"
"광주광역시  (2900000000)","1,476,716","1,476,716","144,247","201,704","199,077","224,351","260,614","214,653","123,980","76,518","27,522","3,736","314"
"대전광역시  (3000000000)","1,525,195","1,525,195","146,650","189,742","210,907","232,375","269,055","237,873","130,122","76,438","28,010","3,753","270"
"울산광역시  (3100000000)","1,170,232","1,170,232","115,953","143,033","157,471","181,140","214,283","198,609","96,217","45,964","15,456","1,970","136"
"세종특별자치시  (3600000000)","189,478","189,478","25,930","21,220","20,654","35,024","33,412","23,850","14,161","10,139","4,456","600","32"
"경기도  (4100000000)","12,444,924","12,444,924","1,246,041","1,506,001","1,626,006","1,970,134","2,306,912","1,928,491","989,375","614,482","222,920","31,658","2,904"
"강원도  (4200000000)","1,547,737","1,547,737","123,889","174,620","183,913","191,077","252,193","267,537","166,496","132,219","47,922","7,291","580"
"충청북도  (4300000000)","1,581,840","1,581,840","142,536","183,425","194,955","217,849","264,258","257,636","153,051","115,949","45,991","5,773","417"
"충청남도  (4400000000)","2,069,109","2,069,109","196,880","232,223","241,887","297,848","332,682","317,250","205,333","163,196","72,087","9,077","646"
"전라북도  (4500000000)","1,869,354","1,869,354","160,452","222,280","217,361","234,898","302,114","293,202","205,402","156,633","67,788","8,608","616"
"전라남도  (4600000000)","1,903,046","1,903,046","157,586","214,237","203,234","225,223","294,332","305,120","219,185","192,598","80,110","10,680","741"
"경상북도  (4700000000)","2,698,899","2,698,899","223,019","282,574","310,669","349,774","431,557","453,118","304,175","234,206","96,851","12,245","711"
"경상남도  (4800000000)","3,356,488","3,356,488","317,584","391,675","393,047","479,963","582,988","546,402","324,373","219,814","89,723","10,357","562"
"제주특별자치도  (5000000000)","617,038","617,038","62,636","78,074","72,406","85,304","110,029","93,747","55,921","39,110","16,516","3,087","208"
