"행정구역","2014년09월_계_총인구수","2014년09월_계_연령구간인구수","2014년09월_계_0~9세","2014년09월_계_10~19세","2014년09월_계_20~29세","2014년09월_계_30~39세","2014년09월_계_40~49세","2014년09월_계_50~59세","2014년09월_계_60~69세","2014년09월_계_70~79세","2014년09월_계_80~89세","2014년09월_계_90~99세","2014년09월_계_100세 이상"
"전국  (0000000000)","51,284,774","51,284,774","4,596,248","6,049,523","6,626,138","7,858,049","8,945,846","8,165,645","4,635,837","3,139,626","1,099,227","153,843","14,792"
"서울특별시  (1100000000)","10,122,661","10,122,661","797,534","1,057,463","1,462,257","1,726,926","1,736,104","1,601,789","968,743","565,729","173,323","28,211","4,582"
"부산광역시  (2600000000)","3,520,732","3,520,732","263,659","371,844","457,065","507,450","577,901","631,182","396,761","233,821","71,038","8,623","1,388"
"대구광역시  (2700000000)","2,491,269","2,491,269","208,769","310,771","323,511","355,467","446,526","412,568","231,921","148,343","47,417","5,476","500"
"인천광역시  (2800000000)","2,897,018","2,897,018","269,657","343,136","397,402","462,932","522,500","478,180","228,651","137,934","48,701","7,329","596"
"광주광역시  (2900000000)","1,477,517","1,477,517","145,534","209,874","197,796","230,138","260,462","211,434","117,984","74,621","25,722","3,658","294"
"대전광역시  (3000000000)","1,535,815","1,535,815","149,755","198,497","210,546","240,810","273,064","236,323","121,974","74,832","26,107","3,649","258"
"울산광역시  (3100000000)","1,163,048","1,163,048","114,540","149,744","155,232","183,011","216,673","194,288","88,693","44,399","14,478","1,863","127"
"세종특별자치시  (3600000000)","138,136","138,136","16,221","15,327","15,285","22,969","23,563","19,222","11,601","9,463","3,912","528","45"
"경기도  (4100000000)","12,334,023","12,334,023","1,245,494","1,549,371","1,600,314","2,002,151","2,305,298","1,876,448","919,938","596,499","205,813","30,003","2,694"
"강원도  (4200000000)","1,541,414","1,541,414","124,949","180,667","179,037","195,992","253,251","267,123","158,247","129,649","45,048","6,903","548"
"충청북도  (4300000000)","1,578,401","1,578,401","143,679","190,577","193,353","222,846","266,511","252,794","144,540","115,798","42,454","5,457","392"
"충청남도  (4400000000)","2,059,085","2,059,085","196,349","239,212","241,313","302,517","334,345","310,817","193,584","164,592","66,994","8,735","627"
"전라북도  (4500000000)","1,871,931","1,871,931","161,882","230,298","217,136","241,717","303,991","291,490","195,365","157,935","63,071","8,450","596"
"전라남도  (4600000000)","1,902,350","1,902,350","157,155","222,766","202,375","228,783","296,988","302,388","212,117","193,114","75,348","10,606","710"
"경상북도  (4700000000)","2,703,929","2,703,929","223,163","294,272","312,844","359,871","436,157","449,826","288,672","236,587","90,214","11,637","686"
"경상남도  (4800000000)","3,343,878","3,343,878","316,433","406,123","390,602","490,045","584,783","538,729","304,757","217,924","84,368","9,571","543"
"제주특별자치도  (5000000000)","603,567","603,567","61,475","79,581","70,070","84,424","107,729","91,044","52,289","38,386","15,219","3,144","206"
