"행정구역","2015년09월_계_총인구수","2015년09월_계_연령구간인구수","2015년09월_계_0~9세","2015년09월_계_10~19세","2015년09월_계_20~29세","2015년09월_계_30~39세","2015년09월_계_40~49세","2015년09월_계_50~59세","2015년09월_계_60~69세","2015년09월_계_70~79세","2015년09월_계_80~89세","2015년09월_계_90~99세","2015년09월_계_100세 이상"
"전국  (0000000000)","51,482,816","51,482,816","4,596,648","5,791,668","6,682,406","7,698,049","8,890,284","8,278,551","4,974,345","3,191,316","1,198,657","164,903","15,989"
"서울특별시  (1100000000)","10,055,027","10,055,027","786,090","1,002,134","1,453,974","1,680,321","1,712,858","1,589,010","1,023,940","583,564","188,480","29,662","4,994"
"부산광역시  (2600000000)","3,516,704","3,516,704","266,376","351,437","456,580","496,813","571,341","621,005","424,158","240,716","77,409","9,400","1,469"
"대구광역시  (2700000000)","2,490,584","2,490,584","208,156","294,412","326,584","345,345","441,046","417,496","249,003","149,960","52,060","5,988","534"
"인천광역시  (2800000000)","2,920,938","2,920,938","271,318","328,201","401,437","457,126","517,870","490,462","250,312","142,293","53,354","7,884","681"
"광주광역시  (2900000000)","1,475,590","1,475,590","143,857","199,970","199,429","223,023","259,673","215,790","125,192","76,660","27,836","3,848","312"
"대전광역시  (3000000000)","1,523,338","1,523,338","145,951","187,881","211,242","231,227","268,158","238,133","131,662","76,473","28,439","3,901","271"
"울산광역시  (3100000000)","1,170,980","1,170,980","115,989","141,772","157,831","180,913","213,397","199,453","97,785","46,028","15,645","2,029","138"
"세종특별자치시  (3600000000)","197,964","197,964","27,556","22,038","21,554","37,062","34,942","24,678","14,690","10,220","4,568","624","32"
"경기도  (4100000000)","12,475,565","12,475,565","1,247,377","1,497,680","1,632,349","1,969,187","2,305,379","1,940,939","1,004,015","616,230","226,870","32,571","2,968"
"강원도  (4200000000)","1,548,082","1,548,082","123,505","173,228","183,983","190,619","251,568","268,075","168,311","132,284","48,455","7,451","603"
"충청북도  (4300000000)","1,582,080","1,582,080","142,256","181,914","195,334","217,092","263,553","258,548","154,797","115,548","46,594","6,009","435"
"충청남도  (4400000000)","2,072,314","2,072,314","196,967","231,303","242,317","297,527","332,616","317,886","208,141","162,335","73,180","9,384","658"
"전라북도  (4500000000)","1,869,255","1,869,255","159,986","220,501","217,846","233,838","301,176","293,988","207,431","156,115","68,998","8,746","630"
"전라남도  (4600000000)","1,904,402","1,904,402","157,840","212,356","203,987","224,796","293,417","306,419","220,771","192,097","81,035","10,939","745"
"경상북도  (4700000000)","2,700,461","2,700,461","223,192","280,266","311,118","348,676","430,724","454,280","308,138","232,565","98,121","12,656","725"
"경상남도  (4800000000)","3,359,523","3,359,523","317,422","388,822","393,942","478,911","582,251","547,769","329,368","218,971","90,772","10,714","581"
"제주특별자치도  (5000000000)","620,009","620,009","62,810","77,753","72,899","85,573","110,315","94,620","56,631","39,257","16,841","3,097","213"
