"행정구역","2015년11월_계_총인구수","2015년11월_계_연령구간인구수","2015년11월_계_0~9세","2015년11월_계_10~19세","2015년11월_계_20~29세","2015년11월_계_30~39세","2015년11월_계_40~49세","2015년11월_계_50~59세","2015년11월_계_60~69세","2015년11월_계_70~79세","2015년11월_계_80~89세","2015년11월_계_90~99세","2015년11월_계_100세 이상"
"전국  (0000000000)","51,515,399","51,515,399","4,598,486","5,744,938","6,691,310","7,685,597","8,871,542","8,304,828","5,039,393","3,183,732","1,214,168","165,265","16,140"
"서울특별시  (1100000000)","10,035,597","10,035,597","783,962","991,833","1,449,761","1,673,798","1,706,137","1,588,093","1,033,073","583,050","191,167","29,702","5,021"
"부산광역시  (2600000000)","3,514,842","3,514,842","266,791","347,612","456,514","495,118","569,550","619,825","429,959","240,093","78,421","9,476","1,483"
"대구광역시  (2700000000)","2,489,339","2,489,339","207,976","291,425","326,987","343,714","439,715","418,720","252,187","149,341","52,744","5,989","541"
"인천광역시  (2800000000)","2,924,578","2,924,578","271,663","325,836","401,863","456,772","516,863","492,602","253,876","142,333","54,163","7,911","696"
"광주광역시  (2900000000)","1,474,910","1,474,910","143,793","198,327","199,499","221,996","258,780","216,880","126,678","76,643","28,133","3,870","311"
"대전광역시  (3000000000)","1,521,142","1,521,142","145,422","186,114","211,041","230,066","267,472","238,450","133,322","76,248","28,824","3,903","280"
"울산광역시  (3100000000)","1,174,051","1,174,051","116,239","140,834","158,457","181,262","212,840","200,860","99,550","45,967","15,848","2,055","139"
"세종특별자치시  (3600000000)","206,044","206,044","29,037","22,825","22,440","39,059","36,352","25,419","15,294","10,330","4,634","620","34"
"경기도  (4100000000)","12,504,790","12,504,790","1,249,456","1,486,308","1,638,053","1,970,648","2,303,870","1,953,744","1,019,970","616,494","230,533","32,704","3,010"
"강원도  (4200000000)","1,549,178","1,549,178","123,203","172,029","184,652","190,040","250,942","268,608","170,467","131,999","49,089","7,543","606"
"충청북도  (4300000000)","1,583,053","1,583,053","142,199","180,519","196,176","216,567","262,842","259,198","156,884","115,057","47,181","5,993","437"
"충청남도  (4400000000)","2,074,956","2,074,956","197,156","230,053","243,015","297,283","332,731","318,264","211,041","161,221","74,126","9,390","676"
"전라북도  (4500000000)","1,869,654","1,869,654","159,789","218,814","218,501","233,128","300,027","294,826","209,814","155,594","69,773","8,747","641"
"전라남도  (4600000000)","1,905,373","1,905,373","157,830","210,552","205,080","224,492","291,922","307,820","223,023","191,365","81,650","10,890","749"
"경상북도  (4700000000)","2,702,186","2,702,186","223,275","278,410","311,317","348,074","429,440","456,001","312,286","230,933","99,089","12,637","724"
"경상남도  (4800000000)","3,362,754","3,362,754","317,659","385,975","394,573","477,890","581,516","549,937","334,444","217,758","91,678","10,744","580"
"제주특별자치도  (5000000000)","622,952","622,952","63,036","77,472","73,381","85,690","110,543","95,581","57,525","39,306","17,115","3,091","212"
