"행정구역","2009년06월_계_총인구수","2009년06월_계_연령구간인구수","2009년06월_계_0~9세","2009년06월_계_10~19세","2009년06월_계_20~29세","2009년06월_계_30~39세","2009년06월_계_40~49세","2009년06월_계_50~59세","2009년06월_계_60~69세","2009년06월_계_70~79세","2009년06월_계_80~89세","2009년06월_계_90~99세","2009년06월_계_100세 이상"
"전국  (0000000000)","49,642,216","49,642,216","5,003,971","6,820,845","7,124,871","8,398,889","8,724,720","6,313,295","3,998,149","2,410,057","757,874","87,045","2,500"
"서울특별시  (1100000000)","10,226,685","10,226,685","914,674","1,268,504","1,679,448","1,884,762","1,729,484","1,371,741","841,527","397,367","123,535","15,199","444"
"부산광역시  (2600000000)","3,553,483","3,553,483","289,441","460,674","535,173","544,204","621,311","550,556","332,350","167,117","48,117","4,406","134"
"대구광역시  (2700000000)","2,491,478","2,491,478","238,660","366,011","357,140","403,030","457,142","328,954","195,890","110,187","31,227","3,146","91"
"인천광역시  (2800000000)","2,697,339","2,697,339","276,539","393,715","398,112","463,802","513,340","332,512","181,160","101,148","33,120","3,784","107"
"광주광역시  (2900000000)","1,427,194","1,427,194","162,770","229,763","212,491","243,270","243,089","160,102","100,495","55,115","17,839","2,193","67"
"대전광역시  (3000000000)","1,482,157","1,482,157","161,703","222,653","222,942","256,372","263,527","179,926","98,989","55,928","17,922","2,134","61"
"울산광역시  (3100000000)","1,113,761","1,113,761","121,286","176,323","158,611","190,314","219,014","140,639","64,527","31,723","10,193","1,113","18"
"경기도  (4100000000)","11,359,140","11,359,140","1,308,490","1,644,177","1,574,456","2,097,079","2,117,779","1,281,146","746,036","437,291","136,357","15,887","442"
"강원도  (4200000000)","1,509,484","1,509,484","145,259","199,133","192,820","222,334","258,583","205,191","149,973","98,943","32,847","4,272","129"
"충청북도  (4300000000)","1,522,927","1,522,927","155,686","212,184","207,505","235,621","260,741","192,205","130,598","94,978","29,733","3,584","92"
"충청남도  (4400000000)","2,024,318","2,024,318","210,258","263,264","268,724","314,601","329,113","250,095","186,425","149,480","46,763","5,447","148"
"전라북도  (4500000000)","1,854,180","1,854,180","183,136","257,806","240,357","270,530","299,013","238,234","181,796","133,806","44,200","5,121","181"
"전라남도  (4600000000)","1,915,226","1,915,226","180,982","252,172","228,334","258,720","303,505","246,845","217,082","167,259","53,885","6,230","212"
"경상북도  (4700000000)","2,670,040","2,670,040","248,918","337,685","350,041","395,128","443,798","361,053","263,634","197,533","64,511","7,566","173"
"경상남도  (4800000000)","3,233,094","3,233,094","340,887","454,151","426,895","528,254","569,362","409,048","260,635","181,100","57,576","5,051","135"
"제주특별자치도  (5000000000)","561,710","561,710","65,282","82,630","71,822","90,868","95,919","65,048","47,032","31,082","10,049","1,912","66"
