"행정구역","2009년05월_계_총인구수","2009년05월_계_연령구간인구수","2009년05월_계_0~9세","2009년05월_계_10~19세","2009년05월_계_20~29세","2009년05월_계_30~39세","2009년05월_계_40~49세","2009년05월_계_50~59세","2009년05월_계_60~69세","2009년05월_계_70~79세","2009년05월_계_80~89세","2009년05월_계_90~99세","2009년05월_계_100세 이상"
"전국  (0000000000)","49,618,780","49,618,780","5,014,413","6,819,004","7,140,706","8,398,136","8,719,225","6,288,536","3,989,629","2,403,206","756,273","87,175","2,477"
"서울특별시  (1100000000)","10,222,778","10,222,778","916,509","1,268,988","1,683,368","1,883,586","1,728,807","1,367,595","839,194","395,885","123,157","15,246","443"
"부산광역시  (2600000000)","3,554,770","3,554,770","290,202","461,368","536,931","544,356","621,998","549,102","331,777","166,469","47,998","4,436","133"
"대구광역시  (2700000000)","2,491,566","2,491,566","239,401","366,194","357,907","403,357","457,075","327,897","195,409","109,858","31,236","3,144","88"
"인천광역시  (2800000000)","2,695,783","2,695,783","277,191","393,815","398,848","463,711","513,159","330,731","180,482","100,950","33,005","3,784","107"
"광주광역시  (2900000000)","1,426,498","1,426,498","163,112","229,625","213,204","243,022","242,951","159,522","100,111","54,917","17,786","2,181","67"
"대전광역시  (3000000000)","1,481,825","1,481,825","162,223","222,570","223,476","256,423","263,223","179,284","98,744","55,777","17,898","2,148","59"
"울산광역시  (3100000000)","1,113,192","1,113,192","121,523","176,324","158,828","190,480","218,818","139,841","64,376","31,661","10,204","1,120","17"
"경기도  (4100000000)","11,347,524","11,347,524","1,310,652","1,642,815","1,576,726","2,097,325","2,114,308","1,273,815","743,847","435,735","135,999","15,862","440"
"강원도  (4200000000)","1,509,035","1,509,035","145,537","199,122","193,226","222,436","258,601","204,211","150,023","98,716","32,766","4,272","125"
"충청북도  (4300000000)","1,521,954","1,521,954","155,947","211,910","208,036","235,627","260,417","191,392","130,541","94,698","29,708","3,584","94"
"충청남도  (4400000000)","2,022,479","2,022,479","210,487","262,743","269,234","314,213","328,675","249,375","186,150","149,291","46,709","5,457","145"
"전라북도  (4500000000)","1,853,944","1,853,944","183,495","257,620","241,151","270,549","299,059","237,499","181,639","133,532","44,101","5,121","178"
"전라남도  (4600000000)","1,915,147","1,915,147","181,449","252,064","229,070","258,586","303,684","246,249","216,841","167,005","53,767","6,221","211"
"경상북도  (4700000000)","2,670,656","2,670,656","249,725","337,646","351,272","395,631","443,842","359,979","263,290","197,054","64,438","7,610","169"
"경상남도  (4800000000)","3,230,363","3,230,363","341,488","453,699","427,356","528,009","568,970","407,179","260,275","180,693","57,490","5,068","136"
"제주특별자치도  (5000000000)","561,266","561,266","65,472","82,501","72,073","90,825","95,638","64,865","46,930","30,965","10,011","1,921","65"
