"행정구역","2012년01월_계_총인구수","2012년01월_계_연령구간인구수","2012년01월_계_0~9세","2012년01월_계_10~19세","2012년01월_계_20~29세","2012년01월_계_30~39세","2012년01월_계_40~49세","2012년01월_계_50~59세","2012년01월_계_60~69세","2012년01월_계_70~79세","2012년01월_계_80~89세","2012년01월_계_90~99세","2012년01월_계_100세 이상"
"전국  (0000000000)","50,750,837","50,750,837","4,666,589","6,658,165","6,708,141","8,254,430","8,845,727","7,559,910","4,224,286","2,791,017","910,473","120,341","11,758"
"서울특별시  (1100000000)","10,250,134","10,250,134","834,868","1,197,871","1,524,393","1,832,580","1,744,734","1,564,473","896,166","480,989","147,601","22,834","3,625"
"부산광역시  (2600000000)","3,549,501","3,549,501","264,879","427,413","478,535","536,269","594,036","621,731","359,990","200,303","58,575","6,692","1,078"
"대구광역시  (2700000000)","2,508,370","2,508,370","215,690","350,074","331,750","386,357","454,417","387,234","210,768","129,428","37,920","4,351","381"
"인천광역시  (2800000000)","2,804,287","2,804,287","264,460","380,284","388,081","468,399","518,603","421,837","197,751","118,584","40,335","5,493","460"
"광주광역시  (2900000000)","1,465,313","1,465,313","150,572","229,692","200,720","242,182","252,378","190,871","109,532","64,715","21,491","2,897","263"
"대전광역시  (3000000000)","1,517,299","1,517,299","152,128","217,381","211,281","253,306","266,855","218,291","108,378","65,126","21,531","2,806","216"
"울산광역시  (3100000000)","1,136,464","1,136,464","112,298","168,980","151,408","185,804","218,544","173,801","74,386","37,634","12,051","1,470","88"
"경기도  (4100000000)","11,948,596","11,948,596","1,252,932","1,655,747","1,556,139","2,087,539","2,230,097","1,648,532","804,342","520,590","167,584","22,957","2,137"
"강원도  (4200000000)","1,535,335","1,535,335","131,477","196,455","183,116","212,875","254,504","251,494","145,108","115,800","38,634","5,433","439"
"충청북도  (4300000000)","1,563,023","1,563,023","146,680","209,397","196,652","233,703","262,294","234,998","132,777","106,822","34,898","4,510","292"
"충청남도  (4400000000)","2,103,129","2,103,129","203,954","266,875","256,057","321,453","336,270","298,379","192,621","163,804","56,088","7,085","543"
"전라북도  (4500000000)","1,873,491","1,873,491","167,436","253,277","225,401","261,258","298,201","272,616","187,831","148,426","51,993","6,557","495"
"전라남도  (4600000000)","1,912,725","1,912,725","162,489","246,370","210,494","245,559","299,492","279,801","212,790","182,525","64,577","8,048","580"
"경상북도  (4700000000)","2,697,104","2,697,104","227,332","327,339","326,488","383,278","437,615","422,418","268,957","218,548","75,011","9,585","533"
"경상남도  (4800000000)","3,309,559","3,309,559","319,390","446,913","400,274","517,590","576,139","494,927","274,415","202,138","70,088","7,229","456"
"제주특별자치도  (5000000000)","576,507","576,507","60,004","84,097","67,352","86,278","101,548","78,507","48,474","35,585","12,096","2,394","172"
