"행정구역","2016년02월_계_총인구수","2016년02월_계_연령구간인구수","2016년02월_계_0~9세","2016년02월_계_10~19세","2016년02월_계_20~29세","2016년02월_계_30~39세","2016년02월_계_40~49세","2016년02월_계_50~59세","2016년02월_계_60~69세","2016년02월_계_70~79세","2016년02월_계_80~89세","2016년02월_계_90~99세","2016년02월_계_100세 이상"
"전국  (0000000000)","51,555,409","51,555,409","4,594,530","5,665,911","6,686,810","7,645,512","8,871,018","8,343,066","5,145,142","3,171,550","1,247,046","168,299","16,525"
"서울특별시  (1100000000)","10,014,261","10,014,261","779,133","975,522","1,444,722","1,662,390","1,702,392","1,585,270","1,049,761","583,828","196,021","30,082","5,140"
"부산광역시  (2600000000)","3,513,192","3,513,192","267,547","341,948","455,381","492,024","567,924","618,686","438,271","239,618","80,549","9,738","1,506"
"대구광역시  (2700000000)","2,486,589","2,486,589","207,794","286,408","326,194","340,817","437,990","420,360","257,492","148,382","54,463","6,130","559"
"인천광역시  (2800000000)","2,928,596","2,928,596","271,264","321,689","401,688","454,631","516,767","495,610","260,218","142,312","55,616","8,077","724"
"광주광역시  (2900000000)","1,472,153","1,472,153","143,034","195,121","198,440","220,057","258,612","218,568","128,732","76,504","28,861","3,908","316"
"대전광역시  (3000000000)","1,517,716","1,517,716","144,294","182,910","210,829","227,425","267,403","238,543","136,533","76,025","29,506","3,955","293"
"울산광역시  (3100000000)","1,173,143","1,173,143","116,114","138,316","158,169","180,252","211,437","202,333","102,225","45,760","16,307","2,087","143"
"세종특별자치시  (3600000000)","220,108","220,108","31,542","24,657","23,791","41,651","39,612","26,655","16,274","10,408","4,835","644","39"
"경기도  (4100000000)","12,551,398","12,551,398","1,250,827","1,469,954","1,646,325","1,964,400","2,310,170","1,972,707","1,045,951","617,387","237,204","33,404","3,069"
"강원도  (4200000000)","1,548,016","1,548,016","122,964","168,963","183,499","188,962","250,237","269,618","173,589","131,561","50,294","7,715","614"
"충청북도  (4300000000)","1,583,781","1,583,781","141,867","177,652","195,649","215,423","262,073","261,093","161,016","113,865","48,615","6,076","452"
"충청남도  (4400000000)","2,080,030","2,080,030","197,327","227,577","243,193","296,164","334,876","319,158","215,932","159,326","76,234","9,555","688"
"전라북도  (4500000000)","1,867,534","1,867,534","159,169","215,535","217,398","231,136","299,815","296,276","212,851","154,307","71,584","8,808","655"
"전라남도  (4600000000)","1,905,700","1,905,700","157,812","207,423","204,770","223,916","291,388","309,650","225,931","189,550","83,491","11,005","764"
"경상북도  (4700000000)","2,701,055","2,701,055","223,034","274,634","309,250","345,824","428,364","457,384","319,477","227,631","101,780","12,931","746"
"경상남도  (4800000000)","3,364,695","3,364,695","317,286","380,621","393,659","474,504","580,670","554,177","342,351","215,645","94,103","11,077","602"
"제주특별자치도  (5000000000)","627,442","627,442","63,522","76,981","73,853","85,936","111,288","96,978","58,538","39,441","17,583","3,107","215"
