"행정구역","2021년05월_계_총인구수","2021년05월_계_연령구간인구수","2021년05월_계_0~9세","2021년05월_계_10~19세","2021년05월_계_20~29세","2021년05월_계_30~39세","2021년05월_계_40~49세","2021년05월_계_50~59세","2021년05월_계_60~69세","2021년05월_계_70~79세","2021년05월_계_80~89세","2021년05월_계_90~99세","2021년05월_계_100세 이상"
"전국  (0000000000)","51,683,025","51,683,025","3,874,174","4,746,103","6,754,283","6,788,072","8,220,344","8,606,589","6,957,802","3,694,633","1,774,716","255,247","11,062"
"서울특별시  (1100000000)","9,575,355","9,575,355","605,053","768,326","1,445,718","1,455,366","1,503,313","1,509,933","1,264,139","696,670","283,490","40,827","2,520"
"부산광역시  (2600000000)","3,367,334","3,367,334","226,629","268,529","425,129","412,056","506,123","559,326","540,745","294,051","119,162","14,830","754"
"대구광역시  (2700000000)","2,402,940","2,402,940","173,269","221,672","316,866","289,317","378,018","421,792","335,269","176,065","80,339","9,830","503"
"인천광역시  (2800000000)","2,936,382","2,936,382","222,752","272,047","396,381","401,434","480,455","509,592","383,139","177,840","79,701","12,508","533"
"광주광역시  (2900000000)","1,443,154","1,443,154","116,808","154,488","208,001","183,175","238,125","234,190","167,438","93,732","40,969","5,985","243"
"대전광역시  (3000000000)","1,457,161","1,457,161","111,167","144,225","211,313","191,713","233,876","239,909","185,594","91,503","41,696","5,963","202"
"울산광역시  (3100000000)","1,127,175","1,127,175","95,327","110,728","141,607","148,396","185,524","207,212","150,619","61,261","23,300","3,116","85"
"세종특별자치시  (3600000000)","362,036","362,036","47,074","43,846","38,094","61,318","70,319","46,469","31,833","14,457","7,321","1,268","37"
"경기도  (4100000000)","13,488,910","13,488,910","1,126,119","1,325,034","1,812,032","1,900,224","2,295,083","2,247,171","1,600,436","768,097","359,388","53,011","2,315"
"강원도  (4200000000)","1,535,491","1,535,491","103,387","135,474","177,230","163,622","220,994","264,724","250,142","134,102","74,025","11,329","462"
"충청북도  (4300000000)","1,596,955","1,596,955","120,558","147,489","197,119","192,514","238,517","270,172","233,727","119,892","67,252","9,385","330"
"충청남도  (4400000000)","2,117,260","2,117,260","168,278","201,399","240,593","263,718","326,325","338,051","290,722","171,113","101,792","14,746","523"
"전라북도  (4500000000)","1,794,682","1,794,682","124,523","172,288","209,564","185,440","264,055","298,283","262,317","170,496","93,082","14,093","541"
"전라남도  (4600000000)","1,842,423","1,842,423","128,551","165,018","198,363","182,218","256,081","312,594","278,221","191,406","112,602","16,760","609"
"경상북도  (4700000000)","2,633,592","2,633,592","184,571","224,023","281,517","285,527","379,683","455,782","422,381","241,308","138,556","19,559","685"
"경상남도  (4800000000)","3,327,298","3,327,298","260,666","321,295","372,640","390,421","531,777","577,936","479,373","247,090","127,635","17,947","518"
"제주특별자치도  (5000000000)","674,877","674,877","59,442","70,222","82,116","81,613","112,076","113,453","81,707","45,550","24,406","4,090","202"
