"행정구역","2012년06월_계_총인구수","2012년06월_계_연령구간인구수","2012년06월_계_0~9세","2012년06월_계_10~19세","2012년06월_계_20~29세","2012년06월_계_30~39세","2012년06월_계_40~49세","2012년06월_계_50~59세","2012년06월_계_60~69세","2012년06월_계_70~79세","2012년06월_계_80~89세","2012년06월_계_90~99세","2012년06월_계_100세 이상"
"전국  (0000000000)","50,832,898","50,832,898","4,657,015","6,572,483","6,655,551","8,225,986","8,856,184","7,623,743","4,294,251","2,875,215","933,988","126,401","12,081"
"서울특별시  (1100000000)","10,232,281","10,232,281","829,519","1,175,693","1,509,119","1,823,618","1,744,744","1,562,002","909,833","499,484","150,779","23,773","3,717"
"부산광역시  (2600000000)","3,542,239","3,542,239","264,364","418,833","472,227","533,435","589,657","622,256","366,161","206,793","60,357","7,029","1,127"
"대구광역시  (2700000000)","2,506,977","2,506,977","215,127","344,036","328,607","383,455","452,773","390,554","214,690","133,527","39,238","4,579","391"
"인천광역시  (2800000000)","2,820,994","2,820,994","265,913","374,665","388,203","469,885","519,231","429,277","203,470","122,673","41,397","5,800","480"
"광주광역시  (2900000000)","1,466,388","1,466,388","149,678","226,593","198,950","241,769","253,641","192,580","110,588","67,284","22,046","2,998","261"
"대전광역시  (3000000000)","1,522,595","1,522,595","152,442","214,947","210,354","253,291","267,192","221,105","110,567","67,489","22,041","2,946","221"
"울산광역시  (3100000000)","1,140,954","1,140,954","112,635","165,955","151,500","186,075","218,171","176,874","76,788","38,978","12,350","1,536","92"
"경기도  (4100000000)","12,009,150","12,009,150","1,251,679","1,644,397","1,552,870","2,079,328","2,243,635","1,675,664","825,548","537,658","172,014","24,152","2,205"
"강원도  (4200000000)","1,537,750","1,537,750","130,190","195,606","181,638","210,985","253,904","251,751","148,896","119,281","39,381","5,661","457"
"충청북도  (4300000000)","1,566,992","1,566,992","146,479","206,721","195,012","233,851","261,951","237,356","134,781","110,042","35,756","4,750","293"
"충청남도  (4400000000)","2,114,599","2,114,599","204,906","264,674","253,854","323,623","337,583","302,788","193,831","167,199","58,091","7,493","557"
"전라북도  (4500000000)","1,873,093","1,873,093","166,567","250,113","222,184","260,035","299,127","274,392","187,866","152,254","53,070","6,983","502"
"전라남도  (4600000000)","1,910,707","1,910,707","161,759","243,332","207,104","244,370","299,809","281,020","211,280","186,968","65,934","8,545","586"
"경상북도  (4700000000)","2,695,113","2,695,113","226,356","322,338","321,491","380,478","436,406","425,455","271,407","223,750","76,893","10,006","533"
"경상남도  (4800000000)","3,313,207","3,313,207","319,158","440,994","395,730","515,369","575,698","500,718","279,587","205,654","72,208","7,609","482"
"제주특별자치도  (5000000000)","579,859","579,859","60,243","83,586","66,708","86,419","102,662","79,951","48,958","36,181","12,433","2,541","177"
