"행정구역","2011년08월_계_총인구수","2011년08월_계_연령구간인구수","2011년08월_계_0~9세","2011년08월_계_10~19세","2011년08월_계_20~29세","2011년08월_계_30~39세","2011년08월_계_40~49세","2011년08월_계_50~59세","2011년08월_계_60~69세","2011년08월_계_70~79세","2011년08월_계_80~89세","2011년08월_계_90~99세","2011년08월_계_100세 이상"
"전국  (0000000000)","50,662,739","50,662,739","4,696,414","6,746,587","6,757,005","8,282,208","8,811,160","7,432,525","4,208,110","2,720,456","881,553","115,419","11,302"
"서울특별시  (1100000000)","10,277,507","10,277,507","842,644","1,221,244","1,547,473","1,844,529","1,740,918","1,550,239","895,346","465,783","143,665","22,172","3,494"
"부산광역시  (2600000000)","3,558,372","3,558,372","266,961","436,769","486,148","538,700","597,488","617,455","356,250","194,593","56,549","6,407","1,052"
"대구광역시  (2700000000)","2,510,079","2,510,079","217,889","355,932","334,772","389,397","454,651","382,190","208,257","126,077","36,426","4,123","365"
"인천광역시  (2800000000)","2,786,717","2,786,717","263,949","385,346","388,082","465,864","517,100","410,440","196,270","115,015","39,010","5,199","442"
"광주광역시  (2900000000)","1,462,915","1,462,915","152,255","231,887","202,493","242,596","250,553","187,770","108,703","62,679","20,933","2,790","256"
"대전광역시  (3000000000)","1,511,531","1,511,531","152,589","219,502","212,433","253,376","265,540","213,888","107,304","63,143","20,883","2,676","197"
"울산광역시  (3100000000)","1,131,979","1,131,979","112,805","171,517","151,394","185,725","217,905","170,079","72,826","36,559","11,685","1,397","87"
"경기도  (4100000000)","11,887,932","11,887,932","1,258,726","1,673,934","1,556,347","2,092,847","2,210,460","1,604,329","800,106","505,357","161,903","21,878","2,045"
"강원도  (4200000000)","1,533,172","1,533,172","132,855","198,877","183,891","214,067","254,570","246,311","146,296","112,958","37,672","5,253","422"
"충청북도  (4300000000)","1,558,289","1,558,289","147,421","211,271","198,441","233,538","261,433","230,581","132,220","104,937","33,830","4,340","277"
"충청남도  (4400000000)","2,092,262","2,092,262","203,842","268,311","257,422","320,325","333,419","293,775","192,913","160,919","54,062","6,761","513"
"전라북도  (4500000000)","1,872,346","1,872,346","169,205","255,630","226,873","263,274","297,083","269,249","189,868","144,134","50,225","6,337","468"
"전라남도  (4600000000)","1,911,983","1,911,983","164,078","248,875","211,295","247,169","299,082","276,665","213,499","179,893","63,051","7,806","570"
"경상북도  (4700000000)","2,692,036","2,692,036","229,166","331,304","329,046","383,934","437,024","416,686","267,556","215,117","72,545","9,154","504"
"경상남도  (4800000000)","3,300,895","3,300,895","321,494","451,646","403,327","519,819","573,056","486,062","272,307","198,484","67,407","6,855","438"
"제주특별자치도  (5000000000)","574,724","574,724","60,535","84,542","67,568","87,048","100,878","76,806","48,389","34,808","11,707","2,271","172"
