"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"전국  (0000000000)","51,652,704","51,652,704","3,775,503","4,716,775","6,674,970","6,731,509","8,165,990","8,631,102","7,147,578","3,712,470","1,825,295","262,341","9,171"
"서울특별시  (1100000000)","9,520,880","9,520,880","586,559","758,445","1,426,394","1,440,774","1,483,164","1,507,704","1,285,127","695,892","293,290","41,521","2,010"
"부산광역시  (2600000000)","3,353,627","3,353,627","220,636","266,474","417,317","406,584","502,425","555,462","548,572","297,407","122,945","15,294","511"
"대구광역시  (2700000000)","2,388,230","2,388,230","168,602","218,976","310,800","285,532","372,803","419,916","341,719","177,394","82,243","9,968","277"
"인천광역시  (2800000000)","2,946,319","2,946,319","218,194","271,348","391,498","401,742","480,658","510,589","397,525","179,068","82,331","12,928","438"
"광주광역시  (2900000000)","1,442,138","1,442,138","114,343","152,805","207,080","181,567","236,306","235,316","171,663","94,422","42,416","6,012","208"
"대전광역시  (3000000000)","1,453,675","1,453,675","107,912","142,601","210,148","189,983","231,153","240,267","190,076","92,291","42,957","6,098","189"
"울산광역시  (3100000000)","1,122,495","1,122,495","92,477","110,182","138,053","145,385","183,960","207,162","155,227","62,736","23,987","3,241","85"
"세종특별자치시  (3600000000)","369,465","369,465","46,913","45,439","38,251","61,298","72,186","48,474","33,344","14,704","7,533","1,285","38"
"경기도  (4100000000)","13,557,973","13,557,973","1,103,092","1,322,710","1,802,051","1,899,719","2,293,799","2,270,910","1,663,383","772,918","372,378","54,952","2,061"
"강원도  (4200000000)","1,538,273","1,538,273","101,330","134,178","175,632","162,898","219,290","264,619","259,431","132,719","76,160","11,598","418"
"충청북도  (4300000000)","1,597,019","1,597,019","117,375","146,547","194,924","190,993","236,989","270,634","240,966","119,947","68,819","9,532","293"
"충청남도  (4400000000)","2,119,529","2,119,529","163,587","200,859","238,690","260,233","325,143","340,365","299,047","172,222","103,601","15,323","459"
"전라북도  (4500000000)","1,788,616","1,788,616","120,244","170,547","207,328","182,723","260,016","298,709","267,848","170,880","95,174","14,708","439"
"전라남도  (4600000000)","1,833,864","1,833,864","124,403","163,429","194,193","178,946","252,438","312,312","284,327","191,177","115,039","17,082","518"
"경상북도  (4700000000)","2,627,468","2,627,468","179,383","222,205","276,881","280,402","377,057","454,422","432,158","243,700","140,516","20,133","611"
"경상남도  (4800000000)","3,316,365","3,316,365","252,126","319,712","364,578","381,635","527,310","579,473","492,612","249,261","130,753","18,480","425"
"제주특별자치도  (5000000000)","676,768","676,768","58,327","70,318","81,152","81,095","111,293","114,768","84,553","45,732","25,153","4,186","191"
