"행정구역","2008년06월_계_총인구수","2008년06월_계_연령구간인구수","2008년06월_계_0~9세","2008년06월_계_10~19세","2008년06월_계_20~29세","2008년06월_계_30~39세","2008년06월_계_40~49세","2008년06월_계_50~59세","2008년06월_계_60~69세","2008년06월_계_70~79세","2008년06월_계_80~89세","2008년06월_계_90~99세","2008년06월_계_100세 이상"
"전국  (0000000000)","49,387,462","49,387,462","5,172,746","6,825,656","7,265,719","8,587,927","8,594,957","5,970,999","3,909,948","2,274,730","700,960","81,594","2,226"
"서울특별시  (1100000000)","10,196,863","10,196,863","944,302","1,281,219","1,717,555","1,911,250","1,715,790","1,314,797","813,408","369,595","114,376","14,168","403"
"부산광역시  (2600000000)","3,573,520","3,573,520","302,277","470,724","554,884","559,045","628,755","531,885","321,054","156,648","43,981","4,157","110"
"대구광역시  (2700000000)","2,491,589","2,491,589","248,471","369,276","366,670","415,837","452,940","314,417","188,908","103,368","28,648","2,981","73"
"인천광역시  (2800000000)","2,684,524","2,684,524","286,980","397,004","402,271","476,714","508,588","308,327","175,309","95,460","30,325","3,458","88"
"광주광역시  (2900000000)","1,417,096","1,417,096","168,527","227,615","217,395","247,221","237,688","151,280","96,912","51,777","16,562","2,060","59"
"대전광역시  (3000000000)","1,477,153","1,477,153","167,602","222,883","228,652","263,470","258,010","169,710","95,520","52,549","16,728","1,979","50"
"울산광역시  (3100000000)","1,106,051","1,106,051","125,482","177,242","160,214","195,897","215,507","130,532","60,950","29,741","9,433","1,036","17"
"경기도  (4100000000)","11,194,861","11,194,861","1,342,363","1,623,563","1,584,180","2,140,696","2,053,322","1,177,574","723,948","409,532","124,740","14,571","372"
"강원도  (4200000000)","1,505,842","1,505,842","151,177","198,273","198,247","229,004","257,908","191,889","151,213","93,158","30,867","3,986","120"
"충청북도  (4300000000)","1,513,231","1,513,231","160,681","211,415","211,961","241,933","255,386","179,997","130,576","90,236","27,602","3,362","82"
"충청남도  (4400000000)","2,007,950","2,007,950","215,245","261,104","273,893","319,563","321,859","238,956","185,758","143,083","43,149","5,205","135"
"전라북도  (4500000000)","1,854,855","1,854,855","190,883","257,649","247,163","278,112","294,972","228,624","182,707","128,314","41,403","4,856","172"
"전라남도  (4600000000)","1,923,423","1,923,423","190,394","252,499","236,103","266,923","301,986","238,400","220,085","160,708","50,149","5,953","223"
"경상북도  (4700000000)","2,675,176","2,675,176","259,829","340,768","360,117","408,803","440,696","346,745","261,966","188,184","60,831","7,090","147"
"경상남도  (4800000000)","3,205,606","3,205,606","350,655","452,846","432,661","539,228","558,010","386,020","255,285","173,227","52,728","4,829","117"
"제주특별자치도  (5000000000)","559,722","559,722","67,878","81,576","73,753","94,231","93,540","61,846","46,349","29,150","9,438","1,903","58"
