"행정구역","2011년03월_계_총인구수","2011년03월_계_연령구간인구수","2011년03월_계_0~9세","2011년03월_계_10~19세","2011년03월_계_20~29세","2011년03월_계_30~39세","2011년03월_계_40~49세","2011년03월_계_50~59세","2011년03월_계_60~69세","2011년03월_계_70~79세","2011년03월_계_80~89세","2011년03월_계_90~99세","2011년03월_계_100세 이상"
"전국  (0000000000)","50,575,130","50,575,130","4,721,767","6,793,378","6,814,979","8,339,741","8,826,527","7,225,145","4,200,336","2,661,465","867,485","112,813","11,494"
"서울특별시  (1100000000)","10,307,783","10,307,783","850,665","1,237,586","1,569,711","1,861,510","1,747,196","1,521,672","897,702","453,627","142,437","22,006","3,671"
"부산광역시  (2600000000)","3,564,873","3,564,873","268,583","443,334","494,006","541,192","604,151","606,705","354,053","189,864","55,620","6,284","1,081"
"대구광역시  (2700000000)","2,511,231","2,511,231","220,170","359,297","338,225","392,994","457,260","372,916","207,053","123,217","35,730","4,006","363"
"인천광역시  (2800000000)","2,768,648","2,768,648","263,274","388,641","388,594","465,207","517,755","394,728","194,763","112,049","38,167","5,027","443"
"광주광역시  (2900000000)","1,458,326","1,458,326","153,262","232,841","203,946","243,878","249,457","182,586","107,842","60,884","20,649","2,713","268"
"대전광역시  (3000000000)","1,506,995","1,506,995","153,075","221,018","213,984","254,449","265,477","207,552","106,580","61,551","20,494","2,631","184"
"울산광역시  (3100000000)","1,128,324","1,128,324","113,238","173,318","151,767","186,646","218,795","164,514","71,423","35,686","11,481","1,360","96"
"경기도  (4100000000)","11,829,316","11,829,316","1,263,400","1,677,559","1,561,985","2,107,469","2,204,124","1,543,151","797,381","491,909","159,025","21,268","2,045"
"강원도  (4200000000)","1,529,915","1,529,915","134,247","199,660","184,887","216,329","255,837","238,182","147,574","110,493","37,114","5,170","422"
"충청북도  (4300000000)","1,552,707","1,552,707","147,886","212,451","199,715","234,665","262,314","222,582","132,467","102,756","33,382","4,211","278"
"충청남도  (4400000000)","2,081,390","2,081,390","203,825","268,701","259,290","320,642","333,023","284,502","192,656","158,545","53,073","6,616","517"
"전라북도  (4500000000)","1,868,476","1,868,476","170,332","256,446","228,416","265,679","296,983","262,982","189,596","142,010","49,295","6,271","466"
"전라남도  (4600000000)","1,914,176","1,914,176","165,578","250,819","213,649","251,075","299,671","271,166","215,075","176,793","62,176","7,594","580"
"경상북도  (4700000000)","2,687,521","2,687,521","230,387","333,171","331,652","386,309","439,693","406,178","266,805","212,477","71,396","8,967","486"
"경상남도  (4800000000)","3,293,002","3,293,002","322,835","453,951","407,110","523,331","575,170","471,193","270,996","195,600","65,856","6,540","420"
"제주특별자치도  (5000000000)","572,447","572,447","61,010","84,585","68,042","88,366","99,621","74,536","48,370","34,004","11,590","2,149","174"
