"행정구역","2017년05월_계_총인구수","2017년05월_계_연령구간인구수","2017년05월_계_0~9세","2017년05월_계_10~19세","2017년05월_계_20~29세","2017년05월_계_30~39세","2017년05월_계_40~49세","2017년05월_계_50~59세","2017년05월_계_60~69세","2017년05월_계_70~79세","2017년05월_계_80~89세","2017년05월_계_90~99세","2017년05월_계_100세 이상"
"전국  (0000000000)","51,732,586","51,732,586","4,519,915","5,392,999","6,773,950","7,473,487","8,730,445","8,479,519","5,482,102","3,301,064","1,376,666","184,896","17,543"
"서울특별시  (1100000000)","9,919,016","9,919,016","750,415","916,728","1,450,077","1,609,057","1,663,287","1,568,973","1,088,635","618,465","215,576","32,406","5,397"
"부산광역시  (2600000000)","3,489,212","3,489,212","264,506","318,265","453,680","478,079","551,077","607,456","461,967","252,317","89,392","10,918","1,555"
"대구광역시  (2700000000)","2,482,476","2,482,476","205,424","267,992","331,441","329,941","426,008","424,968","274,987","153,854","60,424","6,835","602"
"인천광역시  (2800000000)","2,946,270","2,946,270","266,173","306,342","407,552","446,633","508,212","506,294","282,019","152,076","61,241","8,956","772"
"광주광역시  (2900000000)","1,466,741","1,466,741","138,843","183,595","202,367","210,141","255,027","224,792","134,573","81,019","31,691","4,343","350"
"대전광역시  (3000000000)","1,509,587","1,509,587","139,243","172,070","213,921","220,003","260,824","240,095","146,714","79,599","32,489","4,310","319"
"울산광역시  (3100000000)","1,167,960","1,167,960","114,558","129,335","157,641","174,761","203,636","206,771","112,242","48,602","17,963","2,307","144"
"세종특별자치시  (3600000000)","259,157","259,157","37,436","29,408","27,900","48,729","47,634","31,233","19,330","11,233","5,473","736","45"
"경기도  (4100000000)","12,775,175","12,775,175","1,241,807","1,424,877","1,698,627","1,945,825","2,305,017","2,055,054","1,141,005","656,592","266,005","37,056","3,310"
"강원도  (4200000000)","1,547,453","1,547,453","119,389","160,342","183,398","183,104","243,365","271,831","187,175","134,039","55,758","8,383","669"
"충청북도  (4300000000)","1,592,573","1,592,573","139,933","168,630","198,608","211,082","256,433","266,819","175,104","114,932","53,808","6,741","483"
"충청남도  (4400000000)","2,105,959","2,105,959","196,569","220,167","246,284","294,449","334,985","327,996","230,114","160,107","84,037","10,510","741"
"전라북도  (4500000000)","1,858,927","1,858,927","154,587","203,887","218,824","221,894","292,550","301,148","219,600","158,305","77,622","9,818","692"
"전라남도  (4600000000)","1,899,088","1,899,088","154,775","195,791","204,927","216,605","284,115","315,783","232,513","190,656","91,198","11,968","757"
"경상북도  (4700000000)","2,692,859","2,692,859","219,377","259,244","305,090","334,900","416,537","461,310","342,417","227,528","111,431","14,219","806"
"경상남도  (4800000000)","3,372,586","3,372,586","312,618","361,226","395,947","461,386","568,133","566,383","370,357","220,421","103,202","12,268","645"
"제주특별자치도  (5000000000)","647,547","647,547","64,262","75,100","77,666","86,898","113,605","102,613","63,350","41,319","19,356","3,122","256"
