"행정구역","2009년01월_계_총인구수","2009년01월_계_연령구간인구수","2009년01월_계_0~9세","2009년01월_계_10~19세","2009년01월_계_20~29세","2009년01월_계_30~39세","2009년01월_계_40~49세","2009년01월_계_50~59세","2009년01월_계_60~69세","2009년01월_계_70~79세","2009년01월_계_80~89세","2009년01월_계_90~99세","2009년01월_계_100세 이상"
"전국  (0000000000)","49,552,045","49,552,045","5,075,485","6,817,010","7,202,109","8,464,800","8,683,616","6,169,182","3,971,033","2,348,296","733,312","84,810","2,392"
"서울특별시  (1100000000)","10,207,304","10,207,304","927,576","1,271,610","1,694,987","1,890,716","1,724,061","1,347,523","830,979","385,011","119,659","14,754","428"
"부산광역시  (2600000000)","3,562,642","3,562,642","294,472","464,283","545,176","549,024","625,302","542,885","328,511","162,175","46,369","4,327","118"
"대구광역시  (2700000000)","2,493,192","2,493,192","242,753","367,233","362,271","407,326","457,331","322,567","193,431","106,822","30,310","3,057","91"
"인천광역시  (2800000000)","2,693,123","2,693,123","280,942","394,913","401,416","468,373","511,810","322,424","178,835","98,726","31,951","3,636","97"
"광주광역시  (2900000000)","1,423,519","1,423,519","164,903","228,905","215,192","243,463","242,364","156,435","99,320","53,540","17,195","2,136","66"
"대전광역시  (3000000000)","1,481,516","1,481,516","164,476","222,778","225,585","259,516","261,675","175,724","97,791","54,419","17,406","2,092","54"
"울산광역시  (3100000000)","1,112,579","1,112,579","123,297","177,000","160,040","192,539","218,214","136,237","63,353","30,834","9,969","1,080","16"
"경기도  (4100000000)","11,300,278","11,300,278","1,323,657","1,634,428","1,582,816","2,115,567","2,093,015","1,238,487","739,047","426,008","131,486","15,340","427"
"강원도  (4200000000)","1,507,799","1,507,799","147,475","198,087","195,966","224,999","258,451","199,361","150,761","96,444","31,985","4,149","121"
"충청북도  (4300000000)","1,519,648","1,519,648","157,693","211,668","210,253","238,453","258,289","187,209","131,116","92,639","28,739","3,502","87"
"충청남도  (4400000000)","2,019,111","2,019,111","212,081","262,566","272,255","316,196","326,549","245,627","186,621","146,327","45,391","5,363","135"
"전라북도  (4500000000)","1,855,171","1,855,171","185,992","257,648","244,365","272,725","298,479","233,859","182,632","131,301","42,973","5,027","170"
"전라남도  (4600000000)","1,918,310","1,918,310","184,788","252,053","232,490","260,978","303,669","243,046","219,313","163,837","51,867","6,050","219"
"경상북도  (4700000000)","2,672,528","2,672,528","253,931","338,108","355,200","400,492","443,783","354,608","263,486","192,405","62,978","7,371","166"
"경상남도  (4800000000)","3,224,676","3,224,676","345,269","453,667","431,066","532,780","565,619","399,491","258,884","177,450","55,310","5,011","129"
"제주특별자치도  (5000000000)","560,649","560,649","66,180","82,063","73,031","91,653","95,005","63,699","46,953","30,358","9,724","1,915","68"
