"행정구역","2016년06월_계_총인구수","2016년06월_계_연령구간인구수","2016년06월_계_0~9세","2016년06월_계_10~19세","2016년06월_계_20~29세","2016년06월_계_30~39세","2016년06월_계_40~49세","2016년06월_계_50~59세","2016년06월_계_60~69세","2016년06월_계_70~79세","2016년06월_계_80~89세","2016년06월_계_90~99세","2016년06월_계_100세 이상"
"전국  (0000000000)","51,619,330","51,619,330","4,587,808","5,594,214","6,723,602","7,598,730","8,825,116","8,388,599","5,246,856","3,186,495","1,279,439","171,492","16,979"
"서울특별시  (1100000000)","9,989,795","9,989,795","774,096","959,379","1,449,303","1,646,557","1,690,150","1,581,825","1,062,651","589,380","200,671","30,502","5,281"
"부산광역시  (2600000000)","3,509,462","3,509,462","268,054","335,253","456,073","489,429","562,851","616,761","445,405","241,603","82,507","9,990","1,536"
"대구광역시  (2700000000)","2,484,864","2,484,864","207,370","281,340","328,240","337,813","434,018","421,576","263,286","148,349","56,089","6,218","565"
"인천광역시  (2800000000)","2,935,314","2,935,314","271,059","317,340","404,217","452,976","514,105","499,403","266,309","143,960","56,959","8,250","736"
"광주광역시  (2900000000)","1,472,285","1,472,285","142,393","192,162","200,348","218,082","256,924","220,766","130,445","77,340","29,496","3,993","336"
"대전광역시  (3000000000)","1,516,208","1,516,208","143,289","180,097","212,176","225,236","265,711","238,953","139,590","76,478","30,377","3,993","308"
"울산광역시  (3100000000)","1,173,143","1,173,143","116,396","135,912","158,610","179,088","209,022","203,866","105,093","46,169","16,729","2,120","138"
"세종특별자치시  (3600000000)","230,327","230,327","33,038","25,596","25,081","43,802","41,514","27,839","17,168","10,561","5,038","646","44"
"경기도  (4100000000)","12,610,877","12,610,877","1,249,989","1,459,264","1,663,551","1,957,186","2,306,740","1,995,924","1,072,618","624,225","244,072","34,137","3,171"
"강원도  (4200000000)","1,548,603","1,548,603","122,444","166,947","183,624","187,035","248,222","270,858","177,531","131,761","51,623","7,929","629"
"충청북도  (4300000000)","1,586,943","1,586,943","141,785","175,614","196,871","214,037","260,669","262,841","164,795","113,521","50,137","6,206","467"
"충청남도  (4400000000)","2,085,844","2,085,844","197,385","225,657","243,791","295,006","334,905","321,026","220,751","158,528","78,366","9,719","710"
"전라북도  (4500000000)","1,865,900","1,865,900","158,625","212,270","217,811","228,729","297,926","297,961","215,278","154,461","73,182","8,981","676"
"전라남도  (4600000000)","1,904,314","1,904,314","157,359","204,572","204,947","221,979","288,450","312,590","227,932","188,960","85,527","11,240","758"
"경상북도  (4700000000)","2,702,385","2,702,385","223,555","270,725","308,623","343,747","425,019","459,422","327,191","225,604","104,601","13,118","780"
"경상남도  (4800000000)","3,368,792","3,368,792","316,916","375,526","395,343","471,377","577,247","558,033","350,684","215,690","96,016","11,337","623"
"제주특별자치도  (5000000000)","634,274","634,274","64,055","76,560","74,993","86,651","111,643","98,955","60,129","39,905","18,049","3,113","221"
