"행정구역","2020년02월_계_총인구수","2020년02월_계_연령구간인구수","2020년02월_계_0~9세","2020년02월_계_10~19세","2020년02월_계_20~29세","2020년02월_계_30~39세","2020년02월_계_40~49세","2020년02월_계_50~59세","2020년02월_계_60~69세","2020년02월_계_70~79세","2020년02월_계_80~89세","2020년02월_계_90~99세","2020년02월_계_100세 이상"
"전국  (0000000000)","51,844,627","51,844,627","4,134,824","4,920,794","6,786,097","7,026,850","8,397,417","8,666,798","6,385,073","3,612,980","1,656,304","236,899","20,591"
"서울특별시  (1100000000)","9,736,962","9,736,962","658,355","813,563","1,455,903","1,505,729","1,563,968","1,539,385","1,200,518","688,818","263,939","40,404","6,380"
"부산광역시  (2600000000)","3,410,925","3,410,925","241,624","281,120","434,692","431,911","518,321","580,966","511,174","285,602","109,312","14,396","1,807"
"대구광역시  (2700000000)","2,432,883","2,432,883","186,623","234,528","321,487","303,397","391,997","428,622","311,274","171,217","74,227","8,817","694"
"인천광역시  (2800000000)","2,954,955","2,954,955","239,941","281,097","405,835","417,708","490,716","515,758","344,843","172,269","74,306","11,574","908"
"광주광역시  (2900000000)","1,456,121","1,456,121","125,396","162,728","207,554","191,432","244,903","234,048","155,056","91,020","38,050","5,529","405"
"대전광역시  (3000000000)","1,473,125","1,473,125","120,476","151,861","212,143","199,106","242,381","243,526","170,291","88,289","39,190","5,523","339"
"울산광역시  (3100000000)","1,145,710","1,145,710","103,399","115,623","147,745","158,271","190,698","211,255","136,520","57,438","21,610","2,991","160"
"세종특별자치시  (3600000000)","343,788","343,788","47,454","40,574","36,273","61,442","65,714","42,907","27,813","13,609","6,863","1,084","55"
"경기도  (4100000000)","13,265,377","13,265,377","1,178,548","1,347,854","1,769,080","1,917,785","2,299,179","2,205,106","1,422,638","742,296","330,231","48,650","4,010"
"강원도  (4200000000)","1,539,521","1,539,521","108,694","141,975","179,813","169,694","227,950","269,666","226,444","135,668","68,321","10,493","803"
"충청북도  (4300000000)","1,598,599","1,598,599","128,290","153,119","198,910","198,768","243,982","273,857","209,926","119,037","63,513","8,656","541"
"충청남도  (4400000000)","2,120,995","2,120,995","179,808","206,578","243,748","276,553","329,789","340,568","264,305","167,339","97,941","13,481","885"
"전라북도  (4500000000)","1,815,112","1,815,112","135,297","180,675","212,339","195,971","274,471","303,074","244,901","165,445","89,352","12,770","817"
"전라남도  (4600000000)","1,861,894","1,861,894","137,868","172,888","202,760","193,083","265,366","317,226","259,385","191,719","105,793","14,984","822"
"경상북도  (4700000000)","2,658,956","2,658,956","198,214","233,506","291,097","303,472","390,995","464,427","389,498","238,482","130,716","17,589","960"
"경상남도  (4800000000)","3,358,828","3,358,828","282,751","331,566","384,750","418,383","543,911","585,186","435,315","240,111","119,977","16,139","739"
"제주특별자치도  (5000000000)","670,876","670,876","62,086","71,539","81,968","84,145","113,076","111,221","75,172","44,621","22,963","3,819","266"
