"행정구역","2015년04월_계_총인구수","2015년04월_계_연령구간인구수","2015년04월_계_0~9세","2015년04월_계_10~19세","2015년04월_계_20~29세","2015년04월_계_30~39세","2015년04월_계_40~49세","2015년04월_계_50~59세","2015년04월_계_60~69세","2015년04월_계_70~79세","2015년04월_계_80~89세","2015년04월_계_90~99세","2015년04월_계_100세 이상"
"전국  (0000000000)","51,395,238","51,395,238","4,590,307","5,892,272","6,651,898","7,749,678","8,916,704","8,233,097","4,854,260","3,166,434","1,165,279","159,850","15,459"
"서울특별시  (1100000000)","10,094,889","10,094,889","789,710","1,025,089","1,458,737","1,699,024","1,725,011","1,595,639","1,007,592","576,566","183,686","28,995","4,840"
"부산광역시  (2600000000)","3,515,439","3,515,439","264,572","359,691","455,460","499,330","574,156","624,344","413,738","238,356","75,280","9,072","1,440"
"대구광역시  (2700000000)","2,491,545","2,491,545","208,300","300,895","324,359","348,920","443,763","416,260","242,749","149,439","50,555","5,786","519"
"인천광역시  (2800000000)","2,910,307","2,910,307","270,568","333,849","399,644","458,171","519,671","485,657","242,578","140,225","51,593","7,693","658"
"광주광역시  (2900000000)","1,477,609","1,477,609","144,632","204,010","198,380","226,129","261,194","213,575","122,887","75,662","27,100","3,729","311"
"대전광역시  (3000000000)","1,527,314","1,527,314","147,150","191,984","210,556","234,255","269,740","237,858","128,535","75,562","27,655","3,756","263"
"울산광역시  (3100000000)","1,169,433","1,169,433","115,456","144,816","156,843","181,932","215,257","197,678","94,495","45,489","15,360","1,978","129"
"세종특별자치시  (3600000000)","178,656","178,656","23,985","20,208","19,433","32,678","31,404","22,598","13,496","9,903","4,332","587","32"
"경기도  (4100000000)","12,405,279","12,405,279","1,244,189","1,513,962","1,618,331","1,977,194","2,304,389","1,914,399","972,889","606,707","218,929","31,434","2,856"
"강원도  (4200000000)","1,543,811","1,543,811","123,825","176,492","181,762","191,759","251,906","266,927","164,950","131,061","47,311","7,241","577"
"충청북도  (4300000000)","1,579,291","1,579,291","142,151","185,630","194,128","218,506","264,313","256,542","151,163","115,343","45,376","5,734","405"
"충청남도  (4400000000)","2,065,609","2,065,609","196,353","234,016","241,357","299,245","332,489","315,762","202,845","162,798","71,038","9,077","629"
"전라북도  (4500000000)","1,869,900","1,869,900","160,634","224,680","217,018","236,726","302,812","292,646","203,211","156,306","66,688","8,568","611"
"전라남도  (4600000000)","1,902,212","1,902,212","157,124","216,687","202,732","226,123","295,488","303,849","217,945","191,459","79,361","10,720","724"
"경상북도  (4700000000)","2,696,837","2,696,837","222,610","285,716","310,115","351,572","432,250","451,406","300,470","233,967","95,897","12,127","707"
"경상남도  (4800000000)","3,354,602","3,354,602","316,841","395,869","391,623","483,030","583,563","545,260","319,843","218,893","88,876","10,251","553"
"제주특별자치도  (5000000000)","612,505","612,505","62,207","78,678","71,420","85,084","109,298","92,697","54,874","38,698","16,242","3,102","205"
