"행정구역","2017년12월_계_총인구수","2017년12월_계_연령구간인구수","2017년12월_계_0~9세","2017년12월_계_10~19세","2017년12월_계_20~29세","2017년12월_계_30~39세","2017년12월_계_40~49세","2017년12월_계_50~59세","2017년12월_계_60~69세","2017년12월_계_70~79세","2017년12월_계_80~89세","2017년12월_계_90~99세","2017년12월_계_100세 이상"
"전국  (0000000000)","51,778,544","51,778,544","4,435,198","5,304,425","6,810,967","7,368,649","8,702,752","8,490,204","5,657,264","3,379,106","1,419,599","192,530","17,850"
"서울특별시  (1100000000)","9,857,426","9,857,426","728,462","894,656","1,447,115","1,579,189","1,647,989","1,553,543","1,109,052","635,309","223,113","33,479","5,519"
"부산광역시  (2600000000)","3,470,653","3,470,653","258,732","310,044","451,791","467,624","545,052","599,544","472,617","259,903","92,153","11,579","1,614"
"대구광역시  (2700000000)","2,475,231","2,475,231","201,043","261,756","332,212","324,015","421,146","424,677","282,918","157,294","62,457","7,098","615"
"인천광역시  (2800000000)","2,948,542","2,948,542","259,925","301,563","409,811","439,665","506,584","507,101","293,572","156,769","63,429","9,332","791"
"광주광역시  (2900000000)","1,463,770","1,463,770","135,873","179,807","203,610","205,522","253,204","225,935","138,675","83,744","32,556","4,499","345"
"대전광역시  (3000000000)","1,502,227","1,502,227","135,218","168,005","213,973","215,284","258,705","239,297","152,044","81,244","33,602","4,541","314"
"울산광역시  (3100000000)","1,165,132","1,165,132","112,441","126,894","156,966","171,065","201,695","207,642","116,984","50,444","18,430","2,418","153"
"세종특별자치시  (3600000000)","280,100","280,100","40,172","32,063","30,266","52,407","52,120","33,671","21,100","11,710","5,768","774","49"
"경기도  (4100000000)","12,873,895","12,873,895","1,226,500","1,410,636","1,721,524","1,934,989","2,313,960","2,077,756","1,192,377","677,314","276,699","38,771","3,369"
"강원도  (4200000000)","1,550,142","1,550,142","116,726","156,946","185,914","180,188","242,216","270,839","194,407","135,621","57,862","8,726","697"
"충청북도  (4300000000)","1,594,432","1,594,432","137,206","165,826","199,663","207,682","255,596","267,036","182,281","116,357","55,312","6,996","477"
"충청남도  (4400000000)","2,116,770","2,116,770","193,878","218,457","248,359","292,363","336,528","330,207","237,184","161,824","86,297","10,919","754"
"전라북도  (4500000000)","1,854,607","1,854,607","150,817","199,956","219,942","215,957","291,298","300,220","224,916","160,990","79,365","10,440","706"
"전라남도  (4600000000)","1,896,424","1,896,424","151,229","191,645","207,412","212,235","281,291","316,532","237,209","192,849","93,150","12,133","739"
"경상북도  (4700000000)","2,691,706","2,691,706","215,451","254,396","305,390","329,087","414,254","461,486","352,151","230,114","113,788","14,776","813"
"경상남도  (4800000000)","3,380,404","3,380,404","307,415","356,902","397,268","454,065","566,645","569,852","383,935","225,324","105,518","12,827","653"
"제주특별자치도  (5000000000)","657,083","657,083","64,110","74,873","79,751","87,312","114,469","104,866","65,842","42,296","20,100","3,222","242"
