"행정구역","2018년08월_계_총인구수","2018년08월_계_연령구간인구수","2018년08월_계_0~9세","2018년08월_계_10~19세","2018년08월_계_20~29세","2018년08월_계_30~39세","2018년08월_계_40~49세","2018년08월_계_50~59세","2018년08월_계_60~69세","2018년08월_계_70~79세","2018년08월_계_80~89세","2018년08월_계_90~99세","2018년08월_계_100세 이상"
"전국  (0000000000)","51,812,153","51,812,153","4,350,004","5,186,107","6,829,448","7,299,109","8,562,968","8,581,048","5,834,909","3,461,282","1,485,610","203,163","18,505"
"서울특별시  (1100000000)","9,799,075","9,799,075","702,114","868,026","1,454,740","1,556,915","1,609,734","1,550,045","1,129,103","653,817","233,623","35,215","5,743"
"부산광역시  (2600000000)","3,451,049","3,451,049","254,328","300,197","448,299","459,020","532,957","595,432","481,569","268,907","96,382","12,310","1,648"
"대구광역시  (2700000000)","2,467,385","2,467,385","197,276","253,014","332,880","320,293","409,432","430,355","288,259","162,034","65,639","7,582","621"
"인천광역시  (2800000000)","2,953,206","2,953,206","254,441","295,033","410,707","435,225","498,798","512,405","307,066","162,301","66,550","9,857","823"
"광주광역시  (2900000000)","1,461,463","1,461,463","132,753","174,247","205,769","202,334","249,097","229,439","142,641","85,822","34,323","4,675","363"
"대전광역시  (3000000000)","1,494,286","1,494,286","130,694","162,621","214,621","211,346","252,834","241,611","156,475","83,633","35,270","4,867","314"
"울산광역시  (3100000000)","1,157,964","1,157,964","109,828","122,726","154,749","167,729","196,798","209,706","121,887","52,589","19,265","2,532","155"
"세종특별자치시  (3600000000)","305,648","305,648","43,719","35,543","32,913","57,121","56,842","37,079","23,160","12,316","6,056","846","53"
"경기도  (4100000000)","13,012,486","13,012,486","1,216,536","1,396,665","1,742,573","1,942,610","2,299,070","2,125,015","1,253,043","700,341","291,991","41,121","3,521"
"강원도  (4200000000)","1,543,668","1,543,668","114,018","152,155","182,979","176,556","236,575","271,847","202,478","136,275","60,899","9,181","705"
"충청북도  (4300000000)","1,596,324","1,596,324","134,730","161,580","200,120","206,169","250,902","269,973","189,684","117,696","57,638","7,322","510"
"충청남도  (4400000000)","2,123,368","2,123,368","190,948","215,132","247,921","290,194","333,918","335,592","243,935","163,430","89,873","11,651","774"
"전라북도  (4500000000)","1,841,427","1,841,427","146,160","193,311","217,974","210,600","285,011","303,264","228,743","162,371","82,202","11,063","728"
"전라남도  (4600000000)","1,884,285","1,884,285","147,139","185,780","205,517","206,808","274,954","318,803","242,232","191,975","97,651","12,643","783"
"경상북도  (4700000000)","2,678,272","2,678,272","210,167","247,233","300,894","322,149","404,156","466,289","359,573","233,345","118,084","15,539","843"
"경상남도  (4800000000)","3,376,730","3,376,730","300,882","348,744","395,521","446,170","557,543","576,640","396,752","231,099","109,218","13,486","675"
"제주특별자치도  (5000000000)","665,517","665,517","64,271","74,100","81,271","87,870","114,347","107,553","68,309","43,331","20,946","3,273","246"
