"행정구역","2017년04월_계_총인구수","2017년04월_계_연령구간인구수","2017년04월_계_0~9세","2017년04월_계_10~19세","2017년04월_계_20~29세","2017년04월_계_30~39세","2017년04월_계_40~49세","2017년04월_계_50~59세","2017년04월_계_60~69세","2017년04월_계_70~79세","2017년04월_계_80~89세","2017년04월_계_90~99세","2017년04월_계_100세 이상"
"전국  (0000000000)","51,722,903","51,722,903","4,526,269","5,408,061","6,766,120","7,481,670","8,741,269","8,474,119","5,463,878","3,290,319","1,369,796","183,911","17,491"
"서울특별시  (1100000000)","9,922,745","9,922,745","751,866","920,609","1,448,561","1,610,560","1,666,030","1,570,403","1,086,636","616,067","214,351","32,278","5,384"
"부산광역시  (2600000000)","3,491,282","3,491,282","264,860","319,599","453,709","479,150","552,179","608,236","460,818","251,374","88,962","10,844","1,551"
"대구광역시  (2700000000)","2,483,105","2,483,105","205,712","269,076","330,939","330,727","427,035","424,507","274,338","153,213","60,155","6,804","599"
"인천광역시  (2800000000)","2,945,305","2,945,305","266,632","307,228","407,153","447,083","508,699","505,803","280,787","151,252","61,003","8,893","772"
"광주광역시  (2900000000)","1,467,002","1,467,002","139,159","184,326","201,867","210,610","255,319","224,641","134,196","80,710","31,497","4,326","351"
"대전광역시  (3000000000)","1,511,396","1,511,396","139,857","173,046","213,590","220,690","261,533","240,157","146,213","79,333","32,367","4,295","315"
"울산광역시  (3100000000)","1,168,501","1,168,501","114,829","129,736","157,722","175,224","204,084","206,505","111,759","48,351","17,860","2,288","143"
"세종특별자치시  (3600000000)","254,112","254,112","36,625","28,865","27,315","47,759","46,675","30,606","18,980","11,110","5,388","744","45"
"경기도  (4100000000)","12,763,961","12,763,961","1,243,421","1,426,541","1,695,679","1,946,982","2,306,053","2,051,245","1,135,553","653,867","264,470","36,853","3,297"
"강원도  (4200000000)","1,547,579","1,547,579","119,673","160,924","183,469","183,363","243,807","271,720","186,302","133,804","55,511","8,336","670"
"충청북도  (4300000000)","1,592,492","1,592,492","140,234","169,123","198,290","211,330","257,011","266,564","174,317","114,779","53,660","6,701","483"
"충청남도  (4400000000)","2,104,463","2,104,463","196,681","220,600","245,908","294,329","335,184","327,610","229,339","159,869","83,718","10,490","735"
"전라북도  (4500000000)","1,859,703","1,859,703","154,951","204,336","218,703","222,476","293,205","301,035","219,396","157,896","77,256","9,755","694"
"전라남도  (4600000000)","1,899,604","1,899,604","154,989","196,467","204,975","217,012","284,707","315,665","232,053","190,529","90,535","11,913","759"
"경상북도  (4700000000)","2,693,810","2,693,810","219,544","260,167","305,275","335,703","417,363","461,243","341,440","227,079","111,079","14,108","809"
"경상남도  (4800000000)","3,371,703","3,371,703","313,005","362,180","395,699","461,845","568,977","565,910","368,701","219,868","102,711","12,172","635"
"제주특별자치도  (5000000000)","646,140","646,140","64,231","75,238","77,266","86,827","113,408","102,269","63,050","41,218","19,273","3,111","249"
