"행정구역","2022년07월_계_총인구수","2022년07월_계_연령구간인구수","2022년07월_계_0~9세","2022년07월_계_10~19세","2022년07월_계_20~29세","2022년07월_계_30~39세","2022년07월_계_40~49세","2022년07월_계_50~59세","2022년07월_계_60~69세","2022년07월_계_70~79세","2022년07월_계_80~89세","2022년07월_계_90~99세","2022년07월_계_100세 이상"
"전국  (0000000000)","51,574,446","51,574,446","3,624,681","4,696,767","6,531,636","6,647,003","8,134,712","8,651,892","7,279,621","3,807,864","1,918,134","273,603","8,533"
"서울특별시  (1100000000)","9,493,211","9,493,211","561,651","752,130","1,411,442","1,430,515","1,468,788","1,507,446","1,291,759","712,955","311,999","42,783","1,743"
"부산광역시  (2600000000)","3,334,595","3,334,595","211,960","265,244","404,464","400,134","499,292","549,731","551,884","305,525","129,948","15,979","434"
"대구광역시  (2700000000)","2,374,120","2,374,120","161,775","217,375","301,782","281,414","368,010","417,484","346,375","182,613","86,396","10,632","264"
"인천광역시  (2800000000)","2,960,580","2,960,580","211,842","270,973","383,741","402,942","482,412","512,005","409,817","186,215","86,823","13,370","440"
"광주광역시  (2900000000)","1,434,703","1,434,703","109,608","150,856","201,819","178,529","235,238","237,542","173,953","95,736","45,058","6,174","190"
"대전광역시  (3000000000)","1,448,182","1,448,182","104,279","140,345","206,213","188,095","229,074","239,834","193,847","94,538","45,394","6,385","178"
"울산광역시  (3100000000)","1,114,753","1,114,753","87,935","109,438","132,982","141,620","182,689","206,005","159,562","65,710","25,412","3,337","63"
"세종특별자치시  (3600000000)","380,889","380,889","46,705","47,700","38,928","61,430","75,615","50,972","34,807","15,418","7,929","1,354","31"
"경기도  (4100000000)","13,589,362","13,589,362","1,064,380","1,325,056","1,766,235","1,883,688","2,293,537","2,294,241","1,709,964","800,841","392,251","57,269","1,900"
"강원도  (4200000000)","1,539,178","1,539,178","98,196","132,467","172,308","161,042","218,144","264,126","263,243","137,650","79,820","11,822","360"
"충청북도  (4300000000)","1,597,163","1,597,163","112,434","145,734","191,115","188,410","237,335","269,970","246,199","123,641","72,144","9,883","298"
"충청남도  (4400000000)","2,121,011","2,121,011","156,295","201,180","233,854","254,853","327,444","341,597","306,647","174,550","107,595","16,531","465"
"전라북도  (4500000000)","1,776,949","1,776,949","114,012","167,990","201,839","178,183","257,027","299,660","271,748","170,156","100,645","15,250","439"
"전라남도  (4600000000)","1,825,534","1,825,534","118,585","161,490","189,261","174,375","250,748","313,120","288,881","190,928","119,674","17,931","541"
"경상북도  (4700000000)","2,612,016","2,612,016","170,381","220,353","266,794","272,561","373,764","452,782","439,513","248,194","146,041","21,061","572"
"경상남도  (4800000000)","3,293,709","3,293,709","238,327","317,889","349,805","369,202","523,873","578,574","504,369","256,616","135,201","19,451","402"
"제주특별자치도  (5000000000)","678,491","678,491","56,316","70,547","79,054","80,010","111,722","116,803","87,053","46,578","25,804","4,391","213"
