시도별,경제활동별,항목,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
전라북도,　교육 서비스업,실질기여도,0.08,0.15,-0.01,0.06,0.2,0.17,0.07,0.03,-0.05,0.03,0.17,0.1,0.15,-0.1,0.35,-0.04
전라북도,　보건업 및 사회복지 서비스업,명목,1386235,1527991,1732015,1846720,1976038,2100383,2234079,2357773,2493818,2826512,3027802,3230144,3490969,3639428,3797319,4009315
전라북도,　보건업 및 사회복지 서비스업,실질,1584410,1671567,1798013,1886809,2039608,2159394,2305790,2414653,2493818,2783384,2904811,3076994,3304110,3372324,3487152,3669114
전라북도,　보건업 및 사회복지 서비스업,실질기여도,0.31,0.25,0.35,0.24,0.4,0.29,0.35,0.24,0.17,0.62,0.26,0.36,0.47,0.14,0.23,0.35
전라북도,　문화 및 기타서비스업,명목,964003,1040937,1104849,1156149,1207380,1293167,1352845,1434563,1475267,1571163,1579991,1669937,1740705,1745378,1846000,1927524
전라북도,　문화 및 기타서비스업,실질,1321001,1348217,1389962,1402715,1410968,1446850,1470545,1505683,1475267,1505694,1468121,1491564,1509324,1461039,1535486,1560650
전라북도,　문화 및 기타서비스업,실질기여도,0.21,0.06,0.1,0.03,0.02,0.08,0.05,0.07,-0.06,0.06,-0.08,0.05,0.04,-0.11,0.17,0.05
전라남도,지역내총생산(시장가격),명목,49493679,54111971,53015444,61792939,63233950,64522380,66475876,66215322,68878376,71615402,73732402,75424584,76948280,78819152,88383883,90945726
전라남도,지역내총생산(시장가격),실질,61058914,61841218,61529089,67644440,66697766,67142356,68435908,68405097,68878376,70449724,71340179,72888289,74618019,74972494,76965787,75475342
전라남도,지역내총생산(시장가격),실질기여도,5.37,1.28,-0.5,9.94,-1.4,0.67,1.93,-0.05,0.69,2.28,1.26,2.17,2.37,0.48,2.66,-1.94
전라남도,순생산물세,명목,7750426,7808003,8319224,9247827,8440509,8827585,8704107,8230854,8264361,9041683,9126713,9447125,8904330,9700634,10661808,9993725
전라남도,순생산물세,실질,8505146,7115658,8221749,9071904,8541701,8908039,8875682,8478454,8264361,8752654,8560327,8700732,8252498,8729528,9086292,8289330
전라남도,순생산물세,실질기여도,1.27,-2.56,2.24,1.62,-0.87,0.57,-0.05,-0.59,-0.31,0.71,-0.28,0.2,-0.65,0.67,0.5,-1.06
전라남도,총부가가치(기초가격),명목,41743253,46303968,44696220,52545112,54793441,55694795,57771769,57984468,60614015,62573719,64605689,65977459,68043950,69118518,77722075,80952001
전라남도,총부가가치(기초가격),실질,52636662,55032888,53265772,58520043,58158868,58222026,59555028,59925750,60614015,61697070,62785472,64194937,66410035,66264453,67893404,67215184
전라남도,총부가가치(기초가격),실질기여도,4.11,3.84,-2.75,8.32,-0.52,0.09,1.98,0.54,1.01,1.57,1.54,1.97,3.02,-0.19,2.16,-0.88
전라남도,"농업, 임업 및 어업",명목,3662426,3648931,3912294,4266227,4638806,4614651,4759062,4595258,4782460,4791502,5062847,5179868,5001268,5456460,6068063,5468764
전라남도,"농업, 임업 및 어업",실질,4366457,4574404,4621636,4613009,4592208,4417020,4746954,4806633,4782460,4742797,4873725,5105560,5285947,5060776,5421895,5307132
전라남도,"농업, 임업 및 어업",실질기여도,0.33,0.35,0.07,-0.01,-0.03,-0.28,0.53,0.09,-0.03,-0.06,0.18,0.33,0.24,-0.28,0.49,-0.15
전라남도,광제조업,명목,14941613,18319564,15151494,21797974,23040332,22762604,23490614,22110546,21957462,22732974,23844666,23726917,23011409,21805461,28597124,32627926
전라남도,광제조업,실질,20306953,21526511,18799326,23739829,22774200,22391285,22958085,22470680,21957462,22480656,22805486,22915492,22722374,21970001,23115051,22413590
전라남도,광제조업,실질기여도,0.83,1.81,-4.29,7.51,-1.43,-0.61,0.89,-0.75,-0.76,0.76,0.46,0.16,-0.27,-0.99,1.44,-0.98
전라남도,　광업,명목,182789,210631,176007,154692,175640,143999,175735,161041,155933,159290,157034,124221,120953,151752,163360,153089
전라남도,　광업,실질,251397,259993,235796,207771,206518,167553,195574,180944,155933,154724,147579,119266,115722,151896,168178,151391
전라남도,　광업,실질기여도,-0.09,0.01,-0.04,-0.04,0,-0.05,0.04,-0.02,-0.03,0,-0.01,-0.04,0,0.05,0.02,-0.02
전라남도,　제조업,명목,14758824,18108933,14975487,21643282,22864692,22618605,23314879,21949505,21801529,22573684,23687632,23602696,22890456,21653709,28433764,32474837
전라남도,　제조업,실질,20064574,21276003,18572235,23536365,22573184,22223450,22765921,22291790,21801529,22325932,22658078,22796915,22607350,21817489,22946169,22258992
전라남도,　제조업,실질기여도,0.92,1.8,-4.25,7.55,-1.43,-0.56,0.86,-0.73,-0.73,0.76,0.47,0.2,-0.26,-1.04,1.42,-0.96
전라남도,　　음식료품 및 담배제조업,명목,777917,629450,587966,636201,710314,679922,734022,804650,865624,930273,970987,1093395,1081509,1249844,1180095,1123603
전라남도,　　음식료품 및 담배제조업,실질,595709,602496,555153,729345,758712,765189,805645,833701,865624,882997,924697,1004954,988452,1109118,1058587,1042430
전라남도,　　음식료품 및 담배제조업,실질기여도,-0.02,0.02,-0.09,0.35,0.04,0.01,0.06,0.04,0.05,0.03,0.06,0.11,-0.02,0.17,-0.07,-0.02
전라남도,　　섬유 의복 및 가죽 제품 제조업,명목,45288,52565,56135,83388,66959,74677,84000,89434,87017,84281,79060,82458,78648,86563,77336,81709
전라남도,　　섬유 의복 및 가죽 제품 제조업,실질,71255,70377,69501,90734,67494,77221,86971,93105,87017,74479,76703,77782,68061,73284,70430,70705
전라남도,　　섬유 의복 및 가죽 제품 제조업,실질기여도,-0.01,0,0,0.03,-0.03,0.02,0.01,0.01,-0.01,-0.02,0,0,-0.01,0.01,0,0
전라남도,　　목재종이인쇄 및 복제업,명목,107439,141094,155316,155114,154430,162823,160333,168487,170154,187338,154806,159246,170394,170450,167441,174517
전라남도,　　목재종이인쇄 및 복제업,실질,190089,178286,192277,184581,176827,178452,166985,174443,170154,186568,160248,150695,160282,162642,148651,143034
전라남도,　　목재종이인쇄 및 복제업,실질기여도,0.02,-0.01,0.02,-0.01,-0.01,0,-0.02,0.01,-0.01,0.02,-0.04,-0.01,0.01,0,-0.02,-0.01
전라남도,　　석탄 및 석유 화학제품 제조업,명목,8682628,10420554,8673946,13327342,14093322,13973864,15090619,13267357,13454451,13881048,14943732,14102542,13215329,11897333,16834498,19611598
전라남도,　　석탄 및 석유 화학제품 제조업,실질,13480112,13800982,11573680,15576948,14444563,14054461,14833973,13646982,13454451,13627665,14120775,13713884,13260698,12611589,13122796,12605164
전라남도,　　석탄 및 석유 화학제품 제조업,실질기여도,0.57,0.42,-3.11,5.66,-1.57,-0.6,1.2,-1.82,-0.28,0.25,0.7,-0.58,-0.62,-0.84,0.61,-0.75
전라남도,　　비금속광물 및 금속제품 제조업,명목,3426401,4601137,3636703,5088199,5516970,5449497,5229052,5467618,4917271,5032216,5325808,5795917,5597146,5340030,7387951,8365098
전라남도,　　비금속광물 및 금속제품 제조업,실질,4523247,4407369,4149096,4651379,4809046,4867563,4827133,5246904,4917271,4967460,5182739,5494430,5363691,5108728,5345897,5119144
전라남도,　　비금속광물 및 금속제품 제조업,실질기여도,0.39,-0.18,-0.5,0.83,0.28,0.11,-0.07,0.68,-0.52,0.07,0.3,0.43,-0.18,-0.35,0.31,-0.35
전라남도,　　전기 전자 및 정밀기기 제조업,명목,355697,349398,113896,195225,199975,230954,249716,259857,330533,269835,340709,394830,482058,579307,696410,818864
전라남도,　　전기 전자 및 정밀기기 제조업,실질,441227,336312,132773,209549,211472,239522,254197,269499,330533,267175,317523,374161,488410,574539,715476,814078
전라남도,　　전기 전자 및 정밀기기 제조업,실질기여도,-0.13,-0.17,-0.39,0.12,0,0.04,0.02,0.02,0.09,-0.09,0.07,0.08,0.16,0.11,0.18,0.11
전라남도,　　기계 운송장비 및 기타 제품 제조업,명목,1363454,1914735,1751525,2157813,2122722,2046868,1767137,1892102,1976479,2188693,1872530,1974308,2265372,2330182,2090033,2299448
전라남도,　　기계 운송장비 및 기타 제품 제조업,실질,1211769,1971771,1869389,2190603,2100382,2016846,1793447,2010188,1976479,2319588,1836951,1953221,2255207,2143328,2440348,2503350
전라남도,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.11,1.73,-0.18,0.57,-0.14,-0.13,-0.35,0.32,-0.05,0.5,-0.64,0.16,0.4,-0.15,0.41,0.06
전라남도,"전기, 가스, 증기 및 공기 조절 공급업",명목,1747770,1190379,1488983,1686671,1261264,1129037,1483223,2283417,2944529,3119104,2619310,2079859,2081723,2422350,1690366,-613899
전라남도,"전기, 가스, 증기 및 공기 조절 공급업",실질,2453681,2840212,2696789,2843983,2334938,2024567,2079166,2751912,2944529,2881902,3105237,2899883,2882841,2904229,2976258,2568456
전라남도,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.28,0.56,-0.11,0.15,-0.49,-0.27,0.05,0.72,0.24,-0.09,0.34,-0.23,-0.02,0.02,0.08,-0.26
전라남도,건설업,명목,3799003,3690652,4308369,3808695,4362405,4638066,4332636,4041391,4334986,4357530,4381476,4812006,5990552,6903640,6157362,5984991
전라남도,건설업,실질,5036041,4802049,5530959,4815027,5241116,5334302,4754683,4274049,4334986,4251351,4091976,4277662,5071273,5717796,4935111,4630000
전라남도,건설업,실질기여도,1,-0.36,1.04,-1.05,0.55,0.12,-0.78,-0.66,0.09,-0.12,-0.23,0.27,1.18,0.99,-1.2,-0.43
전라남도,서비스업,명목,17592441,19454442,19835080,20985545,21490634,22550437,23706234,24953856,26594578,27572609,28697390,30178809,31958998,32530607,35209160,37484219
전라남도,서비스업,실질,20405604,21252045,21575717,22566461,23154068,23923279,24801436,25592939,26594578,27340364,27900363,28939552,30294553,30338782,31325700,32066063
전라남도,서비스업,실질기여도,1.67,1.47,0.55,1.72,0.88,1.13,1.28,1.14,1.47,1.08,0.79,1.45,1.87,0.06,1.34,0.94
전라남도,　도매 및 소매업,명목,1537868,1629821,1702758,1927104,2176671,2197649,2203048,2142983,2236423,2287370,2320892,2412255,2434516,2294168,2295436,2317319
전라남도,　도매 및 소매업,실질,1767545,1757669,1754589,1905306,2109900,2116911,2152966,2141795,2236423,2245299,2244385,2339227,2415325,2323432,2283673,2347855
전라남도,　도매 및 소매업,실질기여도,0.2,-0.02,-0.01,0.28,0.33,0.01,0.06,-0.02,0.14,0.01,0,0.13,0.1,-0.12,-0.05,0.07
전라남도,　운수 및 창고업,명목,2209706,2844060,2284276,2306659,1780784,1940925,2183261,2342282,2861471,2754369,2655835,2580079,2799180,2821555,4148527,4739846
전라남도,　운수 및 창고업,실질,1995904,2250074,2061665,2314171,2200750,2338310,2433146,2482073,2861471,2992179,3001627,3023606,3192062,2952170,3228433,3206542
전라남도,　운수 및 창고업,실질기여도,0.26,0.57,-0.44,0.53,-0.18,0.18,0.12,0.07,0.54,0.19,0.01,0.03,0.19,-0.27,0.33,-0.03
전라남도,　숙박 및 음식점업,명목,715464,736345,774160,775119,834299,905714,926154,980967,1083379,1179867,1205152,1274934,1383712,1234432,1282987,1617964
전라남도,　숙박 및 음식점업,실질,1021017,988168,986078,972852,1008919,1064176,1040632,1061225,1083379,1127358,1117495,1159910,1226465,1102918,1129494,1316862
전라남도,　숙박 및 음식점업,실질기여도,0.05,-0.05,0,-0.02,0.05,0.07,-0.03,0.03,0.03,0.06,-0.01,0.06,0.1,-0.18,0.04,0.24
전라남도,　정보통신업,명목,838818,798302,788609,782055,755248,748039,716513,725191,823781,992546,1112277,1131281,1174797,1266033,1332499,1369578
전라남도,　정보통신업,실질,781426,774588,756824,776343,780946,754322,748125,743123,823781,983872,1107529,1147690,1218456,1304190,1354149,1419859
전라남도,　정보통신업,실질기여도,0.05,-0.01,-0.03,0.04,0.01,-0.04,-0.01,-0.01,0.12,0.23,0.17,0.05,0.09,0.11,0.06,0.07
전라남도,　금융 및 보험업,명목,1384185,1483376,1414253,1721720,1820193,1777376,1804932,1926993,1952832,1944572,2080897,2224061,2202593,2267221,2522523,2812052
전라남도,　금융 및 보험업,실질,1270181,1366593,1363814,1531798,1540088,1614484,1748974,1873636,1952832,1946234,2007222,2112412,2158504,2290706,2454582,2542203
전라남도,　금융 및 보험업,실질기여도,0.01,0.21,-0.01,0.33,0.02,0.14,0.23,0.19,0.12,-0.01,0.09,0.15,0.06,0.18,0.21,0.1
전라남도,　부동산업,명목,1691074,1785840,1894792,1971785,1994069,2070665,2112047,2220391,2335375,2426644,2459920,2543769,2680194,2710459,2664244,2705675
전라남도,　부동산업,실질,2111603,2186249,2244744,2303471,2305394,2286684,2248470,2303791,2335375,2384884,2385962,2452596,2561529,2569283,2577593,2640592
전라남도,　부동산업,실질기여도,0.01,0.12,0.09,0.09,0,-0.03,-0.05,0.08,0.05,0.07,0,0.09,0.15,0.01,0.01,0.07
전라남도,　사업서비스업,명목,965626,1090481,1252967,1406133,1504412,1649307,1887801,2050821,2095763,2137811,2226996,2454421,2675356,2643079,2942820,2951705
전라남도,　사업서비스업,실질,1259991,1349318,1500200,1606199,1696521,1785908,2011568,2140588,2095763,2107540,2123677,2258217,2388712,2277991,2458670,2358457
전라남도,　사업서비스업,실질기여도,0.33,0.14,0.23,0.17,0.13,0.13,0.32,0.18,-0.06,0.02,0.02,0.19,0.19,-0.16,0.27,-0.14
전라남도,"　공공 행정, 국방 및 사회보장 행정",명목,3575772,3904601,4157124,4322761,4603619,4934536,5246237,5601652,6013241,6289420,6748560,7293857,7772964,8224443,8524334,9266374
전라남도,"　공공 행정, 국방 및 사회보장 행정",실질,4459611,4545699,4751521,4830057,4989480,5211519,5430079,5681111,6013241,6164084,6388903,6681651,6997198,7291387,7322937,7635215
전라남도,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.24,0.14,0.33,0.13,0.23,0.32,0.32,0.36,0.49,0.22,0.32,0.42,0.46,0.42,0.05,0.41
전라남도,　교육 서비스업,명목,2302051,2532594,2579855,2620712,2729320,2831290,2991545,3160307,3221580,3302505,3430407,3501675,3687689,3770865,3954328,3911357
전라남도,　교육 서비스업,실질,2822830,2875239,2877043,2880180,2959370,3046476,3154967,3228070,3221580,3240006,3298689,3316273,3408387,3461893,3583317,3523776
전라남도,　교육 서비스업,실질기여도,0.12,0.09,0,0.01,0.12,0.13,0.16,0.1,-0.01,0.03,0.08,0.02,0.13,0.08,0.17,-0.07
전라남도,　보건업 및 사회복지 서비스업,명목,1425058,1608499,1849296,1986429,2062669,2195032,2288932,2368018,2451068,2640996,2802288,2995650,3247962,3364958,3539387,3724956
전라남도,　보건업 및 사회복지 서비스업,실질,1624743,1748892,1904536,2018661,2122184,2253560,2360489,2423409,2451068,2604825,2693589,2866108,3089440,3133596,3267143,3427110
전라남도,　보건업 및 사회복지 서비스업,실질기여도,0.27,0.22,0.26,0.21,0.16,0.2,0.16,0.09,0.04,0.22,0.13,0.24,0.31,0.06,0.18,0.2
전라남도,　문화 및 기타서비스업,명목,946819,1040523,1136990,1165068,1229350,1299904,1345764,1434251,1519665,1616509,1654166,1766827,1900035,1933394,2002075,2067393
전라남도,　문화 및 기타서비스업,실질,1326407,1373123,1464077,1438564,1454056,1467726,1472265,1511634,1519665,1544083,1529718,1566198,1627720,1590240,1642337,1652144
전라남도,　문화 및 기타서비스업,실질기여도,0.12,0.07,0.13,-0.04,0.02,0.02,0.01,0.05,0.01,0.04,-0.02,0.05,0.09,-0.06,0.08,0.01
경상북도,지역내총생산(시장가격),명목,71809595,76391528,79081552,87700608,91009535,92989227,97211566,103476804,103120174,107440609,110027724,108782638,106805459,105771509,113285841,115341457
경상북도,지역내총생산(시장가격),실질,83621419,86102708,85724356,92044050,94466406,95229383,98842637,105901155,103120174,105745496,104429785,103149107,104417627,101370158,105224262,107057669
경상북도,지역내총생산(시장가격),실질기여도,7.98,2.97,-0.44,7.37,2.63,0.81,3.79,7.14,-2.63,2.55,-1.24,-1.23,1.23,-2.92,3.8,1.74
경상북도,순생산물세,명목,3847769,4345695,4327828,4717121,4912733,4891408,4940138,5246314,5561708,5926469,6227125,6153678,6263246,6702231,7105206,7968488
경상북도,순생산물세,실질,4181842,4265797,4128452,4649002,4995209,4946530,5061852,5408605,5561708,5747114,5851514,5670015,5807681,6056821,6079398,6636792
경상북도,순생산물세,실질기여도,0.22,0.11,-0.18,0.69,0.4,-0.05,0.12,0.35,0.14,0.18,0.1,-0.18,0.14,0.25,0.02,0.58
경상북도,총부가가치(기초가격),명목,67961826,72045833,74753724,82983487,86096802,88097819,92271428,98230490,97558466,101514140,103800599,102628960,100542213,99069278,106180635,107372969
경상북도,총부가가치(기초가격),실질,79456181,81857047,81634627,87405324,89466359,90279933,93778720,100490218,97558466,99998382,98575490,97477510,98606250,95285604,99129431,100364038
경상북도,총부가가치(기초가격),실질기여도,7.76,2.86,-0.26,6.68,2.23,0.86,3.67,6.79,-2.77,2.37,-1.34,-1.05,1.09,-3.17,3.78,1.17
경상북도,"농업, 임업 및 어업",명목,3913341,4042685,4065855,4460626,4785254,5371145,5206541,5155818,5481436,5181547,5438525,5500601,5440173,5785872,6777286,6158872
경상북도,"농업, 임업 및 어업",실질,4425043,4856484,4801951,4793025,4693665,4990208,5024877,5202343,5481436,4974613,5092731,5190049,5535643,5207524,5617665,5397327
경상북도,"농업, 임업 및 어업",실질기여도,0.4,0.53,-0.06,-0.01,-0.11,0.33,0.04,0.19,0.27,-0.49,0.11,0.09,0.34,-0.3,0.43,-0.23
경상북도,광제조업,명목,35099771,38059768,39244961,44874776,46426930,46161425,48617718,52068904,47314385,48780205,49584297,47839504,44162081,42020162,46928370,47095421
경상북도,광제조업,실질,40281117,41223349,40515221,44584165,45809064,45394393,47688576,52646990,47314385,48524056,46181302,44967327,44872463,42586061,44901024,43810626
경상북도,광제조업,실질기여도,7.16,1.14,-0.86,4.98,1.41,-0.46,2.51,5.2,-5.1,1.17,-2.19,-1.18,-0.09,-2.11,2.16,-1.01
경상북도,　광업,명목,186578,190424,216702,169264,202647,183865,196935,209924,188469,196890,174755,150565,131579,151641,154293,157210
경상북도,　광업,실질,305239,269367,295916,236629,242613,215745,220480,238324,188469,190143,160779,141874,123832,150597,156379,153524
경상북도,　광업,실질기여도,-0.01,-0.03,0.02,-0.05,0,-0.02,0,0.02,-0.04,0,-0.03,-0.02,-0.02,0.03,0.01,0
경상북도,　제조업,명목,34913193,37869344,39028259,44705512,46224283,45977560,48420783,51858980,47125916,48583315,49409542,47688939,44030502,41868521,46774077,46938211
경상북도,　제조업,실질,40008596,40974582,40246880,44356090,45575090,45182855,47471513,52411807,47125916,48333913,46021132,44826227,44749360,42433513,44742638,43655197
경상북도,　제조업,실질기여도,7.16,1.17,-0.88,5.04,1.4,-0.44,2.5,5.18,-5.05,1.17,-2.16,-1.17,-0.08,-2.13,2.15,-1
경상북도,　　음식료품 및 담배제조업,명목,1134373,1194275,1312173,1229675,1117085,1241966,1197395,1454069,1457138,1538192,1528592,1570638,1720004,1793889,1802707,1728783
경상북도,　　음식료품 및 담배제조업,실질,1752454,1602026,1477322,1410455,1211069,1378357,1306099,1536996,1457138,1465103,1495287,1482431,1605859,1624784,1678265,1658870
경상북도,　　음식료품 및 담배제조업,실질기여도,0.21,-0.14,-0.12,-0.08,-0.2,0.17,-0.07,0.22,-0.07,0.01,0.03,-0.01,0.12,0.02,0.06,-0.02
경상북도,　　섬유 의복 및 가죽 제품 제조업,명목,978632,1117708,1131176,1268627,1510360,1520835,1674315,1565199,1369017,1357568,1352135,1341532,1420321,1302111,1275152,1349009
경상북도,　　섬유 의복 및 가죽 제품 제조업,실질,1437863,1225251,1204477,1387260,1508834,1566451,1730201,1631002,1369017,1195006,1310259,1275029,1242314,1114138,1167599,1135194
경상북도,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.07,-0.2,-0.02,0.22,0.13,0.06,0.17,-0.1,-0.24,-0.17,0.12,-0.03,-0.03,-0.14,0.06,-0.03
경상북도,　　목재종이인쇄 및 복제업,명목,411153,354068,424811,410168,458454,547509,589054,596248,619962,638321,600538,640702,607168,662040,736803,746507
경상북도,　　목재종이인쇄 및 복제업,실질,313140,503067,490248,492395,532140,603257,617491,625136,619962,624717,603085,589101,552529,614600,646025,616642
경상북도,　　목재종이인쇄 및 복제업,실질기여도,-0.01,0.35,-0.01,0,0.04,0.07,0.01,0.01,0,0,-0.02,-0.01,-0.04,0.06,0.03,-0.03
경상북도,　　석탄 및 석유 화학제품 제조업,명목,2710044,2790573,2778956,3642994,3543729,3727791,3914825,3895611,4247232,4355181,4260871,4478495,4114951,4205702,4898042,4856076
경상북도,　　석탄 및 석유 화학제품 제조업,실질,4763017,4382787,3906471,4246109,3923852,4032661,4245729,4190679,4247232,4230888,4291723,4576508,4123309,4051772,4404957,4324475
경상북도,　　석탄 및 석유 화학제품 제조업,실질기여도,0.22,-0.3,-0.4,0.31,-0.32,0.11,0.21,-0.05,0.05,-0.02,0.06,0.26,-0.41,-0.07,0.35,-0.08
경상북도,　　비금속광물 및 금속제품 제조업,명목,8278685,9935777,9863658,11524451,12333541,11643138,11332946,11429348,11249581,11553962,12124915,11711940,11961147,11012426,14368436,15391984
경상북도,　　비금속광물 및 금속제품 제조업,실질,10950865,10667398,9987601,10776082,11072042,10646301,10600732,11010004,11249581,11383864,11820262,11186526,11454982,10505480,10613638,9693106
경상북도,　　비금속광물 및 금속제품 제조업,실질기여도,0.06,-0.3,-0.83,0.98,0.36,-0.52,-0.05,0.45,0.24,0.13,0.41,-0.59,0.26,-0.93,0.11,-1.1
경상북도,　　전기 전자 및 정밀기기 제조업,명목,19127063,20121421,20891216,23394566,23600509,23315087,25133051,28076426,22863706,23495741,23750746,21908955,17917114,16789663,17955012,16783051
경상북도,　　전기 전자 및 정밀기기 제조업,실질,18991486,20107146,20536640,22269988,23050138,22536123,24099267,28240583,22863706,24097697,20699603,19664004,19725952,18775549,20035796,20059351
경상북도,　　전기 전자 및 정밀기기 제조업,실질기여도,6.13,1.56,0.56,2.23,0.93,-0.58,1.74,4.44,-5.17,1.2,-3.08,-1.08,0.06,-0.81,1.07,0.02
경상북도,　　기계 운송장비 및 기타 제품 제조업,명목,2273243,2355522,2626269,3235031,3660605,3981234,4579197,4842079,5319280,5644350,5791745,6036677,6289797,6102690,5737925,6082801
경상북도,　　기계 운송장비 및 기타 제품 제조업,실질,2515435,2673315,2622283,3707713,4164522,4427545,4936689,5163471,5319280,5336638,5660405,5988905,5944315,5666011,6145153,6431630
경상북도,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.49,0.2,-0.06,1.37,0.45,0.25,0.49,0.22,0.14,0.02,0.32,0.31,-0.04,-0.28,0.49,0.24
경상북도,"전기, 가스, 증기 및 공기 조절 공급업",명목,2170436,1242722,1491401,1670328,1377781,1197454,1492040,2138762,2856358,3147049,2740816,2365183,2555869,3063135,2078433,-26845
경상북도,"전기, 가스, 증기 및 공기 조절 공급업",실질,3318703,3233100,2911552,2883877,2603709,2094838,2121436,2488242,2856358,2939710,3250034,3326614,3655638,3737286,3616930,3886485
경상북도,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,-0.12,-0.08,-0.16,-0.02,-0.19,-0.3,0.02,0.27,0.31,0.08,0.31,0.06,0.22,0.05,-0.09,0.14
경상북도,건설업,명목,3739488,3887242,3981398,4368644,4323330,4586662,4966571,5059966,6003570,6309534,6528037,5839271,5779719,5585676,5501353,6135966
경상북도,건설업,실질,4941726,5044418,5097639,5507400,5179302,5262622,5442338,5344682,6003570,6161338,6083027,5180091,4883559,4617768,4397629,4734168
경상북도,건설업,실질기여도,-0.43,0.11,0.05,0.4,-0.3,0.08,0.17,-0.09,0.6,0.15,-0.07,-0.88,-0.31,-0.29,-0.25,0.37
경상북도,서비스업,명목,23038790,24813416,25970109,27609113,29183507,30781133,31988558,33807040,35902717,38095805,39508924,41084401,42604371,42614433,44895193,48009555
경상북도,서비스업,실질,27180087,28158388,28823386,29982773,31328168,32509641,33430734,34680507,35902717,37398665,37924477,38834203,39801529,39282391,40777102,42731684
경상북도,서비스업,실질기여도,0.76,1.15,0.77,1.32,1.41,1.21,0.94,1.23,1.15,1.45,0.5,0.86,0.94,-0.52,1.53,1.9
경상북도,　도매 및 소매업,명목,2193677,2336339,2359637,2685244,3030027,3249906,3265307,3177399,3308023,3329270,3491169,3500353,3444980,3321336,3409743,3456864
경상북도,　도매 및 소매업,실질,2521925,2520416,2432349,2655845,2938032,3131402,3191736,3175700,3308023,3268211,3377251,3395512,3418596,3364247,3392724,3501974
경상북도,　도매 및 소매업,실질기여도,0.15,0,-0.11,0.27,0.33,0.22,0.07,-0.02,0.13,-0.04,0.1,0.02,0.02,-0.05,0.03,0.1
경상북도,　운수 및 창고업,명목,1596870,1702359,1721727,1866164,1731628,1924406,2074199,2126939,2429042,2485788,2471203,2410165,2548184,2451818,2536659,2528194
경상북도,　운수 및 창고업,실질,1688657,1842361,1767425,2045250,2119527,2343163,2376916,2326926,2429042,2463263,2569286,2594521,2636266,2315799,2472971,2712353
경상북도,　운수 및 창고업,실질기여도,0.15,0.2,-0.09,0.34,0.08,0.2,0.03,-0.04,0.09,0.03,0.1,0.02,0.04,-0.29,0.16,0.22
경상북도,　숙박 및 음식점업,명목,1069300,1104563,1175329,1208957,1254992,1315536,1399818,1514343,1656691,1789353,1830986,1953224,2078934,1660207,1838950,2292756
경상북도,　숙박 및 음식점업,실질,1530334,1486759,1501714,1524893,1523600,1547674,1574026,1641323,1656691,1706748,1694028,1771280,1833532,1474121,1613506,1860513
경상북도,　숙박 및 음식점업,실질기여도,0.01,-0.04,0.01,0.02,0,0.02,0.02,0.06,0.01,0.05,-0.01,0.08,0.06,-0.38,0.15,0.25
경상북도,　정보통신업,명목,1505067,1499522,1482956,1436062,1310771,1267942,1250738,1295215,1309811,1349684,1331614,1342657,1369494,1385816,1415718,1415736
경상북도,　정보통신업,실질,1456408,1492480,1455482,1435517,1356389,1288341,1311846,1330483,1309811,1341311,1334257,1394883,1467815,1512424,1582432,1618722
경상북도,　정보통신업,실질기여도,0.03,0.05,-0.05,-0.03,-0.09,-0.07,0.02,0.02,-0.02,0.03,-0.01,0.05,0.06,0.04,0.06,0.03
경상북도,　금융 및 보험업,명목,2010658,2108046,2059768,2343216,2523262,2483191,2494002,2694730,2726263,2750159,2939086,3118989,3060848,3095671,3374737,3786502
경상북도,　금융 및 보험업,실질,1809395,1905110,1945532,2047704,2098878,2228205,2398845,2605379,2726263,2755368,2831587,2955519,2997573,3134179,3287840,3401488
경상북도,　금융 및 보험업,실질기여도,0.16,0.15,0.06,0.14,0.07,0.17,0.2,0.22,0.12,0.03,0.07,0.12,0.04,0.13,0.14,0.1
경상북도,　부동산업,명목,2808412,2954194,3110948,3216748,3268639,3436566,3631775,3880286,4104736,4242187,4249629,4263359,4384653,4175347,4267105,4230046
경상북도,　부동산업,실질,3484653,3605715,3674650,3754336,3775134,3791733,3863693,4023723,4104736,4168370,4120265,4108232,4188829,3959171,4119419,4108903
경상북도,　부동산업,실질기여도,0.07,0.14,0.07,0.09,0.02,0.02,0.07,0.15,0.08,0.06,-0.05,-0.01,0.08,-0.23,0.16,-0.01
경상북도,　사업서비스업,명목,1755994,1939687,2177351,2622079,3194037,3660505,3884906,4381684,4740502,4583093,4878952,5165951,5323694,5470873,5776415,6301163
경상북도,　사업서비스업,실질,2184476,2355556,2594265,2978323,3591243,3930060,4093364,4522252,4740502,4506017,4596688,4723116,4733703,4712103,4790395,5023380
경상북도,　사업서비스업,실질기여도,-0.27,0.19,0.26,0.41,0.62,0.33,0.16,0.42,0.2,-0.23,0.09,0.12,0.01,-0.02,0.09,0.25
