시도별,경제활동별,항목,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
전국,지역내총생산(시장가격),명목,1093215642,1159499299,1207708628,1327443926,1393306281,1445391103,1505238577,1566088413,1660844316,1743574724,1840348850,1902527946,1927421209,1944644393,2083794973,2165717327
전국,지역내총생산(시장가격),실질,1290847174,1325847750,1338962852,1432683907,1484628137,1519358867,1566633412,1615774616,1660844316,1709742565,1762932983,1814075680,1854370144,1842426414,1922065762,1972396056
전국,지역내총생산(시장가격),실질기여도,5.78,2.71,0.99,7,3.63,2.34,3.11,3.14,2.79,2.94,3.11,2.9,2.22,-0.64,4.32,2.62
전국,순생산물세,명목,101958517,108834146,108184935,119728129,120865282,124103393,123831491,128455680,137236989,147826528,156877309,162233722,162011901,168851812,184986227,185985425
전국,순생산물세,실질,118374367,115068777,112304672,118040125,122970664,125419926,126814588,132369154,137236989,143240158,147290121,149552574,150287055,152394229,158097793,154719789
전국,순생산물세,실질기여도,0.47,-0.26,-0.23,0.46,0.38,0.17,0.1,0.36,0.3,0.36,0.24,0.13,0.04,0.12,0.32,-0.19
전국,총부가가치(기초가격),명목,991257125,1050665153,1099523693,1207715797,1272440999,1321287710,1381407086,1437632733,1523607327,1595748196,1683471541,1740294224,1765409308,1775792581,1898808746,1979731902
전국,총부가가치(기초가격),실질,1171850796,1210258960,1226482228,1314613953,1361558828,1393860095,1439847494,1483406987,1523607327,1566502407,1615648186,1664573177,1704231543,1690054650,1764039565,1818404002
전국,총부가가치(기초가격),실질기여도,5.3,2.97,1.21,6.54,3.25,2.17,3.02,2.78,2.49,2.58,2.87,2.77,2.18,-0.76,4,2.81
전국,"농업, 임업 및 어업",명목,24974122,24836430,26923769,28360518,30740963,31535409,31598412,32203471,33229204,32366342,33981048,33219757,31991342,34089658,38535237,35373235
전국,"농업, 임업 및 어업",실질,28744198,30547882,31750333,30541261,30411978,30060779,31374217,33095772,33229204,31374753,31958788,32088872,33304894,31318218,33032148,32526257
전국,"농업, 임업 및 어업",실질기여도,0.12,0.14,0.08,-0.08,-0.01,-0.03,0.1,0.12,0.01,-0.11,0.03,0.01,0.07,-0.1,0.1,-0.03
전국,광제조업,명목,280002450,298889884,311721287,365457576,394914683,403483789,419795285,425380357,443915936,461999675,497941708,508586282,488182864,483518715,532787639,556731967
전국,광제조업,실질,325420302,335037884,331608823,385572468,405492515,411067926,423557535,436892108,443915936,454391818,471164025,486333518,491611195,486282698,520565042,528069599
전국,광제조업,실질기여도,1.8,0.76,-0.26,4.2,1.42,0.39,0.85,0.88,0.44,0.63,0.98,0.87,0.29,-0.27,1.75,0.37
전국,　광업,명목,1943864,2094151,2048607,2078943,2268438,2217162,2322797,2259269,2306505,2607381,2682663,2343043,2148067,1995156,2011320,1984193
전국,　광업,실질,2895684,2801070,2789744,2903873,2754643,2652583,2619279,2579177,2306505,2530543,2519435,2257220,2057633,2005188,2111985,2011908
전국,　광업,실질기여도,-0.01,-0.01,0,0.01,-0.01,-0.01,0,0,-0.02,0.01,0,-0.02,-0.01,0,0.01,0
전국,　제조업,명목,278058586,296795733,309672680,363378633,392646245,401266627,417472488,423121088,441609431,459392294,495259045,506243239,486034797,481523559,530776319,554747774
전국,　제조업,실질,322745684,332424623,329007787,382813307,402816507,408473345,420981034,434344095,441609431,451861275,468645998,484080350,489555995,484281470,518457320,526052909
전국,　제조업,실질기여도,1.81,0.76,-0.26,4.19,1.43,0.4,0.85,0.88,0.45,0.62,0.98,0.89,0.3,-0.27,1.75,0.37
전국,　　음식료품 및 담배제조업,명목,13372818,13876076,14964422,15379387,16130967,16431873,17875060,18824408,20514021,21597057,22241468,23494266,24614298,26019987,25990049,25626042
전국,　　음식료품 및 담배제조업,실질,16866384,17295847,16869475,17586197,17355928,18391783,19584679,19689001,20514021,20436112,21256929,21803013,22676239,23265147,23742552,24259414
전국,　　음식료품 및 담배제조업,실질기여도,-0.04,0.03,-0.03,0.05,-0.02,0.07,0.07,0.01,0.05,0,0.05,0.03,0.05,0.03,0.03,0.03
전국,　　섬유 의복 및 가죽 제품 제조업,명목,11556381,12480180,13874744,15217950,16337087,17380101,17946945,18035424,17279801,17182558,16105911,15895152,15821374,15114389,13863243,13220972
전국,　　섬유 의복 및 가죽 제품 제조업,실질,15468171,15675508,14970004,16445638,16704211,18061187,18508178,18599934,17279801,14989180,15277714,14491772,13282075,12437931,12534472,12232857
전국,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.03,0.01,-0.05,0.11,0.02,0.1,0.03,0.01,-0.08,-0.14,0.02,-0.05,-0.07,-0.05,0.01,-0.02
전국,　　목재종이인쇄 및 복제업,명목,9165831,9588685,10825447,10895245,11252065,11671034,12162898,12666603,13276636,14678588,13833371,15169692,14981871,14545917,15535451,15641021
전국,　　목재종이인쇄 및 복제업,실질,11265732,11790469,12410461,12676439,12730880,12720056,12695392,13145151,13276636,14395421,13778806,13993400,13824580,13721705,13772960,13091490
전국,　　목재종이인쇄 및 복제업,실질기여도,0.02,0.04,0.04,0.02,0,0,0,0.03,0.01,0.07,-0.04,0.01,-0.01,-0.01,0,-0.04
전국,　　석탄 및 석유 화학제품 제조업,명목,51452875,54673238,52027555,66783209,75775788,75573884,78604951,78522438,85111391,88493417,91444692,89827168,88491290,85221217,104077513,114025314
전국,　　석탄 및 석유 화학제품 제조업,실질,70509676,71840212,67778453,76712434,79421653,77799994,80108176,82063537,85111391,86747843,89140585,90045383,88472745,86566972,90397383,88081931
전국,　　석탄 및 석유 화학제품 제조업,실질기여도,0.13,0.09,-0.27,0.57,0.18,-0.11,0.16,0.13,0.19,0.1,0.14,0.05,-0.08,-0.1,0.19,-0.13
전국,　　비금속광물 및 금속제품 제조업,명목,52319107,57075512,57403046,67456157,71865699,71830019,72043097,74405402,75683839,77692722,79736745,78923684,78185467,74930591,92636049,103182516
전국,　　비금속광물 및 금속제품 제조업,실질,67958231,63715838,59048515,65691647,67420421,68116033,68838010,72183872,75683839,76517077,78484813,76860808,75358482,71673167,72052908,69175267
전국,　　비금속광물 및 금속제품 제조업,실질기여도,0.24,-0.3,-0.36,0.53,0.13,0.05,0.05,0.23,0.23,0.05,0.11,-0.09,-0.08,-0.2,0.02,-0.18
전국,　　전기 전자 및 정밀기기 제조업,명목,78306808,81624966,89560450,105835914,113180472,117762324,125627918,126416363,128409366,135270828,165387520,177763358,154869559,159077046,179637685,176890383
전국,　　전기 전자 및 정밀기기 제조업,실질,74858744,79136066,84547289,103107099,112292081,115449598,121961516,128034360,128409366,137966666,145853297,161195398,170223304,177040200,200109463,210366708
전국,　　전기 전자 및 정밀기기 제조업,실질기여도,1.16,0.41,0.48,1.63,0.71,0.23,0.46,0.42,0.02,0.58,0.44,0.95,0.52,0.32,1.07,0.44
전국,　　기계 운송장비 및 기타 제품 제조업,명목,61884766,67477076,71017016,81810771,88104167,90617392,93211619,94250450,101334377,104477124,106509338,105169919,109070938,106614412,99036329,106161526
전국,　　기계 운송장비 및 기타 제품 제조업,실질,70323596,76275065,75189418,91527948,97503508,98451856,99720716,100748702,101334377,100808976,104980799,104662826,104116370,99122891,106913314,112818581
전국,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.28,0.48,-0.08,1.28,0.4,0.06,0.08,0.06,0.03,-0.03,0.25,-0.02,-0.03,-0.27,0.43,0.26
전국,"전기, 가스, 증기 및 공기 조절 공급업",명목,18359107,11091392,15522405,19400351,16957909,18399934,21416892,27150950,32213848,33863296,29294838,23585504,24517327,29830561,22532846,4142675
전국,"전기, 가스, 증기 및 공기 조절 공급업",실질,29910917,30826981,31798315,33379520,32727988,32686957,30816231,31357770,32213848,31922566,34823268,34106058,36292153,38239540,39488858,40291271
전국,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.06,0.05,0.03,0.06,-0.03,0,-0.07,0.03,0.05,-0.02,0.18,-0.03,0.08,0.07,0.05,0.02
전국,건설업,명목,61696457,60760323,62247384,60722139,60637397,63125542,68751498,72370455,81138871,91367707,100683648,103017253,105003804,105956436,107396653,113147524
전국,건설업,실질,81287770,78628070,79457279,76341064,72471845,72305168,75328953,76438790,81138871,89153125,94379040,91963521,89242007,88096851,86414411,87893127
전국,건설업,실질기여도,0.11,-0.18,0.06,-0.2,-0.23,-0.01,0.18,0.07,0.28,0.48,0.31,-0.14,-0.16,-0.07,-0.1,0.09
전국,서비스업,명목,606224989,655087124,683108848,733775213,769190047,804743036,839844999,880527500,933109468,976151176,1021570299,1071885428,1115713971,1122397211,1197556371,1270336501
전국,서비스업,실질,712127182,740440878,757593254,791947024,821975789,848982945,878911654,905547830,933109468,959660145,983230124,1019793473,1054254425,1047210744,1087175472,1131778486
전국,서비스업,실질기여도,3.21,2.2,1.31,2.56,2.1,1.81,1.96,1.69,1.71,1.6,1.38,2.06,1.9,-0.39,2.2,2.36
전국,　도매 및 소매업,명목,82464464,89529332,93560231,105937177,114185583,119543409,122956247,120665257,124980534,130152992,135450028,137969777,139303043,134751956,138508269,140891357
전국,　도매 및 소매업,실질,94727819,96470225,96312590,104633718,110588390,115065459,120096276,120591276,124980534,127773596,131019336,133841446,138297178,136624114,137974045,143122673
전국,　도매 및 소매업,실질기여도,0.4,0.14,-0.01,0.67,0.45,0.33,0.36,0.03,0.28,0.17,0.19,0.16,0.24,-0.09,0.07,0.25
전국,　운수 및 창고업,명목,40927406,43694185,40785537,44339244,41073137,42742174,45852327,49472984,56497926,57028126,56472708,55863864,58433112,52923068,64161570,72101201
전국,　운수 및 창고업,실질,43837296,45830461,43389634,48586709,50820581,53887919,54670907,55195582,56497926,56655074,58244181,60310365,61432705,50727671,54062127,58947745
전국,　운수 및 창고업,실질기여도,0.21,0.17,-0.2,0.4,0.15,0.18,0.04,0.03,0.07,0.01,0.09,0.11,0.05,-0.53,0.18,0.28
전국,　숙박 및 음식점업,명목,25011016,26826405,27822201,28753739,29396764,30589343,31730545,33518412,36958531,40424661,41451425,44012806,46945331,38313430,39649666,50806210
전국,　숙박 및 음식점업,실질,35795258,36108861,35548144,36245082,35663542,35982466,35672341,36329016,36958531,38578757,38384127,39943091,41448187,33987370,34730725,41076920
전국,　숙박 및 음식점업,실질기여도,0.09,0.02,-0.04,0.05,-0.03,0.02,-0.02,0.04,0.04,0.1,-0.01,0.09,0.09,-0.44,0.04,0.35
전국,　정보통신업,명목,51184412,52429008,54837153,57026102,58739656,61874378,65244833,68311380,71713250,76364116,78727223,81749118,85305393,90637587,99604113,101719592
전국,　정보통신업,실질,54034561,56347318,57968487,60475607,63588209,65975149,69840905,71094749,71713250,75407339,77689363,81194822,84962812,88541506,93029681,96327910
전국,　정보통신업,실질기여도,0.18,0.2,0.13,0.2,0.22,0.16,0.25,0.08,0.04,0.22,0.13,0.19,0.2,0.19,0.24,0.17
전국,　금융 및 보험업,명목,65416339,68745961,70722469,77916106,83723269,81591266,79632090,84181150,88341320,89539235,96824524,104120563,104293673,110877283,124357407,136725478
전국,　금융 및 보험업,실질,58655288,62550800,67494109,68966446,70716528,74135719,77304766,82174735,88341320,89910887,93550658,98796131,102449013,112142683,119755094,123118659
전국,　금융 및 보험업,실질기여도,0.69,0.4,0.47,0.13,0.15,0.29,0.24,0.33,0.4,0.09,0.21,0.3,0.2,0.51,0.39,0.17
전국,　부동산업,명목,81041235,86189180,91128472,94004903,97987931,103098349,108271602,115952105,122243699,128569921,133170974,138200643,141418596,146425259,148141617,146818372
전국,　부동산업,실질,101568799,105715642,108146861,109867993,113390327,113863587,115194739,120218753,122243699,126471823,129316873,133452610,135361681,138651940,140297178,140429961
전국,　부동산업,실질기여도,0.19,0.3,0.17,0.12,0.23,0.03,0.08,0.31,0.12,0.25,0.17,0.23,0.1,0.18,0.09,0.01
전국,　사업서비스업,명목,75403794,84968420,88804344,100930386,107855726,115582303,124787737,133302751,144190771,149264266,157644455,168807648,178195959,181291262,193724282,207583374
전국,　사업서비스업,실질,96019055,103208944,104915363,113346796,119661627,123273287,130783651,137209739,144190771,147175938,149546643,155968525,160724087,158790514,164179875,169482057
전국,　사업서비스업,실질기여도,0.58,0.52,0.12,0.59,0.42,0.23,0.49,0.41,0.43,0.18,0.14,0.37,0.27,-0.11,0.32,0.3
전국,"　공공 행정, 국방 및 사회보장 행정",명목,60021819,66289573,70311048,72894817,77085276,82359804,86696215,91335899,95839709,101338101,108280242,115604246,121758362,128906618,135976428,145522323
전국,"　공공 행정, 국방 및 사회보장 행정",실질,76324019,79145686,82090281,83440792,85481632,88495314,90829094,93537365,95839709,98457440,101437675,104630019,108229102,112099799,115574821,119264029
전국,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.21,0.2,0.21,0.1,0.13,0.2,0.15,0.17,0.14,0.16,0.18,0.19,0.21,0.23,0.21,0.21
전국,　교육 서비스업,명목,58107682,64532931,66627562,68515952,71283894,73568401,76160258,79160411,82194041,84488280,87848909,90653377,94572182,93918567,99677113,102212198
전국,　교육 서비스업,실질,71348983,72556529,74402554,75382026,77288892,78894387,80733768,81160331,82194041,83189664,84871347,86260307,87788122,86464055,90890170,93196413
전국,　교육 서비스업,실질기여도,0.24,0.09,0.14,0.07,0.13,0.11,0.12,0.03,0.06,0.06,0.1,0.08,0.08,-0.07,0.25,0.12
전국,　보건업 및 사회복지 서비스업,명목,34580612,37394855,42272540,45603267,48203671,51727929,54867716,59232934,63661490,69318343,75616159,81747419,90106180,92813402,99548677,106302127
전국,　보건업 및 사회복지 서비스업,실질,39576871,40952589,44056319,46784025,49979453,53353683,56701941,60755784,63661490,68294857,72562892,77936601,85431581,86025314,91667941,97918947
전국,　보건업 및 사회복지 서비스업,실질기여도,0.24,0.11,0.24,0.22,0.23,0.23,0.22,0.26,0.18,0.28,0.25,0.3,0.41,0.03,0.31,0.33
전국,　문화 및 기타서비스업,명목,32066210,34487274,36237291,37853520,39655140,42065680,43645429,45394217,46488197,49663135,50083652,53155967,55382140,51538779,54207229,59654269
전국,　문화 및 기타서비스업,실질,44360371,45206372,46247779,46643043,46688600,47322170,47650002,47616892,46488197,47744770,46719506,47586601,48230175,43487587,45413806,48631687
전국,　문화 및 기타서비스업,실질기여도,0.2,0.06,0.07,0.03,0,0.04,0.02,0,-0.07,0.08,-0.06,0.05,0.04,-0.28,0.12,0.18
서울특별시,지역내총생산(시장가격),명목,266598542,282065734,293694316,313281033,326415107,334324998,340711607,350258443,370167867,387364432,404079600,423742112,435927212,444544909,472040199,485747866
서울특별시,지역내총생산(시장가격),실질,309525926,317128072,321873162,333249300,343756313,348568408,354319250,359661759,370167867,380679274,389584629,403605888,414092568,417638547,431678812,438537013
서울특별시,지역내총생산(시장가격),실질기여도,5.86,2.46,1.5,3.53,3.15,1.4,1.65,1.51,2.92,2.84,2.34,3.6,2.6,0.86,3.36,1.59
서울특별시,순생산물세,명목,23479978,24755317,25164487,26723043,28079562,27219774,26917917,27966826,30371942,32158364,34890756,37199058,36339428,41928937,47051092,43354515
서울특별시,순생산물세,실질,26057557,26125641,25963343,26408395,28643633,27521383,27597763,28822390,30371942,31165014,32762686,34324997,33741615,37799356,40172381,36042528
서울특별시,순생산물세,실질기여도,0.58,0.02,-0.05,0.15,0.72,-0.34,0.02,0.35,0.43,0.21,0.43,0.41,-0.15,1,0.59,-1.02
서울특별시,총부가가치(기초가격),명목,243118564,257310417,268529829,286557990,298335545,307105224,313793690,322291617,339795925,355206068,369188844,386543054,399587784,402615972,424989107,442393351
서울특별시,총부가가치(기초가격),실질,283427593,290989524,295936313,306900544,315056731,321043988,326731215,330836648,339795925,349514260,356808619,369255882,380377317,379770753,391384648,402745629
서울특별시,총부가가치(기초가격),실질기여도,5.27,2.43,1.55,3.39,2.43,1.74,1.63,1.16,2.49,2.63,1.91,3.19,2.75,-0.15,2.77,2.61
서울특별시,"농업, 임업 및 어업",명목,352335,439444,505403,495695,494288,538303,443337,390422,391224,365526,379322,399780,368891,388934,365950,254719
서울특별시,"농업, 임업 및 어업",실질,558547,679150,596405,561298,531540,615150,531723,511029,391224,389413,395667,452836,432413,390334,440369,375763
서울특별시,"농업, 임업 및 어업",실질기여도,0.01,0.03,-0.02,-0.01,-0.01,0.02,-0.02,-0.01,-0.03,0,0,0.01,0,-0.01,0.01,-0.01
서울특별시,광제조업,명목,13733073,13165383,14569738,15086553,15534994,17269381,16520159,16617295,16672919,16996043,16105737,16261429,16312904,15318089,15696002,14421218
서울특별시,광제조업,실질,15357472,14837159,14422472,15836771,16000746,17847617,16933168,17053820,16672919,16067868,15373098,15102708,15219675,14181374,14933432,14370149
서울특별시,광제조업,실질기여도,0.33,-0.17,-0.13,0.49,0.05,0.55,-0.26,0.03,-0.11,-0.16,-0.19,-0.07,0.03,-0.26,0.18,-0.13
서울특별시,　광업,명목,69072,62641,72288,120671,118602,128616,123070,10473,5313,4197,3215,7875,7088,9141,12820,15090
서울특별시,　광업,실질,87891,76385,90190,165260,141851,151783,137677,11869,5313,4037,2944,7390,6665,9056,17182,22026
서울특별시,　광업,실질기여도,0,0,0,0.02,-0.01,0,0,-0.03,0,0,0,0,0,0,0,0
서울특별시,　제조업,명목,13664001,13102742,14497450,14965882,15416392,17140765,16397089,16606822,16667606,16991846,16102522,16253554,16305816,15308948,15683182,14406128
서울특별시,　제조업,실질,15273296,14763326,14335975,15689302,15870979,17708417,16806641,17042559,16667606,16063831,15370138,15095113,15212795,14172140,14916563,14350020
서울특별시,　제조업,실질기여도,0.33,-0.17,-0.13,0.47,0.06,0.55,-0.26,0.07,-0.1,-0.16,-0.19,-0.07,0.03,-0.26,0.18,-0.13
서울특별시,　　음식료품 및 담배제조업,명목,342745,344123,318683,305208,293910,301587,296398,326031,356819,395233,385666,398290,423962,460157,480185,482904
서울특별시,　　음식료품 및 담배제조업,실질,456357,455004,461462,349412,315036,338524,324781,338341,356819,374399,366542,366341,387726,408566,432692,450480
서울특별시,　　음식료품 및 담배제조업,실질기여도,0.01,0,0,-0.03,-0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0.01,0
서울특별시,　　섬유 의복 및 가죽 제품 제조업,명목,4750966,5135350,6093076,6316906,6669792,7697896,7384766,7439982,7135529,7144228,6505866,6455899,6426723,5688189,5402301,4829240
서울특별시,　　섬유 의복 및 가죽 제품 제조업,실질,6365642,6847972,6603028,6821848,6934950,8070140,7660648,7673833,7135529,6300820,6198666,5759860,5225461,4531006,4761593,4741378
서울특별시,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.03,0.14,-0.07,0.07,0.03,0.33,-0.12,0,-0.15,-0.23,-0.03,-0.11,-0.14,-0.2,0.07,0
서울특별시,　　목재종이인쇄 및 복제업,명목,1630070,1629986,1583556,1486543,1507042,1582653,1574332,1628319,1696133,1946106,1914359,1931864,2128303,1912015,1908907,1919522
서울특별시,　　목재종이인쇄 및 복제업,실질,1523576,1589204,1556989,1575446,1578538,1674956,1628716,1641867,1696133,1917834,1864394,1795352,2033352,1880256,1745032,1672166
서울특별시,　　목재종이인쇄 및 복제업,실질기여도,-0.02,0.03,-0.01,0.01,0,0.03,-0.01,0,0.02,0.06,-0.01,-0.02,0.06,-0.04,-0.03,-0.02
서울특별시,　　석탄 및 석유 화학제품 제조업,명목,605250,476995,567789,728373,541004,674687,654149,817493,846546,900392,821448,864445,1027820,1246364,1309859,1072079
서울특별시,　　석탄 및 석유 화학제품 제조업,실질,402709,476164,610241,817543,587591,720320,702440,872588,846546,876220,825962,888789,1045357,1215356,1126080,935065
서울특별시,　　석탄 및 석유 화학제품 제조업,실질기여도,0,0.04,0.05,0.07,-0.07,0.04,-0.01,0.05,-0.01,0.01,-0.01,0.02,0.04,0.04,-0.02,-0.05
서울특별시,　　비금속광물 및 금속제품 제조업,명목,1275592,1022014,962725,936387,973479,1000035,946025,987144,934813,959474,908302,860241,888350,778532,895237,925505
서울특별시,　　비금속광물 및 금속제품 제조업,실질,1858495,1094374,1144499,963154,967845,995206,927902,965368,934813,942641,899425,855692,857411,741461,755189,687005
서울특별시,　　비금속광물 및 금속제품 제조업,실질기여도,0,-0.2,0.02,-0.05,0,0.01,-0.02,0.01,-0.01,0,-0.01,-0.01,0,-0.03,0,-0.02
서울특별시,　　전기 전자 및 정밀기기 제조업,명목,2903624,2624993,3009378,3166895,3242853,3570657,3260505,3121057,3208155,3370962,3599929,3664559,3342068,3260142,3607658,3512864
서울특별시,　　전기 전자 및 정밀기기 제조업,실질,3054486,2891793,2641986,3122318,3240790,3523829,3183670,3168711,3208155,3432436,3204587,3351248,3685702,3633871,4027557,4200726
서울특별시,　　전기 전자 및 정밀기기 제조업,실질기여도,0.2,-0.06,-0.08,0.19,0.04,0.09,-0.1,0,0.01,0.06,-0.06,0.04,0.09,-0.01,0.08,0.03
서울특별시,　　기계 운송장비 및 기타 제품 제조업,명목,2155754,1869281,1962243,2025570,2188312,2313250,2280914,2286796,2489611,2275451,1966952,2078256,2068590,1963549,2079035,1664014
서울특별시,　　기계 운송장비 및 기타 제품 제조업,실질,1933943,1649828,1542326,2043634,2221028,2369326,2372119,2383605,2489611,2219481,1989268,2050408,1978005,1859549,2190005,1805676
서울특별시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.11,-0.12,-0.04,0.22,0.06,0.04,0,0,0.03,-0.07,-0.06,0.01,-0.02,-0.03,0.08,-0.08
서울특별시,"전기, 가스, 증기 및 공기 조절 공급업",명목,1806318,837469,1253502,1569177,1418385,1686372,1499920,1665757,1704435,1844710,1606280,1263509,1306325,1915330,1548345,1008538
서울특별시,"전기, 가스, 증기 및 공기 조절 공급업",실질,4186759,3345753,3397234,2831323,2884827,2957059,2273071,1728204,1704435,1838816,1912500,1994744,2315887,2790705,2887553,2694833
서울특별시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.1,-0.14,0,-0.07,0.01,0.01,-0.12,-0.11,-0.01,0.04,0.02,0.02,0.05,0.06,0.01,-0.02
서울특별시,건설업,명목,9539996,8969876,8846250,8473781,8163820,8096684,8857417,9666211,10478842,11588048,12555732,13556880,13930797,14103472,13328297,12969540
서울특별시,건설업,실질,12521108,11570149,11251801,10617646,9730093,9255518,9699990,10205427,10478842,11310791,11807884,12142426,11873481,11757747,10758261,10109425
서울특별시,건설업,실질기여도,-0.08,-0.27,-0.09,-0.17,-0.23,-0.12,0.12,0.14,0.07,0.22,0.13,0.09,-0.07,-0.03,-0.27,-0.17
서울특별시,서비스업,명목,217686842,233898245,243354936,260932784,272724058,279514484,286472857,293951932,310548505,324411741,338541773,355061456,367668867,370890147,394050513,413739336
서울특별시,서비스업,실질,252707799,261951941,267584864,277763808,286454760,290825564,297483905,301368097,310548505,319907372,327361401,339625359,350750750,351112823,363024617,375820377
서울특별시,서비스업,실질기여도,4.92,2.99,1.78,3.15,2.61,1.27,1.91,1.1,2.56,2.53,1.95,3.14,2.74,0.09,2.83,2.94
서울특별시,　도매 및 소매업,명목,37465919,40697823,42413257,48246873,50686093,52834662,54834004,53992367,56108543,58693684,60466240,61511855,62776682,61174517,62468292,64315322
서울특별시,　도매 및 소매업,실질,43015001,43819080,43622025,47610253,49051517,50821084,53532118,53956505,56108543,57623999,58491556,59678918,62346453,62066529,62276057,65444308
서울특별시,　도매 및 소매업,실질기여도,0.63,0.26,-0.06,1.32,0.47,0.56,0.84,0.13,0.61,0.41,0.23,0.3,0.65,-0.06,0.05,0.67
서울특별시,　운수 및 창고업,명목,8076031,8447293,8447062,8356136,8221010,8214729,8850841,9649096,10899450,10510841,10101222,10061317,10476525,9234379,11208580,12656035
서울특별시,　운수 및 창고업,실질,8729109,9016870,9040930,9454884,10386147,10288665,10431519,10716050,10899450,10280492,10171331,10567762,10512757,8762723,9896426,10627073
서울특별시,　운수 및 창고업,실질기여도,0.01,0.1,0.01,0.13,0.26,-0.02,0.03,0.07,0.05,-0.17,-0.03,0.1,-0.01,-0.4,0.27,0.18
서울특별시,　숙박 및 음식점업,명목,7413651,8069627,8199754,8596389,8535968,8669392,8807723,9228106,10154452,11086078,11221553,11803607,12771196,9657555,9755973,12924789
서울특별시,　숙박 및 음식점업,실질,10591646,10844435,10461981,10812500,10340609,10162343,9871263,9990341,10154452,10594777,10414503,10722003,11310928,8596609,8577385,10481055
서울특별시,　숙박 및 음식점업,실질기여도,0.16,0.07,-0.1,0.09,-0.12,-0.05,-0.07,0.03,0.04,0.12,-0.05,0.08,0.15,-0.7,0,0.46
서울특별시,　정보통신업,명목,28945575,30223792,32140421,33897982,36095185,38380463,39626441,40651733,42129757,45120557,47150058,49060800,51371809,54206487,60261592,63153657
서울특별시,　정보통신업,실질,32396381,33956819,35410400,36895431,39696514,41670092,42830544,42550417,42129757,44549756,46541983,48522480,50397481,51729807,54583710,57707359
서울특별시,　정보통신업,실질기여도,0.43,0.52,0.46,0.46,0.82,0.55,0.32,-0.08,-0.11,0.65,0.52,0.5,0.45,0.31,0.67,0.73
서울특별시,　금융 및 보험업,명목,30546314,31765322,33425709,36074140,38764737,37028667,35570379,37219670,40562105,41087617,44388773,48226132,49469855,54859865,62755043,67319825
서울특별시,　금융 및 보험업,실질,27262792,28858394,31905264,31987821,32831657,33769200,34581473,36478003,40562105,41363642,43010907,45858172,48771831,55538322,60068929,60880861
서울특별시,　금융 및 보험업,실질기여도,1.14,0.67,1.19,0.03,0.3,0.34,0.27,0.57,1.19,0.22,0.42,0.73,0.72,1.57,1.01,0.18
서울특별시,　부동산업,명목,27539122,29155435,30673392,31410918,32647230,33749476,34772804,36706317,38883493,41061349,43279230,45513460,45697133,47000881,46172600,44211158
서울특별시,　부동산업,실질,34535384,35828759,36457060,36749244,37829720,37298107,36993375,38050461,38883493,40447637,42103177,44051898,43831247,44472498,44239308,43102037
서울특별시,　부동산업,실질기여도,0.23,0.39,0.18,0.08,0.29,-0.14,-0.08,0.29,0.23,0.42,0.43,0.5,-0.05,0.15,-0.06,-0.25
서울특별시,　사업서비스업,명목,36620134,40454625,40881694,45047634,46594655,47099468,49062482,49783885,52838017,54536043,57958913,61750255,64416070,65511516,68408201,71038533
서울특별시,　사업서비스업,실질,46806046,48510236,47638912,49796591,50855179,49816205,51331256,51299820,52838017,54090064,55722970,57733583,58823886,58211492,59009955,59157631
서울특별시,　사업서비스업,실질기여도,1.58,0.5,-0.26,0.63,0.31,-0.29,0.43,-0.01,0.43,0.34,0.43,0.52,0.28,-0.15,0.2,0.04
서울특별시,"　공공 행정, 국방 및 사회보장 행정",명목,11288781,12256305,12691856,13016838,13430004,14188566,14902286,14765068,14861665,15613216,15792926,16478638,16732210,16985837,17567088,18409210
서울특별시,"　공공 행정, 국방 및 사회보장 행정",실질,14575770,14928144,15062250,15183231,15196915,15493831,15793731,15253700,14861665,15060163,14678787,14767970,14712135,14541889,14802383,15072562
서울특별시,"　공공 행정, 국방 및 사회보장 행정",실질기여도,-0.03,0.1,0.04,0.03,0,0.08,0.08,-0.15,-0.11,0.05,-0.1,0.02,-0.01,-0.04,0.07,0.07
서울특별시,　교육 서비스업,명목,12920790,14703264,14953505,15428498,15887420,16282593,16536782,16771721,17505800,18298540,18690392,19051609,19945827,19423554,20329970,21512001
서울특별시,　교육 서비스업,실질,15793775,16392871,16691017,16965752,17203631,17398568,17609585,17251956,17505800,18083766,18139494,18211759,18588378,17915943,18626104,19813622
서울특별시,　교육 서비스업,실질기여도,0.32,0.18,0.09,0.08,0.07,0.06,0.06,-0.1,0.07,0.16,0.01,0.02,0.09,-0.17,0.17,0.27
서울특별시,　보건업 및 사회복지 서비스업,명목,8597153,9220617,10354176,11085107,11654898,12333410,12673012,13718181,15166381,16363551,17332817,18905734,20870510,21550670,23092177,24302905
