,시도별,경제활동별,항목,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
168,대구광역시,총생산,명목,0.01628907123206358,0.07045945692796529,0.04970036149052359,0.051775252502627156,0.0459687008127172,0.04078524393951466,0.06154194798040158,0.02595804219338227,0.03133034380908195,0.03431368776420918,0.024336201695514204,-0.006356948880736013,0.056504859586134604,0.036110735713294595
169,대구광역시,총생산,실질,-0.027813019431436325,0.06482644575036511,0.03496821498966218,0.03745777345847734,0.03522496100781991,0.026372062967723098,0.02965379126867229,3.6451690905936474e-05,0.017314636014864382,0.02359158497374514,0.014773392624118031,-0.019971061445134164,0.04376648555448015,0.017474818834170014
174,대구광역시,1차 산업,명목,0.06636649602171096,-0.000713363024659186,0.03545565631230296,0.02353993403849608,-0.05223522843810113,-0.06476934404712364,-0.0037584976962942163,0.08219488730071478,0.09947231729541972,-0.1281461887655505,-0.10102147617218038,-0.03947445986972031,0.07156830404062875,-0.06196305841924399
175,대구광역시,1차 산업,실질,0.0712908873339897,-0.08727446804998429,-0.040693047818852635,-0.03407362718851725,-0.022803570499141168,-0.026238523558745452,-0.005045877832323686,0.03614623419461238,0.02460538532961931,-0.14792543206680042,-0.03236172200824994,-0.1476169167118082,-0.012203658334407841,-0.02462493822786227
180,대구광역시,2차 산업,명목,0.040934926691525986,0.15596039452119959,0.08660090151690847,0.06746004448926146,0.057250246783934866,0.011340495417970331,0.055956484211399315,0.01602406757507957,0.01882428464033592,0.03692299455210102,-0.03977832672341686,-0.07159757434519443,0.08718646981706968,0.08600860755550133
181,대구광역시,2차 산업,실질,-0.08487051527584566,0.2427699440832738,0.05594041397185978,0.06066334810177376,0.039715275735983324,0.010796406246337709,0.02311917048537593,-0.025533442797024297,0.03439055214172804,0.039762449252098486,-0.05219062794805518,-0.08419463904970603,0.09595851751015894,0.03683270371092662
200,대구광역시,3차 산업,명목,0.04180130054670417,0.0627110301565883,0.04517305461517562,0.04757592558069246,0.03050626868090256,0.038454261736860174,0.049194008503739006,0.022286075355095525,0.04796428627028382,0.043112066573644414,0.038211465783362986,-0.012365885599518678,0.03993608778814939,0.025128829434162947
201,대구광역시,3차 산업,실질,0.01795305817869952,0.03789672034758973,0.03223434875898268,0.033241446945443176,0.021361356834522116,0.021414451103956678,0.020384306346468595,0.0019460458579203532,0.026402212228968214,0.03042781662051275,0.03065930803150496,-0.02251351487839659,0.026998765765966493,0.01397884923362569
224,인천광역시,총생산,명목,0.0492481523991275,0.12284524217577775,0.01819689355231957,0.030905436261292607,0.0450176425582447,0.07512855736991297,0.07405974260605008,0.056475790499394884,0.04587616351281221,0.0021235753556707593,0.014707760209479392,-0.0047204868920096565,0.10104324069511894,0.059050941080648345
225,인천광역시,총생산,실질,-0.013753867041381374,0.09735216159989468,0.017832229849929826,0.036759461446457475,0.02657246271638325,0.0482343991152514,0.01834085915392958,0.02644961274437474,0.04296833324272309,0.007404714144210178,0.017781146073571508,-0.03474225978922896,0.063814828033115,0.05963671615380206
230,인천광역시,1차 산업,명목,0.06808997546343498,-0.09753641065103491,0.045292671916537186,-0.015678982725527812,-0.0385848171303913,0.04871102547525785,0.006003489276317664,-0.02299752882701389,0.05075900744864459,-0.025230279456458504,0.02939340089332876,0.09189878536213625,0.03627435619872377,-0.24661963651857788
231,인천광역시,1차 산업,실질,-0.05953557084160477,-0.15814327930333705,-0.02992065991051407,-0.017166900420757414,0.004126132443958763,0.099318656152803,-0.07778368755032539,-0.0007850079502080831,0.018229699017568324,0.013844766977258782,0.10194992778045253,-0.04856855939817828,0.03683046874132012,-0.168863361979669
236,인천광역시,2차 산업,명목,-0.010958398953450077,0.15878359163311973,0.05194346443104014,0.02171996545695909,0.020943399005586505,0.025479876995694983,0.08808008168043724,0.043670703666958355,0.06889417339581883,-0.021426237659496805,-0.04970631598972697,0.019142824556751536,0.11503213255327482,0.08096357425343448
237,인천광역시,2차 산업,실질,-0.15323673700638185,0.2334258916983598,0.018788984814818388,0.01782990065106138,0.006486447295159792,0.035362482311830146,0.06386929215407688,0.021740572779006317,0.05099442116441488,-0.014220585604499902,-0.03055320537670614,0.019457479706373793,0.0896207228607504,0.034233079656348364
256,인천광역시,3차 산업,명목,0.048462113094106085,0.11259154435362273,0.020050724388516183,0.040709093063818536,0.051727971792359995,0.07682078922863034,0.07023755047354463,0.04690437473235742,0.044840571854479316,0.04457892525551643,0.04449802636792688,-0.04306550100259143,0.09701704481178641,0.08901625971737626
257,인천광역시,3차 산업,실질,0.026288803977227326,0.04757184686848537,0.028580910888062583,0.059123527064248504,0.04568424493037471,0.045810951258516086,0.00932077675595111,0.01849698879297379,0.03520222326036171,0.046109303536393975,0.043894585410126474,-0.078796969621865,0.0363782113336617,0.08155956682511656
280,광주광역시,총생산,명목,0.04035656501677187,0.10683093883876538,0.02855251130367198,0.03818948051568105,0.05002365347731308,0.05609550657308526,0.05539169589628723,0.056633193946011406,0.025120477179639167,0.05461778119107241,0.043063170866791234,0.013218615335285566,0.03979701240722733,0.033777820146868365
281,광주광역시,총생산,실질,-0.02197090691206416,0.12057210052107736,0.01818763785247879,0.020585527689842564,0.038205279142005555,0.0398724443564602,0.019784270618104616,0.031219819530099002,0.012555261165762444,0.05033613656936775,0.036841955284944605,-0.0023569030027029703,0.04367485354778711,0.016541622846975468
286,광주광역시,1차 산업,명목,0.04792590473465874,0.008783723834808743,0.041580969906906295,0.030314249710952534,-0.03478732324219369,0.01728901458495269,0.06930337078651694,-0.07806345470266118,-0.03860156438261597,-0.03332972035551707,-0.10736110332455007,-0.18607901017460116,0.20970542276752124,0.15783598453135594
287,광주광역시,1차 산업,실질,0.07134787849718216,-0.07923819173627722,-0.04788775647300436,-0.03985404991331698,-0.006844569484977692,0.0921294632475742,0.07459527819180178,-0.11843716975694107,-0.026924308161750177,-0.07514034129883951,-0.04027820874737953,-0.2767626903453225,0.12089889110595009,0.18302351144444118
292,광주광역시,2차 산업,명목,0.09979674010942663,0.24868671041097934,0.009313855058319609,-0.007986690098113258,0.056201641205077646,0.04369582605673461,0.08044183743573496,0.03581111978658913,0.026991140544617487,0.012652962005257118,0.020790887929523993,0.03498942970080132,0.03141642865250671,0.027626549605773265
293,광주광역시,2차 산업,실질,-0.07767525804182362,0.4060592129779579,-0.005802851202949322,-0.025970073963275553,0.03437271814322407,0.0435500185461033,0.032438927073572765,-0.0004881049287887018,0.036896708504980724,0.028711537321803204,0.02036567282374646,0.01816083893601883,0.08861892627284007,0.0032394530374031394
312,광주광역시,3차 산업,명목,0.0441151110889646,0.06757181580254268,0.04444030280971689,0.046714006907033534,0.04366191247395168,0.05847573557426866,0.055584534671440755,0.05963629456403896,0.044636354723108784,0.04351368145746459,0.05570559248908857,-0.008312175508165875,0.04355509293698678,0.03609619381405471
313,광주광역시,3차 산업,실질,0.015801963810978537,0.041565990881563764,0.03261661482709366,0.03303339405658212,0.036836989083303795,0.04023901151524045,0.02429928078089061,0.03947430289853693,0.023468309669351095,0.03185920160898004,0.046808320949954574,-0.018345808239679462,0.03344488194924522,0.02448747579151278
336,대전광역시,총생산,명목,0.06760152338790659,0.08223570195605734,0.048143908544191705,0.03780260065149976,0.024273292078868414,0.037269222858881124,0.06390121049471009,0.058456840522574716,0.030563119284308105,0.019022614868743792,0.043184249343498404,0.030189163157023025,0.052338136237998656,0.06098972549152237
337,대전광역시,총생산,실질,0.026250242579142657,0.07015475412812067,0.03604855704442134,0.015408702274173791,0.011385925221785165,0.019962506784716005,0.029958829488119232,0.03481840647700407,0.008215192015239348,0.009368602502522139,0.03956392379965634,0.012883586046359419,0.031349208747015744,0.04459611207927883
342,대전광역시,1차 산업,명목,-0.07814638471769764,-0.07341655688685356,0.1344556779202022,-0.0036005569922419323,-0.12954940206432553,-0.12963302752293582,-0.004690629282175562,0.004368546465448819,-0.011546065638592284,-0.07101901485452167,-0.07107997933053911,0.08813894554669632,0.2074978699233172,0.08321573054849929
343,대전광역시,1차 산업,실질,-0.06530433168525673,-0.1444458486035638,0.06148976577336995,-0.060631361323155164,-0.11135565243154022,-0.08818346351686035,-0.013554806863590119,-0.01900979613449827,0.01265788621396946,-0.05903360784627276,-0.003937007874015741,-0.022720163789916703,0.11737662942271876,0.1173636789750534
348,대전광역시,2차 산업,명목,0.09451222292425232,0.09905113763503315,0.024696139154361862,0.09506765680195217,0.04506017049835975,0.05616868280786336,0.14453355689850889,0.03737516083573311,-0.011246174328516267,-0.03457944217595266,0.008425443221455886,0.025192144381794623,0.04706010007026773,-0.005575591637767108
349,대전광역시,2차 산업,실질,-0.008476763372384344,0.14985715159085955,0.007575499068363412,0.07620732314098455,0.03453774614115335,0.06075148808207986,0.0911289022441868,0.009117882947187406,-0.019676291318129868,-0.033580484504849406,0.04177045659042711,0.01335391306042033,0.04988952279448666,0.0054301549954671735
368,대전광역시,3차 산업,명목,0.06905953939685938,0.08082602596057575,0.055937108676706426,0.034296548369307844,0.02475848282351545,0.03388291908705976,0.050012834998706124,0.054054484638414335,0.04205302269131583,0.03322180873126124,0.04219332573607493,0.021827714346344784,0.047703042343500535,0.07049600200550388
369,대전광역시,3차 산업,실질,0.0409170652510058,0.054214842859209966,0.04150424817924314,0.013512116122874396,0.011530895177170652,0.016135077394436204,0.020342542802094243,0.031942637123992146,0.01599736312294886,0.020301184115997017,0.03093616014323808,0.0072268242668296345,0.02379140154826942,0.054659142419872575
392,울산광역시,총생산,명목,-0.038922244552641594,0.19330489399199968,0.1241950182990974,0.01928772064587192,0.018068049063063363,-0.01587891950106679,0.03877777261311577,0.02479509510536282,0.01458902666258477,-0.027756185571841674,0.0136744695209563,-0.07087616858796753,0.12413491473615035,0.10620566933157427
393,울산광역시,총생산,실질,-0.015660761582313665,0.04513876378698356,0.07943575229568345,0.006159568070277954,0.0050682967168005355,0.0011969042844923727,0.006151696313982935,0.008554856302519731,-0.006923273612875147,-0.022263877071459492,0.009534162391745094,-0.06786797938298827,0.03555212605495073,-0.004589009741456707
398,울산광역시,1차 산업,명목,0.1634093985834062,-0.06656423377842347,0.12295189228279213,-0.047562972639791035,0.05776859078381369,0.05323170768828045,-0.06780650493910656,-0.0251804360227188,0.030111630569602088,-0.1250702381613965,-0.1434287972673508,0.07391386739830774,0.20081017630541198,-0.05323417414194076
399,울산광역시,1차 산업,실질,0.09004156416998899,-0.13686515810946764,0.054886530486077056,-0.06522920265922705,0.09488512427998597,0.09318166906251668,-0.12002313488620797,-0.020666435179443887,0.004337007654660274,-0.06536046599591494,-0.08143801429920405,-0.050812858884173084,0.137112620487986,0.0164773113817267
404,울산광역시,2차 산업,명목,-0.029755874400092863,0.2157271780220673,0.247669287645208,-0.029850681324654182,-0.007172726294152887,-0.061324382383201814,0.038696805014504454,0.010517120669679692,-0.008947907427862,-0.037832076767281175,0.030276276102668254,-0.11403960608972907,0.17766369595777154,0.2353153498664997
405,울산광역시,2차 산업,실질,-0.003075278851595864,0.024673868552535172,0.1462523165344538,-0.04376027622553369,-0.019252039944938404,-0.018405320946252135,0.010965721270459028,-0.0014517812974995659,-0.036833425119111585,-0.016065559067355295,0.029499901544076446,-0.08481589326568584,0.042045702501259274,0.025855355436082972
424,울산광역시,3차 산업,명목,-0.013993527689589946,0.05356374470648717,0.033442756440041244,0.08189517036745331,0.08452758463176391,0.07419068615808921,0.09118145443404324,0.013450376189111601,0.01886819756296676,0.021614949500688097,0.024492169830757637,-0.006650494626410985,0.09529133042746318,0.0904212359365375
425,울산광역시,3차 산업,실질,0.003191636622799532,0.044382889918467505,0.045930785771417515,0.06469834686672904,0.07140709914106513,0.05266509689354271,0.06191563209813622,0.006861194927206382,-0.002541044682830673,0.009000488153534825,0.01243410836379133,-0.020247131952058073,0.030844542610832137,0.03242673791206263
448,세종특별자치시,총생산,명목,,,,,,0.27504910269142857,0.11102256667513988,0.07750328427995212,0.06540510733021199,0.04418887320150988,0.06786384733154205,0.0715557360284147,0.09981848436689811,0.03760545825608763
449,세종특별자치시,총생산,실질,,,,,,0.25450201610999357,0.07254363575723333,0.050570515085877066,0.04216485589169228,0.02795280234126385,0.06403059976342163,0.05021539909692874,0.07395350318651794,0.03253851706597999
454,세종특별자치시,1차 산업,명목,,,,,,0.17476604563712494,-0.1289108145588469,0.14438128643981973,0.15206345441608438,-0.23473867995866704,-0.2190002690230325,-0.008637992594113686,0.2341487534829645,-0.17434853464285138
455,세종특별자치시,1차 산업,실질,,,,,,0.17688785743539115,-0.14526440709725486,0.09000798609479954,0.11748959665177394,-0.17956651040015081,-0.15241985187351792,-0.13029653183465206,0.08913641130289385,-0.08597897366503593
460,세종특별자치시,2차 산업,명목,,,,,,0.058915329608990374,0.0013878563012008627,0.02050445153218683,-0.012518327297872056,-0.0074803250509657415,0.024313523303158835,0.14124982748461679,0.09957326013085988,0.001327929454939536
461,세종특별자치시,2차 산업,실질,,,,,,0.06310619422114683,-0.034680202548035055,0.0034954749249469508,-0.01952479685844366,-0.004890530336904675,0.06911017845254697,0.13200122114930224,0.09825219906680505,0.020385282203673194
480,세종특별자치시,3차 산업,명목,,,,,,0.44663627408843176,0.2507527278255255,0.09866472013932559,0.12049763823114779,0.12155031816216932,0.13838841318221107,0.09525215951596144,0.13398866955757693,0.07233320660076248
481,세종특별자치시,3차 산업,실질,,,,,,0.419617123789906,0.22217258143544405,0.07176433155017192,0.08662841112291142,0.09751256376623507,0.12405756711351468,0.07480564245223342,0.09890797718781275,0.05262140224155698
504,경기도,총생산,명목,0.05512524027087751,0.12303951058898654,0.05131518579203043,0.06348336486968265,0.07053462346261763,0.05505556468627493,0.08598470590249185,0.06665096577500407,0.10796475010037665,0.06290231971801741,-0.00502006171290259,0.029083562563712695,0.07716796541317827,0.03326777540298598
505,경기도,총생산,실질,0.020933410524879736,0.09816242732238467,0.04333647330325907,0.04485246543440358,0.05676915320335851,0.04540246039786089,0.054723895347709384,0.04672950196286796,0.0658906492387843,0.06040219086110521,0.02295494453331104,0.016730536689419928,0.060286477245874215,0.036117613049064135
510,경기도,1차 산업,명목,0.07533106655698729,0.03500139455155726,0.05427269478198715,-0.013963737200642035,0.068129904313458,0.1340945162450098,-0.0005679109052516562,-0.05169477591405103,0.017640898856351006,-0.07109094552614259,-0.04136255353658225,0.06168993605736661,0.16269846580883596,-0.11847178840311856
511,경기도,1차 산업,실질,0.03557643937336685,-0.0563704771137048,-0.019082647978950318,-0.03151141679297442,0.12031280988041337,0.10609886560249837,-0.02661991191745794,-0.09194593460230316,-0.01783899899207453,0.01833654183544997,0.03759299756550716,-0.06582205089632698,0.03567283418161127,-0.028067409374968877
516,경기도,2차 산업,명목,0.0560217816962858,0.20162958993663227,0.06906664060902323,0.053085783654871044,0.10267249792513589,0.026561850854745384,0.0997427438116758,0.06059524301027874,0.17775487593097417,0.06933116893031399,-0.07602183925435557,0.043155248427346526,0.09095533355780683,-0.008470344141542463
517,경기도,2차 산업,실질,0.009292479636086037,0.21715315816264313,0.06354548872153476,0.04372104823572376,0.08920508884431988,0.042573724472303676,0.07355945515218942,0.048667731846494755,0.10234408713009491,0.08622638207921463,0.019889281981283924,0.04392055662889116,0.09094263441858375,0.018986446052115635
536,경기도,3차 산업,명목,0.06004283430651536,0.09244265789472128,0.06108683874647647,0.07644137115236571,0.059201626116865746,0.06985138624477649,0.06256952365801771,0.05181976600411664,0.06011924873673813,0.06511925629178106,0.040080693323475636,0.026800163457885606,0.07457630589187869,0.06513822718987039
537,경기도,3차 산업,실질,0.0355475480285794,0.06573478488435969,0.04805950629164912,0.05484799317364897,0.046190415277776786,0.04834831934206418,0.0337226950382008,0.030627611948282674,0.03281019415492015,0.05180104397160701,0.031147492263557286,0.012507293331551539,0.05046215790169506,0.049714499726068784
560,강원도,총생산,명목,0.04171713695540791,0.05008591439749499,0.04281227526413289,0.04441380697688224,0.04982701829687297,0.06883008866525464,0.05395692525877771,0.054093051076533394,0.05647977575160823,0.03107034028061162,0.040422179723447194,-0.0034016185933410936,0.05242057371745368,0.02584413522255047
561,강원도,총생산,실질,0.00897645478336484,0.043430260271881016,0.02380885960869561,0.019956831270681707,0.03216924659808029,0.04883391446047192,0.01971151894430223,0.02885745406826401,0.04076432342400049,0.018577392540936044,0.033422888606703616,-0.026810466458972226,0.04354745984843422,0.029883865424863654
566,강원도,1차 산업,명목,0.1523181166129146,0.10011130906396337,0.049597029154119454,0.038031346791287834,-0.025079318309770282,0.09368478146478099,0.03884837556883958,0.024118144421960697,0.03889667596477531,-0.04798569550261067,-0.01504051353092839,0.07504016089114796,0.10777759422545374,-0.016721165843948338
567,강원도,1차 산업,실질,0.11814084737040043,-0.00316927841245096,-0.017963992101836967,-0.02432175536628145,0.00752086990719536,0.15788835272380686,0.045208357019764556,-0.023027997073939988,0.022765141551610135,-0.03588768199478698,0.07289685617515373,-0.03182023529455014,0.030343104981171765,0.01859857845494961
572,강원도,2차 산업,명목,0.02785521909052302,0.0287582779551947,0.050827185197838354,-0.019466187682896652,0.06825271150709233,0.11584945655152712,0.06648360048192159,0.06261826441082485,0.08527024378128223,0.02249660585437674,-0.006959309489039889,-0.0031751257874838013,0.0028367671804856442,0.03172449191165705
573,강원도,2차 산업,실질,-0.04428667815168086,0.16991575458612385,0.03909090505511492,-0.02027480450123975,0.059563230800043776,0.10022045112667022,0.03264435173945657,0.03816882381297004,0.10196014021011579,0.022840735475889273,-0.0018545700435748103,-0.01748555313466793,0.025499512291472515,0.023265232622643683
592,강원도,3차 산업,명목,0.03531318966278674,0.07037609311736404,0.049233189928858945,0.04789542515840339,0.054805207465710604,0.04575054593926886,0.03807422840293051,0.04754775685301915,0.05748109520844169,0.05723104089518971,0.0462793784678972,-0.016359578989461276,0.06814524819991585,0.058854916835984206
593,강원도,3차 산업,실질,0.011632267107171357,0.049596465409968093,0.02978402079334641,0.025515789997925475,0.037925130502073356,0.02395622909055506,0.010357735479411545,0.026386738129009712,0.03395609110678954,0.038180902288546203,0.03448413426712782,-0.031595169933452016,0.054346433523144055,0.036951137682562196
616,충청북도,총생산,명목,0.05446543704865148,0.132648475632561,0.07486709802476521,0.049992328675089404,0.04893933448866772,0.049106661708139265,0.10203612071600876,0.08116449462548059,0.09453687517171172,0.0662127291484127,-0.003119625871786713,0.0023643742869001727,0.08199639200342834,0.05491549559302422
617,충청북도,총생산,실질,0.05538545083375901,0.08736067846784557,0.05892540106969091,0.03430927841675713,0.03929415733567265,0.041943872264210036,0.06967372079364997,0.05777868540327491,0.06119515900959649,0.06257747488791487,0.016675707629392633,-0.0149650581525409,0.06859404017771742,0.04515920588502742
622,충청북도,1차 산업,명목,0.15917375455650062,0.030097060898306216,0.1311002083926327,0.059418767041298226,-0.046217816412311485,-0.0429353079805147,0.10316713703355274,-0.010513349889789803,0.04030837959094402,-0.042428943147250875,-0.06143297225455924,0.006847424736544205,0.1542765945714144,-0.02297150442551754
623,충청북도,1차 산업,실질,0.15412435574207106,-0.06506404450769832,0.03453692991536261,0.005880930290295794,-0.0070226654105801645,-0.021706627324743932,0.09805600838028439,-0.06028195844927842,0.01626371340372601,-0.02159187394844775,0.01621143879121112,-0.10651337253394344,0.046587646106234004,0.03446724575428717
628,충청북도,2차 산업,명목,0.045240332393728044,0.25101823758590114,0.10098205710331798,0.039290512509850606,0.0721769467012614,0.056273409868420554,0.1360374936008224,0.08231570206486039,0.14926930947884642,0.08698062369962845,-0.028419879763598166,-0.0025501072388346424,0.1201455800482707,0.030150188418776924
629,충청북도,2차 산업,실질,0.08638023407269801,0.16975458022601342,0.0868866899653844,0.032728152316555015,0.06084210945732238,0.06406735511979922,0.1023349387848087,0.06291604923366911,0.10361596744995039,0.10027957165913826,0.02653646488752459,-0.015526783696978352,0.12021133013273677,0.032101589639917494
648,충청북도,3차 산업,명목,0.05070177154331379,0.07270899724682711,0.07556799604688758,0.057366639819189436,0.043152254056542994,0.05408731067084371,0.05202310332795235,0.058864031933070216,0.04452255668998317,0.03683297794839313,0.045417763810033485,0.014509413684023809,0.06077335965032571,0.0605993943520291
649,충청북도,3차 산업,실질,0.024117566030008142,0.04888290664687278,0.06174022092518694,0.04017226778145955,0.03141482766767267,0.03462874617553169,0.024128430146989732,0.03683987992032334,0.020877469132371873,0.021515078905177454,0.03286702129534813,0.0007479444031035509,0.04673040600973222,0.03790605449846174
672,충청남도,총생산,명목,0.11859772453097972,0.15793222922968653,0.08389866330803786,0.021719071790049282,-0.003285410085904661,0.030255222136681637,0.04668740124321502,0.05498579252372848,0.08130085705561552,-0.0002034741138878804,-0.017707824032409336,0.017999481444456844,0.08556479393731165,0.02449122960723016
