city,year,primary_industry_growth,population_growth
충청남도,2019,0.0129663388425205,-0.0012100934871291
충청남도,2020,0.0040181004171087,-0.0012619431381606
충청남도,2021,0.0507721223037629,-0.0008354435512196
충청남도,2022,0.0245948198281322,0.0017836439846605
전라북도,2009,0.009202549304252,-0.0006811181546009
전라북도,2010,0.0509127548795531,0.0077945201638385
전라북도,2011,0.0386568375759719,0.0027116641688464
전라북도,2012,0.0102177263010809,-0.000368190280737
전라북도,2013,0.0436659746271488,-0.0002007109223574
전라북도,2014,0.0203827009489594,-0.0007501474934128
전라북도,2015,0.0096662743362432,-0.0009879458847165
전라북도,2016,-0.0075179248266218,-0.0026314227172006
전라북도,2017,0.0190411993686856,-0.005461201818327
전라북도,2018,0.0167748057807968,-0.0095842407582846
전라북도,2019,0.0238930517644251,-0.0097532055190676
전라북도,2020,-0.0078735643595495,-0.0081438570314092
전라북도,2021,0.030949653894601,-0.0095609787462364
전라북도,2022,0.0205789975164696,-0.0096527138463948
전라남도,2009,-0.0050472647547142,-0.0031245440333507
전라남도,2010,0.0993895911574442,0.0028651273076272
전라남도,2011,-0.0139948530877038,-0.0021610802273669
전라남도,2012,0.0066657404987147,-0.0024661253832263
전라남도,2013,0.0192658118818469,-0.001280884449141
전라남도,2014,-0.000450216865684,-0.0007298764872806
전라남도,2015,0.0069187680561288,0.0016874980323018
전라남도,2016,0.0228133717902989,-0.002662132346008
전라남도,2017,0.0126395811004171,-0.0039340012206433
전라남도,2018,0.0217003941075055,-0.0070944050486599
전라남도,2019,0.0237312471417734,-0.0075545547725136
전라남도,2020,0.00475052815326,-0.0092018975301606
전라남도,2021,0.0265869906902123,-0.0101244957600366
전라남도,2022,-0.0193650329333993,-0.0082420205554006
경상북도,2009,-0.0043941939665823,-0.001516493881106
경상북도,2010,0.073721102086786,0.0075074647661539
경상북도,2011,0.0263173556574269,0.0034480579348084
경상북도,2012,0.0080767018912522,-0.0003119448576335
경상북도,2013,0.0379426379356044,0.0004028383239702
경상북도,2014,0.0714116722725639,0.0005015855140324
경상북도,2015,-0.0262601574081038,0.0007523713396875
경상북도,2016,0.0254588592916842,-0.0008983190186864
경상북도,2017,-0.0124422415116384,-0.0032187847865389
경상북도,2018,-0.0122635319032783,-0.005526235034584
경상북도,2019,0.0122979251773842,-0.0041074688689722
경상북도,2020,-0.0291853884019026,-0.0099083364468032
경상북도,2021,0.038020104496631,-0.0048544719260504
경상북도,2022,0.0174238047875308,-0.0099432386015581
경상남도,2009,0.034903330808119,0.0077268309017426
경상남도,2010,0.0607826452199951,0.0124177890674228
경상남도,2011,0.0301246215114798,0.0055398269461266
경상남도,2012,0.0262061413925926,0.0031881986179134
경상남도,2013,0.0054214530807674,0.0043701801034792
경상남도,2014,0.0035245252305835,0.0049303801644959
경상남도,2015,0.0166663719418798,0.004311609527269
경상남도,2016,0.0070589397957814,0.0027250555918474
경상남도,2017,-0.0072851179283524,0.0019363514491217
경상남도,2018,0.0062214867293437,-0.0018979979907727
경상남도,2019,0.0200195821253827,-0.0033891643953682
경상남도,2020,-0.0543607750441703,-0.0066428692722464
경상남도,2021,0.0189435933131136,-0.0077938073465907
경상남도,2022,0.0463126019930186,-0.0101654012467023
제주특별자치도,2009,0.0618713442631539,0.0036477601504054
제주특별자치도,2010,0.0182273341419676,0.0152702416899637
제주특별자치도,2011,0.0687847252680327,0.0085793559793787
제주특별자치도,2012,0.0631555710197782,0.0131162393518422
제주특별자치도,2013,0.0494601478896723,0.0172910317227816
제주특별자치도,2014,0.0692577886843015,0.0228020599320317
제주특별자치도,2015,0.0735331865358497,0.0280713135510894
제주특별자치도,2016,0.0803184264272196,0.0275498682724877
제주특별자치도,2017,0.045708008622753,0.02413664652422
제주특별자치도,2018,-0.0092118129878221,0.0153831403338695
제주특별자치도,2019,0.0114870599895615,0.0056925228307935
제주특별자치도,2020,-0.0640405937812562,0.0054337701512245
제주특별자치도,2021,0.0120022865104514,0.0031483691181157
제주특별자치도,2022,0.0456805597482774,0.0020686832387895
